"","GO.ID","term","definition","condition.genes_frequency","condition.pvalue","condition.-log10_pvalue","condition.Significant_genes","condition.Significant_genes_symbol"
"59","GO:0016339","calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules","The attachment of one cell to another cell via adhesion molecules that require the presence of calcium for the interaction.","6.818% (3/44)",0.0004268333,3.37,"ENSG00000140937;ENSG00000154162;ENSG00000169760","CDH11;CDH12;NLGN1"
"60","GO:0016358","dendrite development","The process whose specific outcome is the progression of the dendrite over time, from its formation to the mature structure.","1.626% (4/246)",0.00920333,2.04,"ENSG00000153317;ENSG00000153707;ENSG00000156299;ENSG00000169760","ASAP1;PTPRD;TIAM1;NLGN1"
"61","GO:0016477","cell migration","The controlled self-propelled movement of a cell from one site to a destination guided by molecular cues. Cell migration is a central process in the development and maintenance of multicellular organisms.","1.059% (15/1417)",4.04898e-05,4.39,"ENSG00000048052;ENSG00000064042;ENSG00000070193;ENSG00000106571;ENSG00000113448;ENSG00000129682;ENSG00000144724;ENSG00000156299;ENSG00000158321;ENSG00000164741;ENSG00000169071;ENSG00000169855;ENSG00000179399;ENSG00000183098;ENSG00000233608","HDAC9;LIMCH1;FGF10;GLI3;PDE4D;FGF13;PTPRG;TIAM1;AUTS2;DLC1;ROR2;ROBO1;GPC5;GPC6;TWIST2"
"62","GO:0016601","Rac protein signal transduction","A series of molecular signals within the cell that are mediated by a member of the Rac family of proteins switching to a GTP-bound active state.","4.878% (2/41)",0.008313855,2.08,"ENSG00000156299;ENSG00000158321","TIAM1;AUTS2"
"63","GO:0019220","regulation of phosphate metabolic process","Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving phosphates.","0.928% (14/1509)",0.000319941,3.49,"ENSG00000064042;ENSG00000070193;ENSG00000078295;ENSG00000113448;ENSG00000129682;ENSG00000146247;ENSG00000149948;ENSG00000150672;ENSG00000156299;ENSG00000164741;ENSG00000169071;ENSG00000169855;ENSG00000184349;ENSG00000198947","LIMCH1;FGF10;ADCY2;PDE4D;FGF13;PHIP;HMGA2;DLG2;TIAM1;DLC1;ROR2;ROBO1;EFNA5;DMD"
"64","GO:0021543","pallium development","The process whose specific outcome is the progression of the pallium over time, from its formation to the mature structure. The pallium is the roof region of the telencephalon.","2.326% (4/172)",0.002608207,2.58,"ENSG00000106571;ENSG00000129682;ENSG00000169855;ENSG00000198947","GLI3;FGF13;ROBO1;DMD"
"65","GO:0021602","cranial nerve morphogenesis","The process in which the anatomical structure of the cranial nerves are generated and organized. The cranial nerves are composed of twelve pairs of nerves that emanate from the nervous tissue of the hindbrain. These nerves are sensory, motor, or mixed in nature, and provide the motor and general sensory innervation of the head, neck and viscera. They mediate vision, hearing, olfaction and taste and carry the parasympathetic innervation of the autonomic ganglia that control visceral functions.","7.692% (2/26)",0.003402376,2.47,"ENSG00000106571;ENSG00000198947","GLI3;DMD"
"66","GO:0021675","nerve development","The process whose specific outcome is the progression of a nerve over time, from its formation to the mature structure.","3.947% (3/76)",0.002101169,2.68,"ENSG00000106571;ENSG00000188517;ENSG00000198947","GLI3;COL25A1;DMD"
"67","GO:0021795","cerebral cortex cell migration","The orderly movement of cells from one site to another in the cerebral cortex.","6.667% (3/45)",0.0004562436,3.34,"ENSG00000106571;ENSG00000129682;ENSG00000169855","GLI3;FGF13;ROBO1"
"68","GO:0021885","forebrain cell migration","The orderly movement of a cell from one site to another at least one of which is located in the forebrain.","4.762% (3/63)",0.001223771,2.91,"ENSG00000106571;ENSG00000129682;ENSG00000169855","GLI3;FGF13;ROBO1"
"69","GO:0021987","cerebral cortex development","The progression of the cerebral cortex over time from its initial formation until its mature state. The cerebral cortex is the outer layered region of the telencephalon.","3.39% (4/118)",0.0006491137,3.19,"ENSG00000106571;ENSG00000129682;ENSG00000169855;ENSG00000198947","GLI3;FGF13;ROBO1;DMD"
"70","GO:0022008","neurogenesis","Generation of cells within the nervous system.","1.292% (21/1625)",1.700903e-08,7.77,"ENSG00000048052;ENSG00000070193;ENSG00000106571;ENSG00000129682;ENSG00000134532;ENSG00000140262;ENSG00000140937;ENSG00000144724;ENSG00000147655;ENSG00000150275;ENSG00000153317;ENSG00000153707;ENSG00000156299;ENSG00000158321;ENSG00000169071;ENSG00000169760;ENSG00000169855;ENSG00000184349;ENSG00000188517;ENSG00000196628;ENSG00000198947","HDAC9;FGF10;GLI3;FGF13;SOX5;TCF12;CDH11;PTPRG;RSPO2;PCDH15;ASAP1;PTPRD;TIAM1;AUTS2;ROR2;NLGN1;ROBO1;EFNA5;COL25A1;TCF4;DMD"
"71","GO:0022029","telencephalon cell migration","The orderly movement of a cell from one site to another at least one of which is located in the telencephalon.","5% (3/60)",0.001062032,2.97,"ENSG00000106571;ENSG00000129682;ENSG00000169855","GLI3;FGF13;ROBO1"
"72","GO:0022603","regulation of anatomical structure morphogenesis","Any process that modulates the frequency, rate or extent of anatomical structure morphogenesis.","1.46% (14/959)",2.04845e-06,5.69,"ENSG00000070193;ENSG00000129682;ENSG00000146247;ENSG00000147655;ENSG00000149948;ENSG00000153707;ENSG00000156299;ENSG00000164741;ENSG00000169071;ENSG00000169760;ENSG00000169855;ENSG00000183098;ENSG00000184349;ENSG00000196628","FGF10;FGF13;PHIP;RSPO2;HMGA2;PTPRD;TIAM1;DLC1;ROR2;NLGN1;ROBO1;GPC6;EFNA5;TCF4"
"73","GO:0022604","regulation of cell morphogenesis","Any process that modulates the frequency, rate or extent of cell morphogenesis. Cell morphogenesis is the developmental process in which the shape of a cell is generated and organized.","1.667% (5/300)",0.00322904,2.49,"ENSG00000146247;ENSG00000153707;ENSG00000156299;ENSG00000164741;ENSG00000184349","PHIP;PTPRD;TIAM1;DLC1;EFNA5"
"74","GO:0022607","cellular component assembly","The aggregation, arrangement and bonding together of a cellular component.","0.671% (19/2833)",0.001358748,2.87,"ENSG00000064042;ENSG00000129682;ENSG00000138698;ENSG00000140937;ENSG00000149948;ENSG00000150275;ENSG00000153317;ENSG00000153707;ENSG00000154162;ENSG00000156299;ENSG00000158321;ENSG00000164741;ENSG00000169760;ENSG00000183098;ENSG00000183580;ENSG00000184349;ENSG00000187079;ENSG00000196628;ENSG00000198947","LIMCH1;FGF13;RAP1GDS1;CDH11;HMGA2;PCDH15;ASAP1;PTPRD;CDH12;TIAM1;AUTS2;DLC1;NLGN1;GPC6;FBXL7;EFNA5;TEAD1;TCF4;DMD"
"75","GO:0022610","biological adhesion","The attachment of a cell or organism to a substrate, another cell, or other organism. Biological adhesion includes intracellular attachment between membrane regions.","1.182% (16/1354)",5.054128e-06,5.3,"ENSG00000064042;ENSG00000106571;ENSG00000140937;ENSG00000145681;ENSG00000150275;ENSG00000150672;ENSG00000153707;ENSG00000154162;ENSG00000156299;ENSG00000160963;ENSG00000164741;ENSG00000169760;ENSG00000169855;ENSG00000183098;ENSG00000184349;ENSG00000198947","LIMCH1;GLI3;CDH11;HAPLN1;PCDH15;DLG2;PTPRD;CDH12;TIAM1;COL26A1;DLC1;NLGN1;ROBO1;GPC6;EFNA5;DMD"
"76","GO:0022898","regulation of transmembrane transporter activity","Any process that modulates the frequency, rate or extent of transmembrane transporter activity.","2.335% (6/257)",0.0002089871,3.68,"ENSG00000102466;ENSG00000113448;ENSG00000129682;ENSG00000150672;ENSG00000169760;ENSG00000198947","FGF14;PDE4D;FGF13;DLG2;NLGN1;DMD"
"77","GO:0023051","regulation of signaling","Any process that modulates the frequency, rate or extent of a signaling process.","0.603% (20/3318)",0.003645729,2.44,"ENSG00000070193;ENSG00000102466;ENSG00000106571;ENSG00000113448;ENSG00000140937;ENSG00000146247;ENSG00000147655;ENSG00000150672;ENSG00000156299;ENSG00000158321;ENSG00000164741;ENSG00000169071;ENSG00000169760;ENSG00000169855;ENSG00000179399;ENSG00000183098;ENSG00000184349;ENSG00000196628;ENSG00000198947;ENSG00000204406","FGF10;FGF14;GLI3;PDE4D;CDH11;PHIP;RSPO2;DLG2;TIAM1;AUTS2;DLC1;ROR2;NLGN1;ROBO1;GPC5;GPC6;EFNA5;TCF4;DMD;MBD5"
"78","GO:0030029","actin filament-based process","Any cellular process that depends upon or alters the actin cytoskeleton, that part of the cytoskeleton comprising actin filaments and their associated proteins.","1.41% (11/780)",4.346648e-05,4.36,"ENSG00000064042;ENSG00000070193;ENSG00000113448;ENSG00000129682;ENSG00000138698;ENSG00000145730;ENSG00000150275;ENSG00000158321;ENSG00000164741;ENSG00000184349;ENSG00000198947","LIMCH1;FGF10;PDE4D;FGF13;RAP1GDS1;PAM;PCDH15;AUTS2;DLC1;EFNA5;DMD"
"79","GO:0030030","cell projection organization","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a prolongation or process extending from a cell, e.g. a flagellum or axon.","0.966% (15/1553)",0.0001162505,3.93,"ENSG00000106571;ENSG00000129682;ENSG00000140937;ENSG00000144724;ENSG00000150275;ENSG00000153317;ENSG00000153707;ENSG00000156299;ENSG00000158321;ENSG00000169071;ENSG00000169760;ENSG00000169855;ENSG00000184349;ENSG00000188517;ENSG00000198947","GLI3;FGF13;CDH11;PTPRG;PCDH15;ASAP1;PTPRD;TIAM1;AUTS2;ROR2;NLGN1;ROBO1;EFNA5;COL25A1;DMD"
"80","GO:0030036","actin cytoskeleton organization","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising actin filaments and their associated proteins.","1.166% (8/686)",0.001875837,2.73,"ENSG00000064042;ENSG00000070193;ENSG00000138698;ENSG00000145730;ENSG00000150275;ENSG00000158321;ENSG00000164741;ENSG00000184349","LIMCH1;FGF10;RAP1GDS1;PAM;PCDH15;AUTS2;DLC1;EFNA5"
"81","GO:0030048","actin filament-based movement","Movement of organelles or other particles along actin filaments, or sliding of actin filaments past each other, mediated by motor proteins.","2.759% (4/145)",0.001398366,2.85,"ENSG00000064042;ENSG00000113448;ENSG00000129682;ENSG00000198947","LIMCH1;PDE4D;FGF13;DMD"
"82","GO:0030111","regulation of Wnt signaling pathway","Any process that modulates the frequency, rate or extent of the activity of the Wnt signal transduction pathway.","1.635% (6/367)",0.001364311,2.87,"ENSG00000070193;ENSG00000106571;ENSG00000147655;ENSG00000156299;ENSG00000169071;ENSG00000179399","FGF10;GLI3;RSPO2;TIAM1;ROR2;GPC5"
"83","GO:0030154","cell differentiation","The process in which relatively unspecialized cells, e.g. embryonic or regenerative cells, acquire specialized structural and/or functional features that characterize the cells, tissues, or organs of the mature organism or some other relatively stable phase of the organism's life history. Differentiation includes the processes involved in commitment of a cell to a specific fate and its subsequent development to the mature state.","0.62% (24/3874)",0.0006915888,3.16,"ENSG00000048052;ENSG00000070193;ENSG00000106571;ENSG00000113448;ENSG00000129682;ENSG00000134532;ENSG00000140262;ENSG00000140937;ENSG00000144724;ENSG00000147655;ENSG00000149948;ENSG00000150275;ENSG00000153317;ENSG00000153707;ENSG00000156299;ENSG00000158321;ENSG00000169071;ENSG00000169760;ENSG00000169855;ENSG00000184349;ENSG00000188517;ENSG00000196628;ENSG00000198947;ENSG00000233608","HDAC9;FGF10;GLI3;PDE4D;FGF13;SOX5;TCF12;CDH11;PTPRG;RSPO2;HMGA2;PCDH15;ASAP1;PTPRD;TIAM1;AUTS2;ROR2;NLGN1;ROBO1;EFNA5;COL25A1;TCF4;DMD;TWIST2"
"84","GO:0030177","positive regulation of Wnt signaling pathway","Any process that activates or increases the frequency, rate or extent of Wnt signal transduction.","2.174% (4/184)",0.003324477,2.48,"ENSG00000070193;ENSG00000147655;ENSG00000169071;ENSG00000179399","FGF10;RSPO2;ROR2;GPC5"
"85","GO:0030182","neuron differentiation","The process in which a relatively unspecialized cell acquires specialized features of a neuron.","1.394% (19/1363)",3.263264e-08,7.49,"ENSG00000048052;ENSG00000106571;ENSG00000129682;ENSG00000140262;ENSG00000140937;ENSG00000144724;ENSG00000147655;ENSG00000150275;ENSG00000153317;ENSG00000153707;ENSG00000156299;ENSG00000158321;ENSG00000169071;ENSG00000169760;ENSG00000169855;ENSG00000184349;ENSG00000188517;ENSG00000196628;ENSG00000198947","HDAC9;GLI3;FGF13;TCF12;CDH11;PTPRG;RSPO2;PCDH15;ASAP1;PTPRD;TIAM1;AUTS2;ROR2;NLGN1;ROBO1;EFNA5;COL25A1;TCF4;DMD"
"86","GO:0030326","embryonic limb morphogenesis","The process, occurring in the embryo, by which the anatomical structures of the limb are generated and organized. A limb is an appendage of an animal used for locomotion or grasping.","3.226% (4/124)",0.0007819126,3.11,"ENSG00000106571;ENSG00000144218;ENSG00000147655;ENSG00000169071","GLI3;AFF3;RSPO2;ROR2"
"87","GO:0030334","regulation of cell migration","Any process that modulates the frequency, rate or extent of cell migration.","1.026% (9/877)",0.002306035,2.64,"ENSG00000048052;ENSG00000064042;ENSG00000070193;ENSG00000144724;ENSG00000156299;ENSG00000164741;ENSG00000169071;ENSG00000169855;ENSG00000233608","HDAC9;LIMCH1;FGF10;PTPRG;TIAM1;DLC1;ROR2;ROBO1;TWIST2"
"88","GO:0030539","male genitalia development","The process whose specific outcome is the progression of the male genitalia over time, from its formation to the mature structure.","9.091% (2/22)",0.002439093,2.61,"ENSG00000070193;ENSG00000169071","FGF10;ROR2"
"89","GO:0030850","prostate gland development","The process whose specific outcome is the progression of the prostate gland over time, from its formation to the mature structure. The prostate gland is a partly muscular, partly glandular body that is situated near the base of the mammalian male urethra and secretes an alkaline viscid fluid which is a major constituent of the ejaculatory fluid.","4.545% (2/44)",0.00953023,2.02,"ENSG00000070193;ENSG00000106571","FGF10;GLI3"
"90","GO:0030879","mammary gland development","The process whose specific outcome is the progression of the mammary gland over time, from its formation to the mature structure. The mammary gland is a large compound sebaceous gland that in female mammals is modified to secrete milk. Its development starts with the formation of the mammary line and ends as the mature gland cycles between nursing and weaning stages.","2.899% (4/138)",0.001164685,2.93,"ENSG00000070193;ENSG00000106571;ENSG00000145730;ENSG00000169855","FGF10;GLI3;PAM;ROBO1"
"91","GO:0030900","forebrain development","The process whose specific outcome is the progression of the forebrain over time, from its formation to the mature structure. The forebrain is the anterior of the three primary divisions of the developing chordate brain or the corresponding part of the adult brain (in vertebrates, includes especially the cerebral hemispheres, the thalamus, and the hypothalamus and especially in higher vertebrates is the main control center for sensory and associative information processing, visceral functions, and voluntary motor functions).","1.562% (6/384)",0.00171776,2.77,"ENSG00000070193;ENSG00000106571;ENSG00000129682;ENSG00000164741;ENSG00000169855;ENSG00000198947","FGF10;GLI3;FGF13;DLC1;ROBO1;DMD"
"92","GO:0031128","developmental induction","A developmental process involving two tissues in which one tissue (the inducer) produces a signal that directs cell fate commitment of cells in the second tissue (the responder).","5.882% (2/34)",0.005773472,2.24,"ENSG00000070193;ENSG00000169855","FGF10;ROBO1"
"93","GO:0031175","neuron projection development","The process whose specific outcome is the progression of a neuron projection over time, from its formation to the mature structure. A neuron projection is any process extending from a neural cell, such as axons or dendrites (collectively called neurites).","1.514% (15/991)",5.033371e-07,6.3,"ENSG00000106571;ENSG00000129682;ENSG00000140937;ENSG00000144724;ENSG00000150275;ENSG00000153317;ENSG00000153707;ENSG00000156299;ENSG00000158321;ENSG00000169071;ENSG00000169760;ENSG00000169855;ENSG00000184349;ENSG00000188517;ENSG00000198947","GLI3;FGF13;CDH11;PTPRG;PCDH15;ASAP1;PTPRD;TIAM1;AUTS2;ROR2;NLGN1;ROBO1;EFNA5;COL25A1;DMD"
"94","GO:0031325","positive regulation of cellular metabolic process","Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways by which individual cells transform chemical substances.","0.583% (18/3088)",0.009132001,2.04,"ENSG00000064042;ENSG00000070193;ENSG00000078295;ENSG00000106571;ENSG00000118922;ENSG00000129682;ENSG00000134532;ENSG00000140262;ENSG00000146247;ENSG00000149948;ENSG00000156299;ENSG00000158321;ENSG00000164741;ENSG00000169071;ENSG00000169855;ENSG00000184349;ENSG00000187079;ENSG00000196628","LIMCH1;FGF10;ADCY2;GLI3;KLF12;FGF13;SOX5;TCF12;PHIP;HMGA2;TIAM1;AUTS2;DLC1;ROR2;ROBO1;EFNA5;TEAD1;TCF4"
"95","GO:0031344","regulation of cell projection organization","Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell projections.","1.57% (10/637)",4.170828e-05,4.38,"ENSG00000129682;ENSG00000144724;ENSG00000153707;ENSG00000156299;ENSG00000158321;ENSG00000169071;ENSG00000169760;ENSG00000169855;ENSG00000184349;ENSG00000198947","FGF13;PTPRG;PTPRD;TIAM1;AUTS2;ROR2;NLGN1;ROBO1;EFNA5;DMD"
"96","GO:0031346","positive regulation of cell projection organization","Any process that activates or increases the frequency, rate or extent of the process involved in the formation, arrangement of constituent parts, or disassembly of cell projections.","2.299% (8/348)",1.869065e-05,4.73,"ENSG00000153707;ENSG00000156299;ENSG00000158321;ENSG00000169071;ENSG00000169760;ENSG00000169855;ENSG00000184349;ENSG00000198947","PTPRD;TIAM1;AUTS2;ROR2;NLGN1;ROBO1;EFNA5;DMD"
"97","GO:0031399","regulation of protein modification process","Any process that modulates the frequency, rate or extent of the covalent alteration of one or more amino acid residues within a protein.","0.907% (14/1544)",0.0004053291,3.39,"ENSG00000064042;ENSG00000070193;ENSG00000078295;ENSG00000113448;ENSG00000129682;ENSG00000146247;ENSG00000149948;ENSG00000156299;ENSG00000158321;ENSG00000164741;ENSG00000169071;ENSG00000169855;ENSG00000184349;ENSG00000198947","LIMCH1;FGF10;ADCY2;PDE4D;FGF13;PHIP;HMGA2;TIAM1;AUTS2;DLC1;ROR2;ROBO1;EFNA5;DMD"
"98","GO:0031401","positive regulation of protein modification process","Any process that activates or increases the frequency, rate or extent of the covalent alteration of one or more amino acid residues within a protein.","1.099% (11/1001)",0.0003948908,3.4,"ENSG00000064042;ENSG00000070193;ENSG00000078295;ENSG00000129682;ENSG00000149948;ENSG00000156299;ENSG00000158321;ENSG00000164741;ENSG00000169071;ENSG00000169855;ENSG00000184349","LIMCH1;FGF10;ADCY2;FGF13;HMGA2;TIAM1;AUTS2;DLC1;ROR2;ROBO1;EFNA5"
"99","GO:0031589","cell-substrate adhesion","The attachment of a cell to the underlying substrate via adhesion molecules.","1.729% (6/347)",0.001023071,2.99,"ENSG00000064042;ENSG00000156299;ENSG00000160963;ENSG00000164741;ENSG00000184349;ENSG00000198947","LIMCH1;TIAM1;COL26A1;DLC1;EFNA5;DMD"
"100","GO:0032270","positive regulation of cellular protein metabolic process","Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving a protein, occurring at the level of an individual cell.","0.799% (11/1377)",0.00517161,2.29,"ENSG00000064042;ENSG00000070193;ENSG00000078295;ENSG00000129682;ENSG00000149948;ENSG00000156299;ENSG00000158321;ENSG00000164741;ENSG00000169071;ENSG00000169855;ENSG00000184349","LIMCH1;FGF10;ADCY2;FGF13;HMGA2;TIAM1;AUTS2;DLC1;ROR2;ROBO1;EFNA5"
"101","GO:0032332","positive regulation of chondrocyte differentiation","Any process that activates or increases the frequency, rate or extent of chondrocyte differentiation.","10.526% (2/19)",0.0018172,2.74,"ENSG00000106571;ENSG00000134532","GLI3;SOX5"
"102","GO:0032409","regulation of transporter activity","Any process that modulates the activity of a transporter.","2.23% (6/269)",0.0002672665,3.57,"ENSG00000102466;ENSG00000113448;ENSG00000129682;ENSG00000150672;ENSG00000169760;ENSG00000198947","FGF14;PDE4D;FGF13;DLG2;NLGN1;DMD"
"103","GO:0032412","regulation of ion transmembrane transporter activity","Any process that modulates the activity of an ion transporter.","2.419% (6/248)",0.0001722762,3.76,"ENSG00000102466;ENSG00000113448;ENSG00000129682;ENSG00000150672;ENSG00000169760;ENSG00000198947","FGF14;PDE4D;FGF13;DLG2;NLGN1;DMD"
"104","GO:0032501","multicellular organismal process","Any biological process, occurring at the level of a multicellular organism, pertinent to its function.","0.562% (38/6760)",1.234995e-05,4.91,"ENSG00000048052;ENSG00000070193;ENSG00000078295;ENSG00000102466;ENSG00000106571;ENSG00000113448;ENSG00000129682;ENSG00000134532;ENSG00000138698;ENSG00000140262;ENSG00000140937;ENSG00000144218;ENSG00000144724;ENSG00000145681;ENSG00000145730;ENSG00000147655;ENSG00000149948;ENSG00000150275;ENSG00000150672;ENSG00000153317;ENSG00000153707;ENSG00000154162;ENSG00000156299;ENSG00000158321;ENSG00000164741;ENSG00000166250;ENSG00000169071;ENSG00000169760;ENSG00000169855;ENSG00000183098;ENSG00000184349;ENSG00000185774;ENSG00000187079;ENSG00000188517;ENSG00000196628;ENSG00000198947;ENSG00000204406;ENSG00000233608","HDAC9;FGF10;ADCY2;FGF14;GLI3;PDE4D;FGF13;SOX5;RAP1GDS1;TCF12;CDH11;AFF3;PTPRG;HAPLN1;PAM;RSPO2;HMGA2;PCDH15;DLG2;ASAP1;PTPRD;CDH12;TIAM1;AUTS2;DLC1;CLMP;ROR2;NLGN1;ROBO1;GPC6;EFNA5;KCNIP4;TEAD1;COL25A1;TCF4;DMD;MBD5;TWIST2"
"105","GO:0032502","developmental process","A biological process whose specific outcome is the progression of an integrated living unit: an anatomical structure (which may be a subcellular structure, cell, tissue, or organ), or organism over time from an initial condition to a later condition.","0.587% (35/5962)",1.948757e-05,4.71,"ENSG00000048052;ENSG00000070193;ENSG00000102466;ENSG00000106571;ENSG00000113448;ENSG00000129682;ENSG00000134532;ENSG00000140262;ENSG00000140937;ENSG00000144218;ENSG00000144724;ENSG00000145681;ENSG00000145730;ENSG00000146247;ENSG00000147655;ENSG00000149948;ENSG00000150275;ENSG00000153317;ENSG00000153707;ENSG00000154162;ENSG00000156299;ENSG00000158321;ENSG00000164741;ENSG00000166250;ENSG00000169071;ENSG00000169760;ENSG00000169855;ENSG00000183098;ENSG00000184349;ENSG00000187079;ENSG00000188517;ENSG00000196628;ENSG00000198947;ENSG00000204406;ENSG00000233608","HDAC9;FGF10;FGF14;GLI3;PDE4D;FGF13;SOX5;TCF12;CDH11;AFF3;PTPRG;HAPLN1;PAM;PHIP;RSPO2;HMGA2;PCDH15;ASAP1;PTPRD;CDH12;TIAM1;AUTS2;DLC1;CLMP;ROR2;NLGN1;ROBO1;GPC6;EFNA5;TEAD1;COL25A1;TCF4;DMD;MBD5;TWIST2"
"106","GO:0032879","regulation of localization","Any process that modulates the frequency, rate or extent of any process in which a cell, a substance, or a cellular entity is transported to, or maintained in, a specific location.","0.846% (22/2601)",1.167153e-05,4.93,"ENSG00000048052;ENSG00000064042;ENSG00000070193;ENSG00000102466;ENSG00000106571;ENSG00000113448;ENSG00000129682;ENSG00000144724;ENSG00000145730;ENSG00000150672;ENSG00000151474;ENSG00000156299;ENSG00000164741;ENSG00000169071;ENSG00000169760;ENSG00000169855;ENSG00000179399;ENSG00000183098;ENSG00000184349;ENSG00000185774;ENSG00000198947;ENSG00000233608","HDAC9;LIMCH1;FGF10;FGF14;GLI3;PDE4D;FGF13;PTPRG;PAM;DLG2;FRMD4A;TIAM1;DLC1;ROR2;NLGN1;ROBO1;GPC5;GPC6;EFNA5;KCNIP4;DMD;TWIST2"
"107","GO:0032880","regulation of protein localization","Any process that modulates the frequency, rate or extent of any process in which a protein is transported to, or maintained in, a specific location.","0.918% (8/871)",0.007965123,2.1,"ENSG00000106571;ENSG00000145730;ENSG00000151474;ENSG00000156299;ENSG00000169760;ENSG00000179399;ENSG00000183098;ENSG00000184349","GLI3;PAM;FRMD4A;TIAM1;NLGN1;GPC5;GPC6;EFNA5"
"108","GO:0032970","regulation of actin filament-based process","Any process that modulates the frequency, rate or extent of any cellular process that depends upon or alters the actin cytoskeleton.","1.546% (6/388)",0.001810231,2.74,"ENSG00000064042;ENSG00000113448;ENSG00000129682;ENSG00000145730;ENSG00000164741;ENSG00000184349","LIMCH1;PDE4D;FGF13;PAM;DLC1;EFNA5"
"109","GO:0032989","cellular component morphogenesis","The process in which cellular structures, including whole cells or cell parts, are generated and organized.","1.414% (11/778)",4.245951e-05,4.37,"ENSG00000106571;ENSG00000129682;ENSG00000140937;ENSG00000153707;ENSG00000156299;ENSG00000158321;ENSG00000169760;ENSG00000169855;ENSG00000184349;ENSG00000188517;ENSG00000198947","GLI3;FGF13;CDH11;PTPRD;TIAM1;AUTS2;NLGN1;ROBO1;EFNA5;COL25A1;DMD"
"110","GO:0032990","cell part morphogenesis","The process in which the anatomical structures of a cell part are generated and organized.","1.592% (11/691)",1.417677e-05,4.85,"ENSG00000106571;ENSG00000129682;ENSG00000140937;ENSG00000153707;ENSG00000156299;ENSG00000158321;ENSG00000169760;ENSG00000169855;ENSG00000184349;ENSG00000188517;ENSG00000198947","GLI3;FGF13;CDH11;PTPRD;TIAM1;AUTS2;NLGN1;ROBO1;EFNA5;COL25A1;DMD"
"111","GO:0033137","negative regulation of peptidyl-serine phosphorylation","Any process that stops, prevents, or reduces the frequency, rate or extent of the phosphorylation of peptidyl-serine.","7.143% (2/28)",0.003940337,2.4,"ENSG00000113448;ENSG00000198947","PDE4D;DMD"
"112","GO:0033674","positive regulation of kinase activity","Any process that activates or increases the frequency, rate or extent of kinase activity, the catalysis of the transfer of a phosphate group, usually from ATP, to a substrate molecule.","1.356% (8/590)",0.000712674,3.15,"ENSG00000070193;ENSG00000078295;ENSG00000129682;ENSG00000149948;ENSG00000156299;ENSG00000169071;ENSG00000169855;ENSG00000184349","FGF10;ADCY2;FGF13;HMGA2;TIAM1;ROR2;ROBO1;EFNA5"
"113","GO:0034329","cell junction assembly","A cellular process that results in the aggregation, arrangement and bonding together of a set of components to form a cell junction.","2.123% (9/424)",1.005086e-05,5,"ENSG00000064042;ENSG00000129682;ENSG00000140937;ENSG00000153707;ENSG00000154162;ENSG00000164741;ENSG00000169760;ENSG00000183098;ENSG00000184349","LIMCH1;FGF13;CDH11;PTPRD;CDH12;DLC1;NLGN1;GPC6;EFNA5"
"114","GO:0034330","cell junction organization","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a cell junction. A cell junction is a specialized region of connection between two cells or between a cell and the extracellular matrix.","1.578% (11/697)",1.537113e-05,4.81,"ENSG00000064042;ENSG00000129682;ENSG00000140937;ENSG00000150672;ENSG00000153707;ENSG00000154162;ENSG00000156299;ENSG00000164741;ENSG00000169760;ENSG00000183098;ENSG00000184349","LIMCH1;FGF13;CDH11;DLG2;PTPRD;CDH12;TIAM1;DLC1;NLGN1;GPC6;EFNA5"
"115","GO:0034762","regulation of transmembrane transport","Any process that modulates the frequency, rate or extent of the directed movement of a solute from one side of a membrane to the other.","1.304% (7/537)",0.001977839,2.7,"ENSG00000102466;ENSG00000113448;ENSG00000129682;ENSG00000150672;ENSG00000169760;ENSG00000185774;ENSG00000198947","FGF14;PDE4D;FGF13;DLG2;NLGN1;KCNIP4;DMD"
"116","GO:0034765","regulation of ion transmembrane transport","Any process that modulates the frequency, rate or extent of the directed movement of ions from one side of a membrane to the other.","1.316% (7/532)",0.001875551,2.73,"ENSG00000102466;ENSG00000113448;ENSG00000129682;ENSG00000150672;ENSG00000169760;ENSG00000185774;ENSG00000198947","FGF14;PDE4D;FGF13;DLG2;NLGN1;KCNIP4;DMD"
"117","GO:0035107","appendage morphogenesis","The process in which the anatomical structures of appendages are generated and organized. An appendage is an organ or part that is attached to the trunk of an organism, such as a limb or a branch.","3.401% (5/147)",0.0001293204,3.89,"ENSG00000070193;ENSG00000106571;ENSG00000144218;ENSG00000147655;ENSG00000169071","FGF10;GLI3;AFF3;RSPO2;ROR2"
"118","GO:0035108","limb morphogenesis","The process in which the anatomical structures of a limb are generated and organized. A limb is a paired appendage of a tetrapod used for locomotion or grasping.","3.401% (5/147)",0.0001293204,3.89,"ENSG00000070193;ENSG00000106571;ENSG00000144218;ENSG00000147655;ENSG00000169071","FGF10;GLI3;AFF3;RSPO2;ROR2"
