"","GO.ID","term","definition","condition.genes_frequency","condition.pvalue","condition.-log10_pvalue","condition.Significant_genes","condition.Significant_genes_symbol"
"59","GO:0048513","animal organ development","Development of a tissue or tissues that work together to perform a specific function or functions. Development pertains to the process whose specific outcome is the progression of a structure over time, from its formation to the mature structure. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions.","0.67% (22/3300)",0.0001278385,3.89,"ENSG00000053747;ENSG00000054967;ENSG00000058085;ENSG00000073282;ENSG00000075275;ENSG00000104635;ENSG00000107957;ENSG00000108950;ENSG00000130939;ENSG00000132464;ENSG00000137674;ENSG00000140022;ENSG00000140090;ENSG00000144724;ENSG00000151012;ENSG00000162105;ENSG00000168675;ENSG00000169071;ENSG00000170525;ENSG00000170873;ENSG00000171345;ENSG00000196878","LAMA3;RELT;LAMC2;TP63;CELSR1;SLC39A14;SH3PXD2A;FAM20A;UBE4B;ENAM;MMP20;STON2;SLC24A4;PTPRG;SLC7A11;SHANK2;LDLRAD4;ROR2;PFKFB3;MTSS1;KRT19;LAMB3"
"60","GO:0048646","anatomical structure formation involved in morphogenesis","The developmental process pertaining to the initial formation of an anatomical structure from unspecified parts. This process begins with the specific processes that contribute to the appearance of the discrete structure and ends when the structural rudiment is recognizable. An anatomical structure is any biological entity that occupies space and is distinguished from its surroundings. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome.","1.21% (13/1073)",1.58902e-05,4.8,"ENSG00000053747;ENSG00000054967;ENSG00000073282;ENSG00000075275;ENSG00000107957;ENSG00000108950;ENSG00000132464;ENSG00000137674;ENSG00000140090;ENSG00000140945;ENSG00000169071;ENSG00000171345;ENSG00000196878","LAMA3;RELT;TP63;CELSR1;SH3PXD2A;FAM20A;ENAM;MMP20;SLC24A4;CDH13;ROR2;KRT19;LAMB3"
"61","GO:0048666","neuron development","The process whose specific outcome is the progression of a neuron over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell.","0.99% (11/1116)",0.0005030076,3.3,"ENSG00000053747;ENSG00000058085;ENSG00000130939;ENSG00000144724;ENSG00000146426;ENSG00000147010;ENSG00000152377;ENSG00000162105;ENSG00000164715;ENSG00000168546;ENSG00000169071","LAMA3;LAMC2;UBE4B;PTPRG;TIAM2;SH3KBP1;SPOCK1;SHANK2;LMTK2;GFRA2;ROR2"
"62","GO:0048667","cell morphogenesis involved in neuron differentiation","The process in which the structures of a neuron are generated and organized. This process occurs while the initially relatively unspecialized cell is acquiring the specialized features of a neuron.","1.18% (7/593)",0.002235451,2.65,"ENSG00000053747;ENSG00000058085;ENSG00000146426;ENSG00000147010;ENSG00000162105;ENSG00000164715;ENSG00000168546","LAMA3;LAMC2;TIAM2;SH3KBP1;SHANK2;LMTK2;GFRA2"
"63","GO:0048699","generation of neurons","The process in which nerve cells are generated. This includes the production of neuroblasts and their differentiation into neurons.","0.8% (12/1509)",0.001800523,2.74,"ENSG00000053747;ENSG00000058085;ENSG00000075275;ENSG00000130939;ENSG00000144724;ENSG00000146426;ENSG00000147010;ENSG00000152377;ENSG00000162105;ENSG00000164715;ENSG00000168546;ENSG00000169071","LAMA3;LAMC2;CELSR1;UBE4B;PTPRG;TIAM2;SH3KBP1;SPOCK1;SHANK2;LMTK2;GFRA2;ROR2"
"64","GO:0048731","system development","The process whose specific outcome is the progression of an organismal system over time, from its formation to the mature structure. A system is a regularly interacting or interdependent group of organs or tissues that work together to carry out a given biological process.","0.68% (31/4537)",3.917338e-07,6.41,"ENSG00000038295;ENSG00000052126;ENSG00000053747;ENSG00000054967;ENSG00000058085;ENSG00000073282;ENSG00000075275;ENSG00000104419;ENSG00000104635;ENSG00000107957;ENSG00000108950;ENSG00000130939;ENSG00000132464;ENSG00000137674;ENSG00000140022;ENSG00000140090;ENSG00000140945;ENSG00000144724;ENSG00000146426;ENSG00000147010;ENSG00000151012;ENSG00000152377;ENSG00000162105;ENSG00000164715;ENSG00000168546;ENSG00000168675;ENSG00000169071;ENSG00000170525;ENSG00000170873;ENSG00000171345;ENSG00000196878","TLL1;PLEKHA5;LAMA3;RELT;LAMC2;TP63;CELSR1;NDRG1;SLC39A14;SH3PXD2A;FAM20A;UBE4B;ENAM;MMP20;STON2;SLC24A4;CDH13;PTPRG;TIAM2;SH3KBP1;SLC7A11;SPOCK1;SHANK2;LMTK2;GFRA2;LDLRAD4;ROR2;PFKFB3;MTSS1;KRT19;LAMB3"
"65","GO:0048806","genitalia development","The process whose specific outcome is the progression of the genitalia over time, from its formation to the mature structure.","4.76% (2/42)",0.00754829,2.12,"ENSG00000073282;ENSG00000169071","TP63;ROR2"
"66","GO:0048812","neuron projection morphogenesis","The process in which the anatomical structures of a neuron projection are generated and organized. A neuron projection is any process extending from a neural cell, such as axons or dendrites.","1.07% (7/654)",0.003858154,2.41,"ENSG00000053747;ENSG00000058085;ENSG00000146426;ENSG00000147010;ENSG00000162105;ENSG00000164715;ENSG00000168546","LAMA3;LAMC2;TIAM2;SH3KBP1;SHANK2;LMTK2;GFRA2"
"67","GO:0048856","anatomical structure development","The biological process whose specific outcome is the progression of an anatomical structure from an initial condition to its mature state. This process begins with the formation of the structure and ends with the mature structure, whatever form that may be including its natural destruction. An anatomical structure is any biological entity that occupies space and is distinguished from its surroundings. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome.","0.57% (31/5458)",3.095274e-05,4.51,"ENSG00000038295;ENSG00000052126;ENSG00000053747;ENSG00000054967;ENSG00000058085;ENSG00000073282;ENSG00000075275;ENSG00000104419;ENSG00000104635;ENSG00000107957;ENSG00000108950;ENSG00000130939;ENSG00000132464;ENSG00000137674;ENSG00000140022;ENSG00000140090;ENSG00000140945;ENSG00000144724;ENSG00000146426;ENSG00000147010;ENSG00000151012;ENSG00000152377;ENSG00000162105;ENSG00000164715;ENSG00000168546;ENSG00000168675;ENSG00000169071;ENSG00000170525;ENSG00000170873;ENSG00000171345;ENSG00000196878","TLL1;PLEKHA5;LAMA3;RELT;LAMC2;TP63;CELSR1;NDRG1;SLC39A14;SH3PXD2A;FAM20A;UBE4B;ENAM;MMP20;STON2;SLC24A4;CDH13;PTPRG;TIAM2;SH3KBP1;SLC7A11;SPOCK1;SHANK2;LMTK2;GFRA2;LDLRAD4;ROR2;PFKFB3;MTSS1;KRT19;LAMB3"
"68","GO:0048858","cell projection morphogenesis","The process in which the anatomical structures of a cell projection are generated and organized.","1.04% (7/672)",0.004476824,2.35,"ENSG00000053747;ENSG00000058085;ENSG00000146426;ENSG00000147010;ENSG00000162105;ENSG00000164715;ENSG00000168546","LAMA3;LAMC2;TIAM2;SH3KBP1;SHANK2;LMTK2;GFRA2"
"69","GO:0048869","cellular developmental process","A biological process whose specific outcome is the progression of a cell over time from an initial condition to a later condition.","0.65% (26/4016)",2.838452e-05,4.55,"ENSG00000038295;ENSG00000053747;ENSG00000058085;ENSG00000073282;ENSG00000075275;ENSG00000104419;ENSG00000104635;ENSG00000107957;ENSG00000127946;ENSG00000130939;ENSG00000132464;ENSG00000139668;ENSG00000140022;ENSG00000144724;ENSG00000146426;ENSG00000147010;ENSG00000151012;ENSG00000152377;ENSG00000162105;ENSG00000164715;ENSG00000168546;ENSG00000168675;ENSG00000169071;ENSG00000170873;ENSG00000171345;ENSG00000196878","TLL1;LAMA3;LAMC2;TP63;CELSR1;NDRG1;SLC39A14;SH3PXD2A;HIP1;UBE4B;ENAM;WDFY2;STON2;PTPRG;TIAM2;SH3KBP1;SLC7A11;SPOCK1;SHANK2;LMTK2;GFRA2;LDLRAD4;ROR2;MTSS1;KRT19;LAMB3"
"70","GO:0048870","cell motility","Any process involved in the controlled self-propelled movement of a cell that results in translocation of the cell from one place to another.","0.77% (12/1550)",0.002263145,2.65,"ENSG00000053747;ENSG00000058085;ENSG00000075275;ENSG00000140945;ENSG00000144724;ENSG00000147010;ENSG00000151012;ENSG00000152377;ENSG00000155849;ENSG00000168675;ENSG00000169071;ENSG00000196878","LAMA3;LAMC2;CELSR1;CDH13;PTPRG;SH3KBP1;SLC7A11;SPOCK1;ELMO1;LDLRAD4;ROR2;LAMB3"
"71","GO:0051128","regulation of cellular component organization","Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope.","0.6% (15/2485)",0.006654398,2.18,"ENSG00000073282;ENSG00000075275;ENSG00000088756;ENSG00000127946;ENSG00000132464;ENSG00000140022;ENSG00000140945;ENSG00000144724;ENSG00000146426;ENSG00000147010;ENSG00000151012;ENSG00000152377;ENSG00000162105;ENSG00000168675;ENSG00000169071","TP63;CELSR1;ARHGAP28;HIP1;ENAM;STON2;CDH13;PTPRG;TIAM2;SH3KBP1;SLC7A11;SPOCK1;SHANK2;LDLRAD4;ROR2"
"72","GO:0051193","regulation of cofactor metabolic process","Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving a cofactor.","2.61% (3/115)",0.005474743,2.26,"ENSG00000106617;ENSG00000151012;ENSG00000170525","PRKAG2;SLC7A11;PFKFB3"
"73","GO:0051674","localization of cell","Any process in which a cell is transported to, and/or maintained in, a specific location.","0.77% (12/1550)",0.002263145,2.65,"ENSG00000053747;ENSG00000058085;ENSG00000075275;ENSG00000140945;ENSG00000144724;ENSG00000147010;ENSG00000151012;ENSG00000152377;ENSG00000155849;ENSG00000168675;ENSG00000169071;ENSG00000196878","LAMA3;LAMC2;CELSR1;CDH13;PTPRG;SH3KBP1;SLC7A11;SPOCK1;ELMO1;LDLRAD4;ROR2;LAMB3"
"74","GO:0051968","positive regulation of synaptic transmission, glutamatergic","Any process that activates, maintains or increases the frequency, rate or extent of glutamatergic synaptic transmission, the process of communication from a neuron to another neuron across a synapse using the neurotransmitter glutamate.","7.14% (2/28)",0.003406873,2.47,"ENSG00000162105;ENSG00000169071","SHANK2;ROR2"
"75","GO:0060601","lateral sprouting from an epithelium","The process in which a branch forms along the side of an epithelium.","15.38% (2/13)",0.0007242261,3.14,"ENSG00000073282;ENSG00000075275","TP63;CELSR1"
"76","GO:0061024","membrane organization","A process which results in the assembly, arrangement of constituent parts, or disassembly of a membrane. A membrane is a double layer of lipid molecules that encloses all cells, and, in eukaryotes, many organelles; may be a single or double lipid bilayer; also includes associated proteins.","0.93% (8/856)",0.004536493,2.34,"ENSG00000073282;ENSG00000104419;ENSG00000127946;ENSG00000140022;ENSG00000147010;ENSG00000151012;ENSG00000155849;ENSG00000170873","TP63;NDRG1;HIP1;STON2;SH3KBP1;SLC7A11;ELMO1;MTSS1"
"77","GO:0061564","axon development","The progression of an axon over time. Covers axonogenesis (de novo generation of an axon) and axon regeneration (regrowth), as well as processes pertaining to the progression of the axon over time (fasciculation and defasciculation).","1.18% (6/509)",0.004743137,2.32,"ENSG00000053747;ENSG00000058085;ENSG00000146426;ENSG00000147010;ENSG00000164715;ENSG00000168546","LAMA3;LAMC2;TIAM2;SH3KBP1;LMTK2;GFRA2"
"78","GO:0070166","enamel mineralization","The process in which calcium salts, mainly carbonated hydroxyapatite, are deposited in tooth enamel.","16.67% (3/18)",2.234499e-05,4.65,"ENSG00000108950;ENSG00000132464;ENSG00000137674","FAM20A;ENAM;MMP20"
"79","GO:0070170","regulation of tooth mineralization","Any process that modulates the frequency, rate or extent of tooth mineralization, the deposition of calcium salts in tooth structures.","20% (2/10)",0.0004203198,3.38,"ENSG00000132464;ENSG00000137674","ENAM;MMP20"
"80","GO:0070173","regulation of enamel mineralization","Any process that modulates the frequency, rate or extent of enamel mineralization, the deposition of calcium salts in tooth enamel.","40% (2/5)",9.433738e-05,4.03,"ENSG00000132464;ENSG00000137674","ENAM;MMP20"
"81","GO:0071840","cellular component organization or biogenesis","A process that results in the biosynthesis of constituent macromolecules, assembly, arrangement of constituent parts, or disassembly of a cellular component.","0.47% (30/6318)",0.001931678,2.71,"ENSG00000038295;ENSG00000053747;ENSG00000058085;ENSG00000073282;ENSG00000075275;ENSG00000088756;ENSG00000092439;ENSG00000104419;ENSG00000107957;ENSG00000127946;ENSG00000128487;ENSG00000130939;ENSG00000132464;ENSG00000137674;ENSG00000140022;ENSG00000140945;ENSG00000144724;ENSG00000146426;ENSG00000147010;ENSG00000151012;ENSG00000152377;ENSG00000155849;ENSG00000162105;ENSG00000164715;ENSG00000168546;ENSG00000168675;ENSG00000169071;ENSG00000170873;ENSG00000171345;ENSG00000196878","TLL1;LAMA3;LAMC2;TP63;CELSR1;ARHGAP28;TRPM7;NDRG1;SH3PXD2A;HIP1;SPECC1;UBE4B;ENAM;MMP20;STON2;CDH13;PTPRG;TIAM2;SH3KBP1;SLC7A11;SPOCK1;ELMO1;SHANK2;LMTK2;GFRA2;LDLRAD4;ROR2;MTSS1;KRT19;LAMB3"
"82","GO:0072525","pyridine-containing compound biosynthetic process","The chemical reactions and pathways resulting in the formation of a pyridine-containing compound, i.e. any compound that contains pyridine or a formal derivative thereof.","2.13% (3/141)",0.009585898,2.02,"ENSG00000106617;ENSG00000157064;ENSG00000170525","PRKAG2;NMNAT2;PFKFB3"
"83","GO:0097186","amelogenesis","The process whose specific outcome is the formation of tooth enamel, occurring in two stages: secretory stage and maturation stage.","20% (5/25)",1.192411e-08,7.92,"ENSG00000054967;ENSG00000108950;ENSG00000132464;ENSG00000137674;ENSG00000140090","RELT;FAM20A;ENAM;MMP20;SLC24A4"
"84","GO:0097485","neuron projection guidance","The process in which the migration of a neuron projection is directed to a specific target site in response to a combination of attractive and repulsive cues.","1.48% (4/271)",0.009896244,2,"ENSG00000053747;ENSG00000058085;ENSG00000147010;ENSG00000168546","LAMA3;LAMC2;SH3KBP1;GFRA2"
"85","GO:0098657","import into cell","The directed movement of some substance from outside of a cell into the cytoplasmic compartment. This may occur via transport across the plasma membrane or via endocytosis.","1.06% (9/852)",0.001093173,2.96,"ENSG00000088386;ENSG00000104635;ENSG00000127946;ENSG00000140022;ENSG00000140945;ENSG00000147010;ENSG00000151012;ENSG00000155849;ENSG00000158270","SLC15A1;SLC39A14;HIP1;STON2;CDH13;SH3KBP1;SLC7A11;ELMO1;COLEC12"
"86","GO:0098739","import across plasma membrane","The directed movement of some substance from outside of a cell, across the plasma membrane and into the cytosol.","2.13% (3/141)",0.009585898,2.02,"ENSG00000088386;ENSG00000104635;ENSG00000151012","SLC15A1;SLC39A14;SLC7A11"
"87","GO:0120036","plasma membrane bounded cell projection organization","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a plasma membrane bounded prolongation or process extending from a cell, e.g. a cilium or axon.","0.86% (13/1508)",0.0005128141,3.29,"ENSG00000053747;ENSG00000058085;ENSG00000130939;ENSG00000140945;ENSG00000144724;ENSG00000146426;ENSG00000147010;ENSG00000152377;ENSG00000162105;ENSG00000164715;ENSG00000168546;ENSG00000169071;ENSG00000170873","LAMA3;LAMC2;UBE4B;CDH13;PTPRG;TIAM2;SH3KBP1;SPOCK1;SHANK2;LMTK2;GFRA2;ROR2;MTSS1"
"88","GO:0120039","plasma membrane bounded cell projection morphogenesis","The process in which the anatomical structures of a plasma membrane bounded cell projection are generated and organized.","1.05% (7/668)",0.004333224,2.36,"ENSG00000053747;ENSG00000058085;ENSG00000146426;ENSG00000147010;ENSG00000162105;ENSG00000164715;ENSG00000168546","LAMA3;LAMC2;TIAM2;SH3KBP1;SHANK2;LMTK2;GFRA2"
"89","GO:0140205","oligopeptide import across plasma membrane",NA,"40% (2/5)",9.433738e-05,4.03,"ENSG00000088386;ENSG00000151012","SLC15A1;SLC7A11"
"90","GO:0140206","dipeptide import across plasma membrane",NA,"40% (2/5)",9.433738e-05,4.03,"ENSG00000088386;ENSG00000151012","SLC15A1;SLC7A11"
"91","GO:1901184","regulation of ERBB signaling pathway",NA,"3.19% (3/94)",0.003110626,2.51,"ENSG00000127946;ENSG00000140945;ENSG00000147010","HIP1;CDH13;SH3KBP1"
"92","GO:1905039","carboxylic acid transmembrane transport","The process in which carboxylic acid is transported across a membrane.","2.1% (3/143)",0.009959542,2,"ENSG00000106617;ENSG00000141485;ENSG00000151012","PRKAG2;SLC13A5;SLC7A11"
"93","GO:2000027","regulation of animal organ morphogenesis","Any process that modulates the frequency, rate or extent of animal organ morphogenesis.","1.59% (4/252)",0.007710068,2.11,"ENSG00000075275;ENSG00000132464;ENSG00000137674;ENSG00000169071","CELSR1;ENAM;MMP20;ROR2"
