"","GO.ID","term","definition","condition.genes_frequency","condition.pvalue","condition.-log10_pvalue","condition.Significant_genes","condition.Significant_genes_symbol"
"61","GO:0048511","rhythmic process","Any process pertinent to the generation and maintenance of rhythms in the physiology of an organism.","1.77% (5/283)",0.001801952,2.74,"ENSG00000101439;ENSG00000105894;ENSG00000108984;ENSG00000198380;ENSG00000253729","CST3;PTN;MAP2K6;GFPT1;PRKDC"
"62","GO:0048589","developmental growth","The increase in size or mass of an entire organism, a part of an organism or a cell, where the increase in size or mass has the specific outcome of the progression of the organism over time from one condition to another.","1.1% (7/637)",0.003336132,2.48,"ENSG00000092964;ENSG00000100503;ENSG00000105894;ENSG00000112655;ENSG00000169504;ENSG00000197746;ENSG00000253729","DPYSL2;NIN;PTN;PTK7;CLIC4;PSAP;PRKDC"
"63","GO:0048732","gland development","The process whose specific outcome is the progression of a gland over time, from its formation to the mature structure. A gland is an organ specialised for secretion.","1.44% (6/416)",0.001744597,2.76,"ENSG00000101439;ENSG00000105894;ENSG00000110092;ENSG00000163347;ENSG00000197746;ENSG00000253729","CST3;PTN;CCND1;CLDN1;PSAP;PRKDC"
"64","GO:0050673","epithelial cell proliferation","The multiplication or reproduction of epithelial cells, resulting in the expansion of a cell population. Epithelial cells make up the epithelium, the covering of internal and external surfaces of the body, including the lining of vessels and other small cavities. It consists of cells joined by small amounts of cementing substances.","1.51% (6/398)",0.001393056,2.86,"ENSG00000105894;ENSG00000110092;ENSG00000141753;ENSG00000163347;ENSG00000178691;ENSG00000253729","PTN;CCND1;IGFBP4;CLDN1;SUZ12;PRKDC"
"65","GO:0050678","regulation of epithelial cell proliferation","Any process that modulates the frequency, rate or extent of epithelial cell proliferation.","1.45% (5/345)",0.004231453,2.37,"ENSG00000105894;ENSG00000110092;ENSG00000163347;ENSG00000178691;ENSG00000253729","PTN;CCND1;CLDN1;SUZ12;PRKDC"
"66","GO:0051241","negative regulation of multicellular organismal process","Any process that stops, prevents, or reduces the frequency, rate or extent of an organismal process, the processes pertinent to the function of an organism above the cellular level; includes the integrated processes of tissues and organs.","0.77% (9/1170)",0.009122105,2.04,"ENSG00000101439;ENSG00000105894;ENSG00000108984;ENSG00000150593;ENSG00000174437;ENSG00000178691;ENSG00000179218;ENSG00000184588;ENSG00000196405","CST3;PTN;MAP2K6;PDCD4;ATP2A2;SUZ12;CALR;PDE4B;EVL"
"67","GO:0051726","regulation of cell cycle","Any process that modulates the rate or extent of progression through the cell cycle.","0.78% (9/1156)",0.008455936,2.07,"ENSG00000047188;ENSG00000108984;ENSG00000110092;ENSG00000150593;ENSG00000170142;ENSG00000178691;ENSG00000179218;ENSG00000198707;ENSG00000253729","YTHDC2;MAP2K6;CCND1;PDCD4;UBE2E1;SUZ12;CALR;CEP290;PRKDC"
"68","GO:0055119","relaxation of cardiac muscle","The process in which the extent of cardiac muscle contraction is reduced.","10.53% (2/19)",0.001568935,2.8,"ENSG00000174437;ENSG00000184588","ATP2A2;PDE4B"
"69","GO:0060048","cardiac muscle contraction","Muscle contraction of cardiac muscle tissue.","2.29% (3/131)",0.007842531,2.11,"ENSG00000108984;ENSG00000174437;ENSG00000184588","MAP2K6;ATP2A2;PDE4B"
"70","GO:0060322","head development","The biological process whose specific outcome is the progression of a head from an initial condition to its mature state. The head is the anterior-most division of the body.","1.03% (8/779)",0.002548321,2.59,"ENSG00000092964;ENSG00000100503;ENSG00000101439;ENSG00000105894;ENSG00000123983;ENSG00000197746;ENSG00000198707;ENSG00000253729","DPYSL2;NIN;CST3;PTN;ACSL3;PSAP;CEP290;PRKDC"
"71","GO:0060429","epithelium development","The process whose specific outcome is the progression of an epithelium over time, from its formation to the mature structure. An epithelium is a tissue that covers the internal or external surfaces of an anatomical structure.","0.86% (10/1163)",0.002648688,2.58,"ENSG00000006125;ENSG00000101439;ENSG00000105894;ENSG00000110092;ENSG00000112655;ENSG00000163347;ENSG00000169504;ENSG00000197746;ENSG00000198707;ENSG00000253729","AP2B1;CST3;PTN;CCND1;PTK7;CLDN1;CLIC4;PSAP;CEP290;PRKDC"
"72","GO:0060976","coronary vasculature development","The process whose specific outcome is the progression of the blood vessels of the heart over time, from its formation to the mature structure.","4.17% (2/48)",0.009772693,2.01,"ENSG00000006125;ENSG00000112655","AP2B1;PTK7"
"73","GO:0061008","hepaticobiliary system development","The progression of the hepaticobiliary system over time, from its formation to the mature structure. The hepaticobiliary system is responsible for metabolic and catabolic processing of small molecules absorbed from the blood or gut, hormones and serum proteins, detoxification, storage of glycogen, triglycerides, metals and lipid soluble vitamins and excretion of bile. Included are the synthesis of albumin, blood coagulation factors, complement, and specific binding proteins.","2.19% (3/137)",0.008863705,2.05,"ENSG00000105894;ENSG00000110092;ENSG00000163347","PTN;CCND1;CLDN1"
"74","GO:0070887","cellular response to chemical stimulus","Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chemical stimulus.","0.67% (20/2971)",0.0002811808,3.55,"ENSG00000101439;ENSG00000105894;ENSG00000108984;ENSG00000110092;ENSG00000112655;ENSG00000114331;ENSG00000118418;ENSG00000143870;ENSG00000150593;ENSG00000163347;ENSG00000169504;ENSG00000174437;ENSG00000179218;ENSG00000184588;ENSG00000188536;ENSG00000196405;ENSG00000197746;ENSG00000198380;ENSG00000253729;ENSG00000278540","CST3;PTN;MAP2K6;CCND1;PTK7;ACAP2;HMGN3;PDIA6;PDCD4;CLDN1;CLIC4;ATP2A2;CALR;PDE4B;HBA2;EVL;PSAP;GFPT1;PRKDC;ACACA"
"75","GO:0071157","negative regulation of cell cycle arrest","Any process that decreases the rate, frequency, or extent of cell cycle arrest, the process in which the cell cycle is halted during one of the normal phases.","9.52% (2/21)",0.001919136,2.72,"ENSG00000110092;ENSG00000179218","CCND1;CALR"
"76","GO:0071310","cellular response to organic substance","Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organic substance stimulus.","0.65% (16/2449)",0.002134286,2.67,"ENSG00000105894;ENSG00000108984;ENSG00000110092;ENSG00000112655;ENSG00000114331;ENSG00000118418;ENSG00000143870;ENSG00000150593;ENSG00000163347;ENSG00000179218;ENSG00000184588;ENSG00000196405;ENSG00000197746;ENSG00000198380;ENSG00000253729;ENSG00000278540","PTN;MAP2K6;CCND1;PTK7;ACAP2;HMGN3;PDIA6;PDCD4;CLDN1;CALR;PDE4B;EVL;PSAP;GFPT1;PRKDC;ACACA"
"77","GO:0071396","cellular response to lipid","Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lipid stimulus.","1.31% (7/536)",0.001254535,2.9,"ENSG00000105894;ENSG00000112655;ENSG00000150593;ENSG00000163347;ENSG00000179218;ENSG00000184588;ENSG00000278540","PTN;PTK7;PDCD4;CLDN1;CALR;PDE4B;ACACA"
"78","GO:0086004","regulation of cardiac muscle cell contraction","Any process that modulates the frequency, rate or extent of cardiac muscle cell contraction.","5.71% (2/35)",0.005288925,2.28,"ENSG00000174437;ENSG00000184588","ATP2A2;PDE4B"
"79","GO:0090075","relaxation of muscle","A process in which the extent of muscle contraction is reduced. Muscle relaxation can involve a number of processes including the removal of calcium from the cytoplasm to the sarcoplasmic reticulum lumen through the action of Ca2+ ATPases. In some muscles, calcium-independent pathways also play a role in muscle relaxation by decreasing the phosphorylation state of myosin light chain.","6.45% (2/31)",0.004166187,2.38,"ENSG00000174437;ENSG00000184588","ATP2A2;PDE4B"
"80","GO:0090102","cochlea development","The progression of the cochlea over time from its formation to the mature structure. The cochlea is the snail-shaped portion of the inner ear that is responsible for the detection of sound.","4.17% (2/48)",0.009772693,2.01,"ENSG00000112655;ENSG00000197746","PTK7;PSAP"
"81","GO:0097421","liver regeneration","The regrowth of lost or destroyed liver.","6.9% (2/29)",0.003651998,2.44,"ENSG00000110092;ENSG00000163347","CCND1;CLDN1"
"82","GO:1901564","organonitrogen compound metabolic process",NA,"0.46% (29/6373)",0.005492382,2.26,"ENSG00000001629;ENSG00000006125;ENSG00000083444;ENSG00000101439;ENSG00000104723;ENSG00000105894;ENSG00000108984;ENSG00000110092;ENSG00000112655;ENSG00000123983;ENSG00000130348;ENSG00000132128;ENSG00000138095;ENSG00000141696;ENSG00000141753;ENSG00000143870;ENSG00000145860;ENSG00000150593;ENSG00000162576;ENSG00000170142;ENSG00000172986;ENSG00000178691;ENSG00000179218;ENSG00000184588;ENSG00000189091;ENSG00000197746;ENSG00000198380;ENSG00000253729;ENSG00000278540","ANKIB1;AP2B1;PLOD1;CST3;TUSC3;PTN;MAP2K6;CCND1;PTK7;ACSL3;QRSL1;LRRC41;LRPPRC;P3H4;IGFBP4;PDIA6;RNF145;PDCD4;MXRA8;UBE2E1;GXYLT2;SUZ12;CALR;PDE4B;SF3B3;PSAP;GFPT1;PRKDC;ACACA"
"83","GO:1901654","response to ketone",NA,"2.59% (5/193)",0.0003219557,3.49,"ENSG00000105894;ENSG00000110092;ENSG00000163347;ENSG00000179218;ENSG00000278540","PTN;CCND1;CLDN1;CALR;ACACA"
"84","GO:1901700","response to oxygen-containing compound",NA,"1.11% (17/1530)",1.628192e-06,5.79,"ENSG00000092964;ENSG00000101439;ENSG00000105894;ENSG00000108984;ENSG00000110092;ENSG00000112655;ENSG00000118418;ENSG00000150593;ENSG00000163347;ENSG00000174437;ENSG00000178691;ENSG00000179218;ENSG00000184588;ENSG00000188536;ENSG00000197746;ENSG00000253729;ENSG00000278540","DPYSL2;CST3;PTN;MAP2K6;CCND1;PTK7;HMGN3;PDCD4;CLDN1;ATP2A2;SUZ12;CALR;PDE4B;HBA2;PSAP;PRKDC;ACACA"
"85","GO:1901701","cellular response to oxygen-containing compound",NA,"1.04% (11/1060)",0.0003237928,3.49,"ENSG00000101439;ENSG00000105894;ENSG00000108984;ENSG00000112655;ENSG00000118418;ENSG00000150593;ENSG00000163347;ENSG00000184588;ENSG00000197746;ENSG00000253729;ENSG00000278540","CST3;PTN;MAP2K6;PTK7;HMGN3;PDCD4;CLDN1;PDE4B;PSAP;PRKDC;ACACA"
"86","GO:1903115","regulation of actin filament-based movement",NA,"5% (2/40)",0.006865227,2.16,"ENSG00000174437;ENSG00000184588","ATP2A2;PDE4B"
"87","GO:1905477","positive regulation of protein localization to membrane","Any process that activates or increases the frequency, rate or extent of protein localization to membrane.","2.38% (3/126)",0.007047717,2.15,"ENSG00000006125;ENSG00000105894;ENSG00000123983","AP2B1;PTN;ACSL3"
