"","GO.ID","term","definition","condition.genes_frequency","condition.pvalue","condition.-log10_pvalue","condition.Significant_genes","condition.Significant_genes_symbol"
"55","GO:0030216","keratinocyte differentiation","The process in which a relatively unspecialized cell acquires specialized features of a keratinocyte.","2.62% (5/191)",0.000373761,3.43,"ENSG00000046604;ENSG00000128422;ENSG00000170421;ENSG00000186081;ENSG00000186847","DSG2;KRT17;KRT8;KRT5;KRT14"
"56","GO:0030855","epithelial cell differentiation","The process in which a relatively unspecialized cell acquires specialized features of an epithelial cell, any of the cells making up an epithelium.","1.7% (11/647)",5.424835e-06,5.27,"ENSG00000046604;ENSG00000070831;ENSG00000115884;ENSG00000128422;ENSG00000164093;ENSG00000170421;ENSG00000178573;ENSG00000182871;ENSG00000186081;ENSG00000186847;ENSG00000272398","DSG2;CDC42;SDC1;KRT17;PITX2;KRT8;MAF;COL18A1;KRT5;KRT14;CD24"
"57","GO:0031032","actomyosin structure organization","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures containing both actin and myosin or paramyosin. The myosin may be organized into filaments.","2.65% (5/189)",0.0003561214,3.45,"ENSG00000070831;ENSG00000082781;ENSG00000112137;ENSG00000117632;ENSG00000170421","CDC42;ITGB5;PHACTR1;STMN1;KRT8"
"58","GO:0031069","hair follicle morphogenesis","The process in which the anatomical structures of the hair follicle are generated and organized.","6.9% (2/29)",0.003963514,2.4,"ENSG00000128422;ENSG00000171243","KRT17;SOSTDC1"
"59","GO:0031175","neuron projection development","The process whose specific outcome is the progression of a neuron projection over time, from its formation to the mature structure. A neuron projection is any process extending from a neural cell, such as axons or dendrites (collectively called neurites).","1.01% (10/986)",0.001073037,2.97,"ENSG00000070831;ENSG00000091409;ENSG00000111962;ENSG00000112137;ENSG00000117632;ENSG00000142949;ENSG00000143320;ENSG00000154380;ENSG00000170017;ENSG00000189403","CDC42;ITGA6;UST;PHACTR1;STMN1;PTPRF;CRABP2;ENAH;ALCAM;HMGB1"
"60","GO:0031294","lymphocyte costimulation","The process of providing, via surface-bound receptor-ligand pairs, a second, antigen-independent, signal in addition to that provided by the B- or T cell receptor to augment B- or T cell activation.","5.77% (3/52)",0.0006353515,3.2,"ENSG00000070831;ENSG00000110651;ENSG00000272398","CDC42;CD81;CD24"
"61","GO:0031295","T cell costimulation","The process of providing, via surface-bound receptor-ligand pairs, a second, antigen-independent, signal in addition to that provided by the T cell receptor to augment T cell activation.","5.88% (3/51)",0.0006000616,3.22,"ENSG00000070831;ENSG00000110651;ENSG00000272398","CDC42;CD81;CD24"
"62","GO:0031424","keratinization","The process in which the cytoplasm of the outermost cells of the vertebrate epidermis is replaced by keratin. Keratinization occurs in the stratum corneum, feathers, hair, claws, nails, hooves, and horns.","4.46% (5/112)",3.022748e-05,4.52,"ENSG00000046604;ENSG00000128422;ENSG00000170421;ENSG00000186081;ENSG00000186847","DSG2;KRT17;KRT8;KRT5;KRT14"
"63","GO:0031532","actin cytoskeleton reorganization","A process that is carried out at the cellular level which results in dynamic structural changes to the arrangement of constituent parts of cytoskeletal structures comprising actin filaments and their associated proteins.","2.86% (3/105)",0.004778162,2.32,"ENSG00000017260;ENSG00000070831;ENSG00000112137","ATP2C1;CDC42;PHACTR1"
"64","GO:0031581","hemidesmosome assembly","Assembly of hemidesmosomes, integrin-containing protein complexes that bind to laminin in the basal lamina. Hemidesmosomes form the contact between the basal surface of epithelial cells and the underlying basal lamina.","25% (3/12)",6.929291e-06,5.16,"ENSG00000091409;ENSG00000186081;ENSG00000186847","ITGA6;KRT5;KRT14"
"65","GO:0032069","regulation of nuclease activity","Any process that modulates the frequency, rate or extent of nuclease activity, the hydrolysis of ester linkages within nucleic acids.","9.09% (2/22)",0.002287988,2.64,"ENSG00000139644;ENSG00000189403","TMBIM6;HMGB1"
"66","GO:0032091","negative regulation of protein binding","Any process that stops, prevents, or reduces the frequency, rate or extent of protein binding.","2.94% (3/102)",0.00440629,2.36,"ENSG00000117632;ENSG00000139644;ENSG00000142949","STMN1;TMBIM6;PTPRF"
"67","GO:0032501","multicellular organismal process","Any biological process, occurring at the level of a multicellular organism, pertinent to its function.","0.57% (38/6648)",1.7713e-06,5.75,"ENSG00000010278;ENSG00000035862;ENSG00000046604;ENSG00000064999;ENSG00000065526;ENSG00000070831;ENSG00000077063;ENSG00000082781;ENSG00000090006;ENSG00000091409;ENSG00000110651;ENSG00000111962;ENSG00000112137;ENSG00000115884;ENSG00000117523;ENSG00000117632;ENSG00000121210;ENSG00000128422;ENSG00000142798;ENSG00000142949;ENSG00000143320;ENSG00000145824;ENSG00000147257;ENSG00000150471;ENSG00000154122;ENSG00000154380;ENSG00000164093;ENSG00000170017;ENSG00000170421;ENSG00000171243;ENSG00000178573;ENSG00000182871;ENSG00000186081;ENSG00000186847;ENSG00000189108;ENSG00000189403;ENSG00000272398;ENSG00000277443","CD9;TIMP2;DSG2;ANKS1A;SPEN;CDC42;CTTNBP2;ITGB5;LTBP4;ITGA6;CD81;UST;PHACTR1;SDC1;PRRC2C;STMN1;TMEM131L;KRT17;HSPG2;PTPRF;CRABP2;CXCL14;GPC3;ADGRL3;ANKH;ENAH;PITX2;ALCAM;KRT8;SOSTDC1;MAF;COL18A1;KRT5;KRT14;IL1RAPL2;HMGB1;CD24;MARCKS"
"68","GO:0032502","developmental process","A biological process whose specific outcome is the progression of an integrated living unit: an anatomical structure (which may be a subcellular structure, cell, tissue, or organ), or organism over time from an initial condition to a later condition.","0.67% (39/5818)",5.027555e-09,8.3,"ENSG00000010278;ENSG00000017260;ENSG00000035862;ENSG00000046604;ENSG00000064999;ENSG00000065526;ENSG00000070831;ENSG00000077063;ENSG00000082781;ENSG00000090006;ENSG00000091409;ENSG00000110651;ENSG00000111962;ENSG00000112137;ENSG00000115884;ENSG00000117523;ENSG00000117632;ENSG00000121210;ENSG00000128422;ENSG00000142798;ENSG00000142949;ENSG00000143320;ENSG00000145824;ENSG00000147257;ENSG00000150471;ENSG00000154122;ENSG00000154380;ENSG00000164093;ENSG00000170017;ENSG00000170421;ENSG00000171243;ENSG00000178573;ENSG00000182871;ENSG00000186081;ENSG00000186847;ENSG00000189108;ENSG00000189403;ENSG00000272398;ENSG00000277443","CD9;ATP2C1;TIMP2;DSG2;ANKS1A;SPEN;CDC42;CTTNBP2;ITGB5;LTBP4;ITGA6;CD81;UST;PHACTR1;SDC1;PRRC2C;STMN1;TMEM131L;KRT17;HSPG2;PTPRF;CRABP2;CXCL14;GPC3;ADGRL3;ANKH;ENAH;PITX2;ALCAM;KRT8;SOSTDC1;MAF;COL18A1;KRT5;KRT14;IL1RAPL2;HMGB1;CD24;MARCKS"
"69","GO:0032943","mononuclear cell proliferation","The expansion of a mononuclear cell population by cell division. A mononuclear cell is a leukocyte with a single non-segmented nucleus in the mature form.","1.63% (4/245)",0.008100934,2.09,"ENSG00000110651;ENSG00000121210;ENSG00000189403;ENSG00000272398","CD81;TMEM131L;HMGB1;CD24"
"70","GO:0032944","regulation of mononuclear cell proliferation","Any process that modulates the frequency, rate or extent of mononuclear cell proliferation.","2.03% (4/197)",0.003769979,2.42,"ENSG00000110651;ENSG00000121210;ENSG00000189403;ENSG00000272398","CD81;TMEM131L;HMGB1;CD24"
"71","GO:0032946","positive regulation of mononuclear cell proliferation","Any process that activates or increases the frequency, rate or extent of mononuclear cell proliferation.","2.4% (3/125)",0.007740936,2.11,"ENSG00000110651;ENSG00000189403;ENSG00000272398","CD81;HMGB1;CD24"
"72","GO:0032989","cellular component morphogenesis","The process in which cellular structures, including whole cells or cell parts, are generated and organized.","0.9% (10/1107)",0.002553556,2.59,"ENSG00000010278;ENSG00000070831;ENSG00000111962;ENSG00000112137;ENSG00000117632;ENSG00000143320;ENSG00000154380;ENSG00000170017;ENSG00000170421;ENSG00000182871","CD9;CDC42;UST;PHACTR1;STMN1;CRABP2;ENAH;ALCAM;KRT8;COL18A1"
"73","GO:0032990","cell part morphogenesis","The process in which the anatomical structures of a cell part are generated and organized.","1.01% (7/691)",0.006576965,2.18,"ENSG00000070831;ENSG00000111962;ENSG00000112137;ENSG00000117632;ENSG00000143320;ENSG00000154380;ENSG00000170017","CDC42;UST;PHACTR1;STMN1;CRABP2;ENAH;ALCAM"
"74","GO:0034329","cell junction assembly","A cellular process that results in the aggregation, arrangement and bonding together of a set of components to form a cell junction.","2% (5/250)",0.001260297,2.9,"ENSG00000010278;ENSG00000070831;ENSG00000091409;ENSG00000186081;ENSG00000186847","CD9;CDC42;ITGA6;KRT5;KRT14"
"75","GO:0034330","cell junction organization","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a cell junction. A cell junction is a specialized region of connection between two cells or between a cell and the extracellular matrix.","1.94% (6/310)",0.0004755339,3.32,"ENSG00000010278;ENSG00000046604;ENSG00000070831;ENSG00000091409;ENSG00000186081;ENSG00000186847","CD9;DSG2;CDC42;ITGA6;KRT5;KRT14"
"76","GO:0036336","dendritic cell migration","The movement of a dendritic cell within or between different tissues and organs of the body.","8.33% (2/24)",0.002722409,2.57,"ENSG00000070831;ENSG00000189403","CDC42;HMGB1"
"77","GO:0040007","growth","The increase in size or mass of an entire organism, a part of an organism or a cell.","0.86% (8/934)",0.009790809,2.01,"ENSG00000010278;ENSG00000070831;ENSG00000090006;ENSG00000110651;ENSG00000128422;ENSG00000143320;ENSG00000147257;ENSG00000170017","CD9;CDC42;LTBP4;CD81;KRT17;CRABP2;GPC3;ALCAM"
"78","GO:0040011","locomotion","Self-propelled movement of a cell or organism from one location to another.","1.02% (18/1759)",4.716312e-06,5.33,"ENSG00000010278;ENSG00000064999;ENSG00000070831;ENSG00000082781;ENSG00000091409;ENSG00000110651;ENSG00000112137;ENSG00000115884;ENSG00000142949;ENSG00000145824;ENSG00000147257;ENSG00000150471;ENSG00000154380;ENSG00000164093;ENSG00000170017;ENSG00000182871;ENSG00000189403;ENSG00000272398","CD9;ANKS1A;CDC42;ITGB5;ITGA6;CD81;PHACTR1;SDC1;PTPRF;CXCL14;GPC3;ADGRL3;ENAH;PITX2;ALCAM;COL18A1;HMGB1;CD24"
"79","GO:0042098","T cell proliferation","The expansion of a T cell population by cell division. Follows T cell activation.","2.26% (4/177)",0.002566879,2.59,"ENSG00000110651;ENSG00000121210;ENSG00000189403;ENSG00000272398","CD81;TMEM131L;HMGB1;CD24"
"80","GO:0042102","positive regulation of T cell proliferation","Any process that activates or increases the rate or extent of T cell proliferation.","3.41% (3/88)",0.002906926,2.54,"ENSG00000110651;ENSG00000189403;ENSG00000272398","CD81;HMGB1;CD24"
"81","GO:0042104","positive regulation of activated T cell proliferation","Any process that activates or increases the rate or extent of activated T cell proliferation.","8.7% (2/23)",0.002500711,2.6,"ENSG00000189403;ENSG00000272398","HMGB1;CD24"
"82","GO:0042129","regulation of T cell proliferation","Any process that modulates the frequency, rate or extent of T cell proliferation.","2.7% (4/148)",0.00133498,2.87,"ENSG00000110651;ENSG00000121210;ENSG00000189403;ENSG00000272398","CD81;TMEM131L;HMGB1;CD24"
"83","GO:0042221","response to chemical","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chemical stimulus.","0.55% (22/4007)",0.004227707,2.37,"ENSG00000010278;ENSG00000035862;ENSG00000046604;ENSG00000070831;ENSG00000082781;ENSG00000090006;ENSG00000091409;ENSG00000110651;ENSG00000115884;ENSG00000139644;ENSG00000145824;ENSG00000147257;ENSG00000150471;ENSG00000154380;ENSG00000170017;ENSG00000170421;ENSG00000171243;ENSG00000182871;ENSG00000186847;ENSG00000189108;ENSG00000189403;ENSG00000272398","CD9;TIMP2;DSG2;CDC42;ITGB5;LTBP4;ITGA6;CD81;SDC1;TMBIM6;CXCL14;GPC3;ADGRL3;ENAH;ALCAM;KRT8;SOSTDC1;COL18A1;KRT14;IL1RAPL2;HMGB1;CD24"
"84","GO:0042303","molting cycle","The periodic casting off and regeneration of an outer covering of cuticle, feathers, hair, horns, skin, etc.","2.75% (3/109)",0.005302768,2.28,"ENSG00000128422;ENSG00000171243;ENSG00000186847","KRT17;SOSTDC1;KRT14"
"85","GO:0042476","odontogenesis","The process whose specific outcome is the progression of a tooth or teeth over time, from formation to the mature structure(s). A tooth is any hard bony, calcareous, or chitinous organ found in the mouth or pharynx of an animal and used in procuring or masticating food.","3.01% (4/133)",0.0008979871,3.05,"ENSG00000091409;ENSG00000115884;ENSG00000164093;ENSG00000171243","ITGA6;SDC1;PITX2;SOSTDC1"
"86","GO:0042633","hair cycle","The cyclical phases of growth (anagen), regression (catagen), quiescence (telogen), and shedding (exogen) in the life of a hair; one of the collection or mass of filaments growing from the skin of an animal, and forming a covering for a part of the head or for any part or the whole of the body.","2.75% (3/109)",0.005302768,2.28,"ENSG00000128422;ENSG00000171243;ENSG00000186847","KRT17;SOSTDC1;KRT14"
"87","GO:0042692","muscle cell differentiation","The process in which a relatively unspecialized cell acquires specialized features of a muscle cell.","1.48% (5/337)",0.004592674,2.34,"ENSG00000010278;ENSG00000070831;ENSG00000110651;ENSG00000115884;ENSG00000170421","CD9;CDC42;CD81;SDC1;KRT8"
"88","GO:0043062","extracellular structure organization","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of structures in the space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane, and also covers the host cell environment outside an intracellular parasite.","1.41% (6/426)",0.002443505,2.61,"ENSG00000035862;ENSG00000082781;ENSG00000091409;ENSG00000115884;ENSG00000142798;ENSG00000182871","TIMP2;ITGB5;ITGA6;SDC1;HSPG2;COL18A1"
"89","GO:0043149","stress fiber assembly","The aggregation, arrangement and bonding together of a set of components to form a stress fiber. A stress fiber is a contractile actin filament bundle that consists of short actin filaments with alternating polarity.","3.77% (4/106)",0.0003818091,3.42,"ENSG00000070831;ENSG00000082781;ENSG00000112137;ENSG00000117632","CDC42;ITGB5;PHACTR1;STMN1"
"90","GO:0043393","regulation of protein binding","Any process that modulates the frequency, rate or extent of protein binding.","1.93% (4/207)",0.004495056,2.35,"ENSG00000070831;ENSG00000117632;ENSG00000139644;ENSG00000142949","CDC42;STMN1;TMBIM6;PTPRF"
"91","GO:0043403","skeletal muscle tissue regeneration","The regrowth of skeletal muscle tissue to repair injured or damaged muscle fibers in the postnatal stage.","5.13% (2/39)",0.007086098,2.15,"ENSG00000010278;ENSG00000110651","CD9;CD81"
"92","GO:0043410","positive regulation of MAPK cascade","Any process that activates or increases the frequency, rate or extent of signal transduction mediated by the MAPK cascade.","1.2% (6/499)",0.005307882,2.28,"ENSG00000035862;ENSG00000070831;ENSG00000095015;ENSG00000110651;ENSG00000189403;ENSG00000272398","TIMP2;CDC42;MAP3K1;CD81;HMGB1;CD24"
"93","GO:0043588","skin development","The process whose specific outcome is the progression of the skin over time, from its formation to the mature structure. The skin is the external membranous integument of an animal. In vertebrates the skin generally consists of two layers, an outer nonsensitive and nonvascular epidermis (cuticle or skarfskin) composed of cells which are constantly growing and multiplying in the deeper, and being thrown off in the superficial layers, as well as an inner vascular dermis (cutis, corium or true skin) composed mostly of connective tissue.","2.56% (8/313)",6.729448e-06,5.17,"ENSG00000046604;ENSG00000091409;ENSG00000117632;ENSG00000128422;ENSG00000170421;ENSG00000171243;ENSG00000186081;ENSG00000186847","DSG2;ITGA6;STMN1;KRT17;KRT8;SOSTDC1;KRT5;KRT14"
"94","GO:0044085","cellular component biogenesis","A process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a cellular component. Includes biosynthesis of constituent macromolecules, and those macromolecular modifications that are involved in synthesis or assembly of the cellular component.","0.59% (18/3058)",0.005582449,2.25,"ENSG00000010278;ENSG00000070831;ENSG00000082781;ENSG00000091409;ENSG00000112137;ENSG00000115884;ENSG00000117523;ENSG00000117632;ENSG00000150471;ENSG00000167552;ENSG00000170421;ENSG00000171681;ENSG00000186081;ENSG00000186847;ENSG00000189108;ENSG00000189403;ENSG00000196230;ENSG00000277443","CD9;CDC42;ITGB5;ITGA6;PHACTR1;SDC1;PRRC2C;STMN1;ADGRL3;TUBA1A;KRT8;ATF7IP;KRT5;KRT14;IL1RAPL2;HMGB1;TUBB;MARCKS"
"95","GO:0044403","symbiont process","A process carried out by symbiont gene products that enables a symbiotic interaction with a host organism. The various forms of symbiosis include parasitism, in which the association is disadvantageous or destructive to one of the organisms; mutualism, in which the association is advantageous, or often necessary to one or both and not harmful to either; and commensalism, in which one member of the association benefits while the other is not affected. However, mutualism, parasitism, and commensalism are often not discrete categories of interactions and should rather be perceived as a continuum of interaction ranging from parasitism to mutualism. In fact, the direction of a symbiotic interaction can change during the lifetime of the symbionts due to developmental changes as well as changes in the biotic/abiotic environment in which the interaction occurs. Microscopic symbionts are often referred to as endosymbionts.","0.86% (8/935)",0.009850997,2.01,"ENSG00000011243;ENSG00000065526;ENSG00000070831;ENSG00000082781;ENSG00000110651;ENSG00000170421;ENSG00000171681;ENSG00000189403","AKAP8L;SPEN;CDC42;ITGB5;CD81;KRT8;ATF7IP;HMGB1"
"96","GO:0045109","intermediate filament organization","Control of the spatial distribution of intermediate filaments; includes organizing filaments into meshworks, bundles, or other structures, as by cross-linking.","8.33% (2/24)",0.002722409,2.57,"ENSG00000128422;ENSG00000186847","KRT17;KRT14"
"97","GO:0045445","myoblast differentiation","The process in which a relatively unspecialized cell acquires specialized features of a myoblast. A myoblast is a mononucleate cell type that, by fusion with other myoblasts, gives rise to the myotubes that eventually develop into striated muscle fibers.","3.8% (3/79)",0.002138047,2.67,"ENSG00000115884;ENSG00000145824;ENSG00000171243","SDC1;CXCL14;SOSTDC1"
"98","GO:0045581","negative regulation of T cell differentiation","Any process that stops, prevents, or reduces the frequency, rate or extent of T cell differentiation.","5% (2/40)",0.007443687,2.13,"ENSG00000121210;ENSG00000189403","TMEM131L;HMGB1"
"99","GO:0045595","regulation of cell differentiation","Any process that modulates the frequency, rate or extent of cell differentiation, the process in which relatively unspecialized cells acquire specialized structural and functional features.","0.85% (15/1763)",0.0003176976,3.5,"ENSG00000035862;ENSG00000065526;ENSG00000070831;ENSG00000090006;ENSG00000091409;ENSG00000111962;ENSG00000112137;ENSG00000121210;ENSG00000142949;ENSG00000143320;ENSG00000145824;ENSG00000171243;ENSG00000178573;ENSG00000189403;ENSG00000272398","TIMP2;SPEN;CDC42;LTBP4;ITGA6;UST;PHACTR1;TMEM131L;PTPRF;CRABP2;CXCL14;SOSTDC1;MAF;HMGB1;CD24"
"100","GO:0045662","negative regulation of myoblast differentiation","Any process that stops, prevents, or reduces the frequency, rate or extent of myoblast differentiation. A myoblast is a mononucleate cell type that, by fusion with other myoblasts, gives rise to the myotubes that eventually develop into skeletal muscle fibers.","9.09% (2/22)",0.002287988,2.64,"ENSG00000145824;ENSG00000171243","CXCL14;SOSTDC1"
"101","GO:0045785","positive regulation of cell adhesion","Any process that activates or increases the frequency, rate or extent of cell adhesion.","1.26% (5/396)",0.008963747,2.05,"ENSG00000070831;ENSG00000091409;ENSG00000110651;ENSG00000189403;ENSG00000272398","CDC42;ITGA6;CD81;HMGB1;CD24"
"102","GO:0045898","regulation of RNA polymerase II transcriptional preinitiation complex assembly","Any process that modulates the frequency, rate or extent of RNA polymerase II transcriptional preinitiation complex assembly.","15.38% (2/13)",0.0007871072,3.1,"ENSG00000171681;ENSG00000189403","ATF7IP;HMGB1"
"103","GO:0046006","regulation of activated T cell proliferation","Any process that modulates the frequency, rate or extent of activated T cell proliferation.","5.26% (2/38)",0.006736588,2.17,"ENSG00000189403;ENSG00000272398","HMGB1;CD24"
"104","GO:0046651","lymphocyte proliferation","The expansion of a lymphocyte population by cell division.","1.65% (4/243)",0.007875089,2.1,"ENSG00000110651;ENSG00000121210;ENSG00000189403;ENSG00000272398","CD81;TMEM131L;HMGB1;CD24"
"105","GO:0048468","cell development","The process whose specific outcome is the progression of the cell over time, from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to a specific fate.","0.92% (19/2069)",1.1331e-05,4.95,"ENSG00000010278;ENSG00000035862;ENSG00000064999;ENSG00000065526;ENSG00000070831;ENSG00000091409;ENSG00000111962;ENSG00000112137;ENSG00000115884;ENSG00000117632;ENSG00000142949;ENSG00000143320;ENSG00000154380;ENSG00000164093;ENSG00000170017;ENSG00000170421;ENSG00000178573;ENSG00000182871;ENSG00000189403","CD9;TIMP2;ANKS1A;SPEN;CDC42;ITGA6;UST;PHACTR1;SDC1;STMN1;PTPRF;CRABP2;ENAH;PITX2;ALCAM;KRT8;MAF;COL18A1;HMGB1"
"106","GO:0048513","animal organ development","Development of a tissue or tissues that work together to perform a specific function or functions. Development pertains to the process whose specific outcome is the progression of a structure over time, from its formation to the mature structure. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions.","0.79% (26/3300)",1.699124e-06,5.77,"ENSG00000010278;ENSG00000046604;ENSG00000070831;ENSG00000077063;ENSG00000091409;ENSG00000110651;ENSG00000112137;ENSG00000115884;ENSG00000117523;ENSG00000117632;ENSG00000121210;ENSG00000128422;ENSG00000142798;ENSG00000145824;ENSG00000147257;ENSG00000150471;ENSG00000154122;ENSG00000164093;ENSG00000170421;ENSG00000171243;ENSG00000178573;ENSG00000182871;ENSG00000186081;ENSG00000186847;ENSG00000189403;ENSG00000272398","CD9;DSG2;CDC42;CTTNBP2;ITGA6;CD81;PHACTR1;SDC1;PRRC2C;STMN1;TMEM131L;KRT17;HSPG2;CXCL14;GPC3;ADGRL3;ANKH;PITX2;KRT8;SOSTDC1;MAF;COL18A1;KRT5;KRT14;HMGB1;CD24"
"107","GO:0048666","neuron development","The process whose specific outcome is the progression of a neuron over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell.","0.99% (11/1116)",0.0007343086,3.13,"ENSG00000064999;ENSG00000070831;ENSG00000091409;ENSG00000111962;ENSG00000112137;ENSG00000117632;ENSG00000142949;ENSG00000143320;ENSG00000154380;ENSG00000170017;ENSG00000189403","ANKS1A;CDC42;ITGA6;UST;PHACTR1;STMN1;PTPRF;CRABP2;ENAH;ALCAM;HMGB1"
"108","GO:0048667","cell morphogenesis involved in neuron differentiation","The process in which the structures of a neuron are generated and organized. This process occurs while the initially relatively unspecialized cell is acquiring the specialized features of a neuron.","1.18% (7/593)",0.002853959,2.54,"ENSG00000070831;ENSG00000111962;ENSG00000112137;ENSG00000117632;ENSG00000143320;ENSG00000154380;ENSG00000170017","CDC42;UST;PHACTR1;STMN1;CRABP2;ENAH;ALCAM"
"109","GO:0048699","generation of neurons","The process in which nerve cells are generated. This includes the production of neuroblasts and their differentiation into neurons.","0.99% (15/1509)",5.478915e-05,4.26,"ENSG00000035862;ENSG00000064999;ENSG00000065526;ENSG00000070831;ENSG00000091409;ENSG00000111962;ENSG00000112137;ENSG00000117632;ENSG00000142949;ENSG00000143320;ENSG00000150471;ENSG00000154380;ENSG00000164093;ENSG00000170017;ENSG00000189403","TIMP2;ANKS1A;SPEN;CDC42;ITGA6;UST;PHACTR1;STMN1;PTPRF;CRABP2;ADGRL3;ENAH;PITX2;ALCAM;HMGB1"
"110","GO:0048730","epidermis morphogenesis","The process in which the anatomical structures of the epidermis are generated and organized. The epidermis is the outer epithelial layer of an animal, it may be a single layer that produces an extracellular material (e.g. the cuticle of arthropods) or a complex stratified squamous epithelium, as in the case of many vertebrate species.","6.25% (2/32)",0.004812208,2.32,"ENSG00000128422;ENSG00000171243","KRT17;SOSTDC1"
"111","GO:0048731","system development","The process whose specific outcome is the progression of an organismal system over time, from its formation to the mature structure. A system is a regularly interacting or interdependent group of organs or tissues that work together to carry out a given biological process.","0.79% (36/4537)",4.436475e-10,9.35,"ENSG00000010278;ENSG00000035862;ENSG00000046604;ENSG00000064999;ENSG00000065526;ENSG00000070831;ENSG00000077063;ENSG00000091409;ENSG00000110651;ENSG00000111962;ENSG00000112137;ENSG00000115884;ENSG00000117523;ENSG00000117632;ENSG00000121210;ENSG00000128422;ENSG00000142798;ENSG00000142949;ENSG00000143320;ENSG00000145824;ENSG00000147257;ENSG00000150471;ENSG00000154122;ENSG00000154380;ENSG00000164093;ENSG00000170017;ENSG00000170421;ENSG00000171243;ENSG00000178573;ENSG00000182871;ENSG00000186081;ENSG00000186847;ENSG00000189108;ENSG00000189403;ENSG00000272398;ENSG00000277443","CD9;TIMP2;DSG2;ANKS1A;SPEN;CDC42;CTTNBP2;ITGA6;CD81;UST;PHACTR1;SDC1;PRRC2C;STMN1;TMEM131L;KRT17;HSPG2;PTPRF;CRABP2;CXCL14;GPC3;ADGRL3;ANKH;ENAH;PITX2;ALCAM;KRT8;SOSTDC1;MAF;COL18A1;KRT5;KRT14;IL1RAPL2;HMGB1;CD24;MARCKS"
"112","GO:0048736","appendage development","The process whose specific outcome is the progression of an appendage over time, from its formation to the mature structure. An appendage is an organ or part that is attached to the trunk of an organism, such as a limb or a branch.","2.29% (4/175)",0.002463489,2.61,"ENSG00000091409;ENSG00000143320;ENSG00000147257;ENSG00000164093","ITGA6;CRABP2;GPC3;PITX2"
"113","GO:0048812","neuron projection morphogenesis","The process in which the anatomical structures of a neuron projection are generated and organized. A neuron projection is any process extending from a neural cell, such as axons or dendrites.","1.07% (7/654)",0.004891692,2.31,"ENSG00000070831;ENSG00000111962;ENSG00000112137;ENSG00000117632;ENSG00000143320;ENSG00000154380;ENSG00000170017","CDC42;UST;PHACTR1;STMN1;CRABP2;ENAH;ALCAM"
"114","GO:0048856","anatomical structure development","The biological process whose specific outcome is the progression of an anatomical structure from an initial condition to its mature state. This process begins with the formation of the structure and ends with the mature structure, whatever form that may be including its natural destruction. An anatomical structure is any biological entity that occupies space and is distinguished from its surroundings. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome.","0.71% (39/5458)",5.941262e-10,9.23,"ENSG00000010278;ENSG00000017260;ENSG00000035862;ENSG00000046604;ENSG00000064999;ENSG00000065526;ENSG00000070831;ENSG00000077063;ENSG00000082781;ENSG00000090006;ENSG00000091409;ENSG00000110651;ENSG00000111962;ENSG00000112137;ENSG00000115884;ENSG00000117523;ENSG00000117632;ENSG00000121210;ENSG00000128422;ENSG00000142798;ENSG00000142949;ENSG00000143320;ENSG00000145824;ENSG00000147257;ENSG00000150471;ENSG00000154122;ENSG00000154380;ENSG00000164093;ENSG00000170017;ENSG00000170421;ENSG00000171243;ENSG00000178573;ENSG00000182871;ENSG00000186081;ENSG00000186847;ENSG00000189108;ENSG00000189403;ENSG00000272398;ENSG00000277443","CD9;ATP2C1;TIMP2;DSG2;ANKS1A;SPEN;CDC42;CTTNBP2;ITGB5;LTBP4;ITGA6;CD81;UST;PHACTR1;SDC1;PRRC2C;STMN1;TMEM131L;KRT17;HSPG2;PTPRF;CRABP2;CXCL14;GPC3;ADGRL3;ANKH;ENAH;PITX2;ALCAM;KRT8;SOSTDC1;MAF;COL18A1;KRT5;KRT14;IL1RAPL2;HMGB1;CD24;MARCKS"
"115","GO:0048858","cell projection morphogenesis","The process in which the anatomical structures of a cell projection are generated and organized.","1.04% (7/672)",0.005664557,2.25,"ENSG00000070831;ENSG00000111962;ENSG00000112137;ENSG00000117632;ENSG00000143320;ENSG00000154380;ENSG00000170017","CDC42;UST;PHACTR1;STMN1;CRABP2;ENAH;ALCAM"
