"","GO.ID","term","definition","condition.genes_frequency","condition.pvalue","condition.-log10_pvalue","condition.Significant_genes","condition.Significant_genes_symbol"
"59","GO:0030154","cell differentiation","The process in which relatively unspecialized cells, e.g. embryonic or regenerative cells, acquire specialized structural and/or functional features that characterize the cells, tissues, or organs of the mature organism or some other relatively stable phase of the organism's life history. Differentiation includes the processes involved in commitment of a cell to a specific fate and its subsequent development to the mature state.","0.7% (27/3846)",9.332327e-06,5.03,"ENSG00000021645;ENSG00000064195;ENSG00000077942;ENSG00000095739;ENSG00000107731;ENSG00000107736;ENSG00000120885;ENSG00000125285;ENSG00000125363;ENSG00000125968;ENSG00000130203;ENSG00000130723;ENSG00000131507;ENSG00000131711;ENSG00000132386;ENSG00000135404;ENSG00000135916;ENSG00000142513;ENSG00000152591;ENSG00000154856;ENSG00000160789;ENSG00000164190;ENSG00000167642;ENSG00000168036;ENSG00000169436;ENSG00000184402;ENSG00000204248","NRXN3;DLX3;FBLN1;BAMBI;UNC5B;CDH23;CLU;SOX21;AMELX;ID1;APOE;PRRC2B;NDFIP1;MAP1B;SERPINF1;CD63;ITM2C;ACP4;DSPP;APCDD1;LMNA;NIPBL;SPINT2;CTNNB1;COL22A1;SS18L1;COL11A2"
"60","GO:0030162","regulation of proteolysis","Any process that modulates the frequency, rate or extent of the hydrolysis of a peptide bond or bonds within a protein.","1% (7/699)",0.006992517,2.16,"ENSG00000026508;ENSG00000077942;ENSG00000120885;ENSG00000130203;ENSG00000132386;ENSG00000142513;ENSG00000167642","CD44;FBLN1;CLU;APOE;SERPINF1;ACP4;SPINT2"
"61","GO:0030182","neuron differentiation","The process in which a relatively unspecialized cell acquires specialized features of a neuron.","0.81% (11/1355)",0.003503593,2.46,"ENSG00000021645;ENSG00000107731;ENSG00000107736;ENSG00000125968;ENSG00000130203;ENSG00000131711;ENSG00000132386;ENSG00000135916;ENSG00000142513;ENSG00000168036;ENSG00000184402","NRXN3;UNC5B;CDH23;ID1;APOE;MAP1B;SERPINF1;ITM2C;ACP4;CTNNB1;SS18L1"
"62","GO:0030198","extracellular matrix organization","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of an extracellular matrix.","2.93% (11/375)",2.402923e-08,7.62,"ENSG00000026508;ENSG00000065618;ENSG00000077942;ENSG00000113140;ENSG00000122884;ENSG00000152591;ENSG00000152592;ENSG00000167642;ENSG00000169436;ENSG00000182492;ENSG00000204248","CD44;COL17A1;FBLN1;SPARC;P4HA1;DSPP;DMP1;SPINT2;COL22A1;BGN;COL11A2"
"63","GO:0030278","regulation of ossification","Any process that modulates the frequency, rate or extent of ossification, the formation of bone or of a bony substance or the conversion of fibrous tissue or of cartilage into bone or a bony substance.","2.01% (4/199)",0.003908112,2.41,"ENSG00000095739;ENSG00000125968;ENSG00000164190;ENSG00000168036","BAMBI;ID1;NIPBL;CTNNB1"
"64","GO:0030301","cholesterol transport","The directed movement of cholesterol, cholest-5-en-3-beta-ol, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.","3.53% (3/85)",0.002634305,2.58,"ENSG00000101670;ENSG00000120885;ENSG00000130203","LIPG;CLU;APOE"
"65","GO:0030857","negative regulation of epithelial cell differentiation","Any process that stops, prevents, or reduces the frequency, rate or extent of epithelial cell differentiation.","4.65% (2/43)",0.008564382,2.07,"ENSG00000125968;ENSG00000168036","ID1;CTNNB1"
"66","GO:0031058","positive regulation of histone modification","Any process that activates or increases the frequency, rate or extent of the covalent alteration of a histone.","3.3% (3/91)",0.003196336,2.5,"ENSG00000160789;ENSG00000164190;ENSG00000168036","LMNA;NIPBL;CTNNB1"
"67","GO:0031062","positive regulation of histone methylation","Any process that activates or increases the frequency, rate or extent of the covalent addition of methyl groups to histones.","5.13% (2/39)",0.007086098,2.15,"ENSG00000160789;ENSG00000168036","LMNA;CTNNB1"
"68","GO:0031112","positive regulation of microtubule polymerization or depolymerization","Any process that activates or increases the frequency, rate or extent of microtubule polymerization or depolymerization.","5.71% (2/35)",0.005737065,2.24,"ENSG00000127914;ENSG00000131711","AKAP9;MAP1B"
"69","GO:0031116","positive regulation of microtubule polymerization","Any process that activates or increases the frequency, rate or extent of microtubule polymerization.","6.45% (2/31)",0.004520773,2.34,"ENSG00000127914;ENSG00000131711","AKAP9;MAP1B"
"70","GO:0031175","neuron projection development","The process whose specific outcome is the progression of a neuron projection over time, from its formation to the mature structure. A neuron projection is any process extending from a neural cell, such as axons or dendrites (collectively called neurites).","1.12% (11/986)",0.0002556598,3.59,"ENSG00000021645;ENSG00000107731;ENSG00000107736;ENSG00000125968;ENSG00000130203;ENSG00000131711;ENSG00000132386;ENSG00000135916;ENSG00000142513;ENSG00000168036;ENSG00000184402","NRXN3;UNC5B;CDH23;ID1;APOE;MAP1B;SERPINF1;ITM2C;ACP4;CTNNB1;SS18L1"
"71","GO:0031214","biomineral tissue development","Formation of hard tissues that consist mainly of inorganic compounds, and also contain a small amounts of organic matrices that are believed to play important roles in their formation.","3.36% (5/149)",0.0001177841,3.93,"ENSG00000099721;ENSG00000125363;ENSG00000152591;ENSG00000152592;ENSG00000178522","AMELY;AMELX;DSPP;DMP1;AMBN"
"72","GO:0031344","regulation of cell projection organization","Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell projections.","1.16% (8/691)",0.001581224,2.8,"ENSG00000026508;ENSG00000125968;ENSG00000130203;ENSG00000131711;ENSG00000132386;ENSG00000135916;ENSG00000142513;ENSG00000184402","CD44;ID1;APOE;MAP1B;SERPINF1;ITM2C;ACP4;SS18L1"
"73","GO:0031345","negative regulation of cell projection organization","Any process that stops, prevents, or reduces the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell projections.","2.15% (4/186)",0.003069265,2.51,"ENSG00000125968;ENSG00000130203;ENSG00000135916;ENSG00000142513","ID1;APOE;ITM2C;ACP4"
"74","GO:0031589","cell-substrate adhesion","The attachment of a cell to the underlying substrate via adhesion molecules.","2.31% (8/347)",1.425946e-05,4.85,"ENSG00000026508;ENSG00000047648;ENSG00000065618;ENSG00000077942;ENSG00000125968;ENSG00000135404;ENSG00000152592;ENSG00000168036","CD44;ARHGAP6;COL17A1;FBLN1;ID1;CD63;DMP1;CTNNB1"
"75","GO:0032373","positive regulation of sterol transport","Any process that activates or increases the frequency, rate or extent of the directed movement of sterols into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.","7.69% (2/26)",0.003192502,2.5,"ENSG00000101670;ENSG00000130203","LIPG;APOE"
"76","GO:0032376","positive regulation of cholesterol transport","Any process that activates or increases the frequency, rate or extent of the directed movement of cholesterol into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.","7.69% (2/26)",0.003192502,2.5,"ENSG00000101670;ENSG00000130203","LIPG;APOE"
"77","GO:0032501","multicellular organismal process","Any biological process, occurring at the level of a multicellular organism, pertinent to its function.","0.59% (39/6648)",3.798482e-07,6.42,"ENSG00000021645;ENSG00000026508;ENSG00000064195;ENSG00000077942;ENSG00000095739;ENSG00000099721;ENSG00000101670;ENSG00000107731;ENSG00000107736;ENSG00000113140;ENSG00000120885;ENSG00000121064;ENSG00000125285;ENSG00000125363;ENSG00000125968;ENSG00000127914;ENSG00000130203;ENSG00000131507;ENSG00000131711;ENSG00000132386;ENSG00000132688;ENSG00000135916;ENSG00000136859;ENSG00000142513;ENSG00000152591;ENSG00000152592;ENSG00000154856;ENSG00000160789;ENSG00000164190;ENSG00000164300;ENSG00000166794;ENSG00000167642;ENSG00000168036;ENSG00000169436;ENSG00000178522;ENSG00000182492;ENSG00000184402;ENSG00000198832;ENSG00000204248","NRXN3;CD44;DLX3;FBLN1;BAMBI;AMELY;LIPG;UNC5B;CDH23;SPARC;CLU;SCPEP1;SOX21;AMELX;ID1;AKAP9;APOE;NDFIP1;MAP1B;SERPINF1;NES;ITM2C;ANGPTL2;ACP4;DSPP;DMP1;APCDD1;LMNA;NIPBL;SERINC5;PPIB;SPINT2;CTNNB1;COL22A1;AMBN;BGN;SS18L1;SELENOM;COL11A2"
"78","GO:0032502","developmental process","A biological process whose specific outcome is the progression of an integrated living unit: an anatomical structure (which may be a subcellular structure, cell, tissue, or organ), or organism over time from an initial condition to a later condition.","0.67% (39/5818)",5.027555e-09,8.3,"ENSG00000021645;ENSG00000026508;ENSG00000064195;ENSG00000065618;ENSG00000077942;ENSG00000095739;ENSG00000099721;ENSG00000107731;ENSG00000107736;ENSG00000113140;ENSG00000120885;ENSG00000125285;ENSG00000125363;ENSG00000125968;ENSG00000130203;ENSG00000130723;ENSG00000131507;ENSG00000131711;ENSG00000132386;ENSG00000132688;ENSG00000135404;ENSG00000135916;ENSG00000136859;ENSG00000142513;ENSG00000152591;ENSG00000152592;ENSG00000154856;ENSG00000160789;ENSG00000164190;ENSG00000164300;ENSG00000166794;ENSG00000167642;ENSG00000168036;ENSG00000169436;ENSG00000178522;ENSG00000182492;ENSG00000184402;ENSG00000198832;ENSG00000204248","NRXN3;CD44;DLX3;COL17A1;FBLN1;BAMBI;AMELY;UNC5B;CDH23;SPARC;CLU;SOX21;AMELX;ID1;APOE;PRRC2B;NDFIP1;MAP1B;SERPINF1;NES;CD63;ITM2C;ANGPTL2;ACP4;DSPP;DMP1;APCDD1;LMNA;NIPBL;SERINC5;PPIB;SPINT2;CTNNB1;COL22A1;AMBN;BGN;SS18L1;SELENOM;COL11A2"
"79","GO:0032879","regulation of localization","Any process that modulates the frequency, rate or extent of any process in which a cell, a substance, or a cellular entity is transported to, or maintained in, a specific location.","0.61% (16/2615)",0.006673217,2.18,"ENSG00000021645;ENSG00000077942;ENSG00000101670;ENSG00000113140;ENSG00000120885;ENSG00000127914;ENSG00000130203;ENSG00000131507;ENSG00000131711;ENSG00000132386;ENSG00000135404;ENSG00000137699;ENSG00000160789;ENSG00000164190;ENSG00000167642;ENSG00000168036","NRXN3;FBLN1;LIPG;SPARC;CLU;AKAP9;APOE;NDFIP1;MAP1B;SERPINF1;CD63;TRIM29;LMNA;NIPBL;SPINT2;CTNNB1"
"80","GO:0032989","cellular component morphogenesis","The process in which cellular structures, including whole cells or cell parts, are generated and organized.","1.36% (15/1107)",1.274994e-06,5.89,"ENSG00000021645;ENSG00000026508;ENSG00000077942;ENSG00000095739;ENSG00000107731;ENSG00000113140;ENSG00000120885;ENSG00000125968;ENSG00000130203;ENSG00000131711;ENSG00000132688;ENSG00000167642;ENSG00000168036;ENSG00000169436;ENSG00000184402","NRXN3;CD44;FBLN1;BAMBI;UNC5B;SPARC;CLU;ID1;APOE;MAP1B;NES;SPINT2;CTNNB1;COL22A1;SS18L1"
"81","GO:0032990","cell part morphogenesis","The process in which the anatomical structures of a cell part are generated and organized.","1.3% (9/691)",0.0003321147,3.48,"ENSG00000021645;ENSG00000026508;ENSG00000107731;ENSG00000125968;ENSG00000130203;ENSG00000131711;ENSG00000132688;ENSG00000168036;ENSG00000184402","NRXN3;CD44;UNC5B;ID1;APOE;MAP1B;NES;CTNNB1;SS18L1"
"82","GO:0034205","amyloid-beta formation","The generation of amyloid-beta by cleavage of the amyloid precursor protein (APP).","5% (2/40)",0.007443687,2.13,"ENSG00000120885;ENSG00000130203","CLU;APOE"
"83","GO:0034367","protein-containing complex remodeling","The acquisition, loss, or modification of macromolecules within a complex, resulting in the alteration of an existing complex.","6.9% (2/29)",0.003963514,2.4,"ENSG00000101670;ENSG00000130203","LIPG;APOE"
"84","GO:0034368","protein-lipid complex remodeling","The acquisition, loss or modification of a protein or lipid within a protein-lipid complex.","7.41% (2/27)",0.00344078,2.46,"ENSG00000101670;ENSG00000130203","LIPG;APOE"
"85","GO:0034369","plasma lipoprotein particle remodeling","The acquisition, loss or modification of a protein or lipid within a plasma lipoprotein particle, including the hydrolysis of triglyceride by hepatic lipase, with the subsequent loss of free fatty acid, and the esterification of cholesterol by phosphatidylcholine-sterol O-acyltransferase (lecithin cholesterol acyltransferase; LCAT).","7.41% (2/27)",0.00344078,2.46,"ENSG00000101670;ENSG00000130203","LIPG;APOE"
"86","GO:0034375","high-density lipoprotein particle remodeling","The acquisition, loss or modification of a protein or lipid within a high-density lipoprotein particle, including the hydrolysis of triglyceride by hepatic lipase, with the subsequent loss of free fatty acid, and the transfer of cholesterol esters from LDL to a triglyceride-rich lipoprotein particle by cholesteryl ester transfer protein (CETP), with the simultaneous transfer of triglyceride to LDL.","13.33% (2/15)",0.001055183,2.98,"ENSG00000101670;ENSG00000130203","LIPG;APOE"
"87","GO:0034384","high-density lipoprotein particle clearance","The process in which a high-density lipoprotein particle is removed from the blood via receptor-mediated endocytosis and its constituent parts degraded.","16.67% (2/12)",0.0006673965,3.18,"ENSG00000101670;ENSG00000130203","LIPG;APOE"
"88","GO:0034505","tooth mineralization","The process in which calcium salts are deposited into calcareous tooth structures such as dental enamel, dentin and cementum.","8% (2/25)",0.002953026,2.53,"ENSG00000125363;ENSG00000152592","AMELX;DMP1"
"89","GO:0035112","genitalia morphogenesis","The process in which the anatomical structures of genitalia are generated and organized. The genitalia are the organs of reproduction or generation, external and internal.","20% (2/10)",0.000456935,3.34,"ENSG00000164190;ENSG00000168036","NIPBL;CTNNB1"
"90","GO:0035115","embryonic forelimb morphogenesis","The process, occurring in the embryo, by which the anatomical structures of the forelimb are generated and organized. The forelimbs are the front limbs of an animal, e.g. the arms of a human.","6.45% (2/31)",0.004520773,2.34,"ENSG00000164190;ENSG00000168036","NIPBL;CTNNB1"
"91","GO:0035136","forelimb morphogenesis","The process in which the anatomical structures of the forelimb are generated and organized. The forelimbs are the front limbs of an animal, e.g. the arms of a human.","5.13% (2/39)",0.007086098,2.15,"ENSG00000164190;ENSG00000168036","NIPBL;CTNNB1"
"92","GO:0035239","tube morphogenesis","The process in which the anatomical structures of a tube are generated and organized. Epithelial and endothelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues, with tube shape and organization varying from the single-celled excretory organ in Caenorhabditis elegans to the branching trees of the mammalian kidney and insect tracheal system.","1.29% (11/851)",6.937403e-05,4.16,"ENSG00000021645;ENSG00000107731;ENSG00000113140;ENSG00000125968;ENSG00000130203;ENSG00000132386;ENSG00000136859;ENSG00000164190;ENSG00000167642;ENSG00000168036;ENSG00000169436","NRXN3;UNC5B;SPARC;ID1;APOE;SERPINF1;ANGPTL2;NIPBL;SPINT2;CTNNB1;COL22A1"
"93","GO:0035295","tube development","The process whose specific outcome is the progression of a tube over time, from its initial formation to a mature structure. Epithelial and endothelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues including lung and trachea, kidney, the mammary gland, the vascular system and the gastrointestinal and urinary-genital tracts.","1.06% (11/1035)",0.0003883492,3.41,"ENSG00000021645;ENSG00000107731;ENSG00000113140;ENSG00000125968;ENSG00000130203;ENSG00000132386;ENSG00000136859;ENSG00000164190;ENSG00000167642;ENSG00000168036;ENSG00000169436","NRXN3;UNC5B;SPARC;ID1;APOE;SERPINF1;ANGPTL2;NIPBL;SPINT2;CTNNB1;COL22A1"
"94","GO:0035821","modification of morphology or physiology of other organism","The process in which an organism effects a change in the structure or processes of a second organism.","2.48% (3/121)",0.007079385,2.15,"ENSG00000077942;ENSG00000130203;ENSG00000166794","FBLN1;APOE;PPIB"
"95","GO:0040011","locomotion","Self-propelled movement of a cell or organism from one location to another.","0.97% (17/1759)",2.074029e-05,4.68,"ENSG00000021645;ENSG00000026508;ENSG00000077942;ENSG00000095739;ENSG00000107731;ENSG00000113140;ENSG00000125968;ENSG00000130203;ENSG00000131711;ENSG00000132386;ENSG00000135404;ENSG00000154856;ENSG00000160789;ENSG00000164190;ENSG00000166794;ENSG00000167642;ENSG00000168036","NRXN3;CD44;FBLN1;BAMBI;UNC5B;SPARC;ID1;APOE;MAP1B;SERPINF1;CD63;APCDD1;LMNA;NIPBL;PPIB;SPINT2;CTNNB1"
"96","GO:0040018","positive regulation of multicellular organism growth","Any process that activates or increases the frequency, rate or extent of growth of an organism to reach its usual body size.","6.25% (2/32)",0.004812208,2.32,"ENSG00000164190;ENSG00000166794","NIPBL;PPIB"
"97","GO:0042127","regulation of cell proliferation","Any process that modulates the frequency, rate or extent of cell proliferation.","0.91% (14/1532)",0.0002566775,3.59,"ENSG00000077942;ENSG00000095739;ENSG00000113140;ENSG00000120885;ENSG00000125363;ENSG00000125968;ENSG00000130203;ENSG00000131507;ENSG00000132386;ENSG00000132688;ENSG00000160789;ENSG00000167642;ENSG00000168036;ENSG00000178522","FBLN1;BAMBI;SPARC;CLU;AMELX;ID1;APOE;NDFIP1;SERPINF1;NES;LMNA;SPINT2;CTNNB1;AMBN"
"98","GO:0042303","molting cycle","The periodic casting off and regeneration of an outer covering of cuticle, feathers, hair, horns, skin, etc.","3.67% (4/109)",0.0004245452,3.37,"ENSG00000125285;ENSG00000154856;ENSG00000164190;ENSG00000168036","SOX21;APCDD1;NIPBL;CTNNB1"
"99","GO:0042475","odontogenesis of dentin-containing tooth","The process whose specific outcome is the progression of a dentin-containing tooth over time, from its formation to the mature structure. A dentin-containing tooth is a hard, bony organ borne on the jaw or other bone of a vertebrate, and is composed mainly of dentin, a dense calcified substance, covered by a layer of enamel.","7.45% (7/94)",2.010479e-08,7.7,"ENSG00000064195;ENSG00000125363;ENSG00000152591;ENSG00000152592;ENSG00000154856;ENSG00000168036;ENSG00000178522","DLX3;AMELX;DSPP;DMP1;APCDD1;CTNNB1;AMBN"
"100","GO:0042476","odontogenesis","The process whose specific outcome is the progression of a tooth or teeth over time, from formation to the mature structure(s). A tooth is any hard bony, calcareous, or chitinous organ found in the mouth or pharynx of an animal and used in procuring or masticating food.","6.02% (8/133)",9.785939e-09,8.01,"ENSG00000064195;ENSG00000125363;ENSG00000142513;ENSG00000152591;ENSG00000152592;ENSG00000154856;ENSG00000168036;ENSG00000178522","DLX3;AMELX;ACP4;DSPP;DMP1;APCDD1;CTNNB1;AMBN"
"101","GO:0042481","regulation of odontogenesis","Any process that modulates the frequency, rate or extent of the formation and development of a tooth or teeth.","11.11% (3/27)",8.902381e-05,4.05,"ENSG00000125363;ENSG00000152592;ENSG00000154856","AMELX;DMP1;APCDD1"
"102","GO:0042487","regulation of odontogenesis of dentin-containing tooth","Any process that modulates the frequency, rate or extent of the formation and development of teeth, the hard, bony appendages which are borne on the jaws, or on other bones in the walls of the mouth or pharynx of most vertebrates.","13.33% (2/15)",0.001055183,2.98,"ENSG00000152592;ENSG00000154856","DMP1;APCDD1"
"103","GO:0042552","myelination","The process in which myelin sheaths are formed and maintained around neurons. Oligodendrocytes in the brain and spinal cord and Schwann cells in the peripheral nervous system wrap axons with compact layers of their plasma membrane. Adjacent myelin segments are separated by a non-myelinated stretch of axon called a node of Ranvier.","2.24% (3/134)",0.009359697,2.03,"ENSG00000120885;ENSG00000164300;ENSG00000168036","CLU;SERINC5;CTNNB1"
"104","GO:0042633","hair cycle","The cyclical phases of growth (anagen), regression (catagen), quiescence (telogen), and shedding (exogen) in the life of a hair; one of the collection or mass of filaments growing from the skin of an animal, and forming a covering for a part of the head or for any part or the whole of the body.","3.67% (4/109)",0.0004245452,3.37,"ENSG00000125285;ENSG00000154856;ENSG00000164190;ENSG00000168036","SOX21;APCDD1;NIPBL;CTNNB1"
"105","GO:0042634","regulation of hair cycle","Any process that modulates the frequency, rate or extent of the cyclical phases of growth (anagen), regression (catagen), quiescence (telogen), and shedding (exogen) in the life of a hair.","6.67% (2/30)",0.004237856,2.37,"ENSG00000164190;ENSG00000168036","NIPBL;CTNNB1"
"106","GO:0042982","amyloid precursor protein metabolic process","The chemical reactions and pathways involving amyloid precursor protein (APP), the precursor of amyloid-beta, a glycoprotein associated with Alzheimer's disease.","4.35% (3/69)",0.001449121,2.84,"ENSG00000120885;ENSG00000130203;ENSG00000135916","CLU;APOE;ITM2C"
"107","GO:0043062","extracellular structure organization","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of structures in the space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane, and also covers the host cell environment outside an intracellular parasite.","3.05% (13/426)",6.265066e-10,9.2,"ENSG00000026508;ENSG00000065618;ENSG00000077942;ENSG00000101670;ENSG00000113140;ENSG00000122884;ENSG00000130203;ENSG00000152591;ENSG00000152592;ENSG00000167642;ENSG00000169436;ENSG00000182492;ENSG00000204248","CD44;COL17A1;FBLN1;LIPG;SPARC;P4HA1;APOE;DSPP;DMP1;SPINT2;COL22A1;BGN;COL11A2"
"108","GO:0043066","negative regulation of apoptotic process","Any process that stops, prevents, or reduces the frequency, rate or extent of cell death by apoptotic process.","0.98% (8/818)",0.004490516,2.35,"ENSG00000026508;ENSG00000107731;ENSG00000120885;ENSG00000125968;ENSG00000130203;ENSG00000132688;ENSG00000160789;ENSG00000168036","CD44;UNC5B;CLU;ID1;APOE;NES;LMNA;CTNNB1"
"109","GO:0043069","negative regulation of programmed cell death","Any process that stops, prevents, or reduces the frequency, rate or extent of programmed cell death, cell death resulting from activation of endogenous cellular processes.","0.96% (8/836)",0.005116793,2.29,"ENSG00000026508;ENSG00000107731;ENSG00000120885;ENSG00000125968;ENSG00000130203;ENSG00000132688;ENSG00000160789;ENSG00000168036","CD44;UNC5B;CLU;ID1;APOE;NES;LMNA;CTNNB1"
"110","GO:0043086","negative regulation of catalytic activity","Any process that stops or reduces the activity of an enzyme.","0.97% (7/722)",0.008297086,2.08,"ENSG00000026508;ENSG00000127914;ENSG00000130203;ENSG00000132386;ENSG00000132688;ENSG00000142513;ENSG00000167642","CD44;AKAP9;APOE;SERPINF1;NES;ACP4;SPINT2"
"111","GO:0043393","regulation of protein binding","Any process that modulates the frequency, rate or extent of protein binding.","1.93% (4/207)",0.004495056,2.35,"ENSG00000095739;ENSG00000125968;ENSG00000130203;ENSG00000132688","BAMBI;ID1;APOE;NES"
"112","GO:0043523","regulation of neuron apoptotic process","Any process that modulates the occurrence or rate of cell death by apoptotic process in neurons.","1.92% (4/208)",0.004572376,2.34,"ENSG00000107731;ENSG00000130203;ENSG00000132688;ENSG00000168036","UNC5B;APOE;NES;CTNNB1"
"113","GO:0043542","endothelial cell migration","The orderly movement of an endothelial cell into the extracellular matrix to form an endothelium.","1.74% (4/230)",0.006508005,2.19,"ENSG00000113140;ENSG00000125968;ENSG00000130203;ENSG00000132386","SPARC;ID1;APOE;SERPINF1"
"114","GO:0043691","reverse cholesterol transport","The directed movement of peripheral cell cholesterol, cholest-5-en-3-beta-ol, towards the liver for catabolism.","18.75% (3/16)",1.747762e-05,4.76,"ENSG00000101670;ENSG00000120885;ENSG00000130203","LIPG;CLU;APOE"
"115","GO:0044092","negative regulation of molecular function","Any process that stops or reduces the rate or extent of a molecular function, an elemental biological activity occurring at the molecular level, such as catalysis or binding.","0.86% (9/1048)",0.005981593,2.22,"ENSG00000026508;ENSG00000125968;ENSG00000127914;ENSG00000130203;ENSG00000131507;ENSG00000132386;ENSG00000132688;ENSG00000142513;ENSG00000167642","CD44;ID1;AKAP9;APOE;NDFIP1;SERPINF1;NES;ACP4;SPINT2"
"116","GO:0044788","modulation by host of viral process","A process in which a host organism modulates the frequency, rate or extent of any of a process being mediated by a virus with which it is infected.","8.33% (2/24)",0.002722409,2.57,"ENSG00000130203;ENSG00000166794","APOE;PPIB"
"117","GO:0044794","positive regulation by host of viral process","A process in which a host organism activates or increases the frequency, rate or extent of the release of a process being mediated by a virus with which it is infected.","14.29% (2/14)",0.0009163896,3.04,"ENSG00000130203;ENSG00000166794","APOE;PPIB"
"118","GO:0045446","endothelial cell differentiation","The process in which a mesodermal, bone marrow or neural crest cell acquires specialized features of an endothelial cell, a thin flattened cell. A layer of such cells lines the inside surfaces of body cavities, blood vessels, and lymph vessels, making up the endothelium.","2.7% (3/111)",0.005577572,2.25,"ENSG00000125968;ENSG00000168036;ENSG00000169436","ID1;CTNNB1;COL22A1"
"119","GO:0045595","regulation of cell differentiation","Any process that modulates the frequency, rate or extent of cell differentiation, the process in which relatively unspecialized cells acquire specialized structural and functional features.","0.74% (13/1763)",0.003302303,2.48,"ENSG00000077942;ENSG00000095739;ENSG00000125968;ENSG00000130203;ENSG00000131507;ENSG00000131711;ENSG00000132386;ENSG00000135916;ENSG00000142513;ENSG00000152591;ENSG00000164190;ENSG00000168036;ENSG00000184402","FBLN1;BAMBI;ID1;APOE;NDFIP1;MAP1B;SERPINF1;ITM2C;ACP4;DSPP;NIPBL;CTNNB1;SS18L1"
"120","GO:0045596","negative regulation of cell differentiation","Any process that stops, prevents, or reduces the frequency, rate or extent of cell differentiation.","1.04% (7/671)",0.005619343,2.25,"ENSG00000077942;ENSG00000095739;ENSG00000125968;ENSG00000130203;ENSG00000135916;ENSG00000142513;ENSG00000168036","FBLN1;BAMBI;ID1;APOE;ITM2C;ACP4;CTNNB1"
"121","GO:0045601","regulation of endothelial cell differentiation","Any process that modulates the frequency, rate or extent of endothelial cell differentiation.","5% (2/40)",0.007443687,2.13,"ENSG00000125968;ENSG00000168036","ID1;CTNNB1"
"122","GO:0045664","regulation of neuron differentiation","Any process that modulates the frequency, rate or extent of neuron differentiation.","1.08% (7/650)",0.004731412,2.33,"ENSG00000125968;ENSG00000130203;ENSG00000131711;ENSG00000132386;ENSG00000135916;ENSG00000142513;ENSG00000184402","ID1;APOE;MAP1B;SERPINF1;ITM2C;ACP4;SS18L1"
"123","GO:0045665","negative regulation of neuron differentiation","Any process that stops, prevents, or reduces the frequency, rate or extent of neuron differentiation.","1.86% (4/215)",0.005138925,2.29,"ENSG00000125968;ENSG00000130203;ENSG00000135916;ENSG00000142513","ID1;APOE;ITM2C;ACP4"
"124","GO:0045667","regulation of osteoblast differentiation","Any process that modulates the frequency, rate or extent of osteoblast differentiation.","2.44% (3/123)",0.007405756,2.13,"ENSG00000095739;ENSG00000125968;ENSG00000168036","BAMBI;ID1;CTNNB1"
"125","GO:0048468","cell development","The process whose specific outcome is the progression of the cell over time, from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to a specific fate.","0.82% (17/2069)",0.0001656531,3.78,"ENSG00000021645;ENSG00000077942;ENSG00000107731;ENSG00000107736;ENSG00000120885;ENSG00000125968;ENSG00000130203;ENSG00000131711;ENSG00000132386;ENSG00000135916;ENSG00000142513;ENSG00000160789;ENSG00000164190;ENSG00000167642;ENSG00000168036;ENSG00000169436;ENSG00000184402","NRXN3;FBLN1;UNC5B;CDH23;CLU;ID1;APOE;MAP1B;SERPINF1;ITM2C;ACP4;LMNA;NIPBL;SPINT2;CTNNB1;COL22A1;SS18L1"
"126","GO:0048513","animal organ development","Development of a tissue or tissues that work together to perform a specific function or functions. Development pertains to the process whose specific outcome is the progression of a structure over time, from its formation to the mature structure. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions.","0.76% (25/3300)",6.78282e-06,5.17,"ENSG00000026508;ENSG00000064195;ENSG00000095739;ENSG00000099721;ENSG00000107736;ENSG00000113140;ENSG00000125285;ENSG00000125363;ENSG00000125968;ENSG00000131507;ENSG00000132386;ENSG00000132688;ENSG00000142513;ENSG00000152591;ENSG00000152592;ENSG00000154856;ENSG00000160789;ENSG00000164190;ENSG00000166794;ENSG00000167642;ENSG00000168036;ENSG00000178522;ENSG00000182492;ENSG00000198832;ENSG00000204248","CD44;DLX3;BAMBI;AMELY;CDH23;SPARC;SOX21;AMELX;ID1;NDFIP1;SERPINF1;NES;ACP4;DSPP;DMP1;APCDD1;LMNA;NIPBL;PPIB;SPINT2;CTNNB1;AMBN;BGN;SELENOM;COL11A2"
