"","GO.ID","term","definition","condition.genes_frequency","condition.pvalue","condition.-log10_pvalue","condition.Significant_genes","condition.Significant_genes_symbol"
"57","GO:0009612","response to mechanical stimulus","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a mechanical stimulus.","2.857% (6/210)",5.495491e-05,4.26,"ENSG00000011465;ENSG00000060718;ENSG00000133110;ENSG00000157227;ENSG00000168542;ENSG00000183023","DCN;COL11A1;POSTN;MMP14;COL3A1;SLC8A1"
"58","GO:0009628","response to abiotic stimulus","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an abiotic (not derived from living organisms) stimulus.","0.917% (11/1199)",0.001245875,2.9,"ENSG00000011465;ENSG00000060718;ENSG00000101144;ENSG00000131016;ENSG00000133110;ENSG00000157227;ENSG00000160789;ENSG00000166482;ENSG00000168079;ENSG00000168542;ENSG00000183023","DCN;COL11A1;BMP7;AKAP12;POSTN;MMP14;LMNA;MFAP4;SCARA5;COL3A1;SLC8A1"
"59","GO:0009653","anatomical structure morphogenesis","The process in which anatomical structures are generated and organized. Morphogenesis pertains to the creation of form.","1.106% (29/2622)",4.884678e-11,10.31,"ENSG00000011465;ENSG00000035403;ENSG00000050555;ENSG00000060718;ENSG00000077942;ENSG00000087274;ENSG00000090863;ENSG00000091136;ENSG00000097007;ENSG00000101144;ENSG00000111799;ENSG00000115306;ENSG00000115414;ENSG00000115461;ENSG00000122641;ENSG00000133110;ENSG00000134871;ENSG00000136068;ENSG00000138448;ENSG00000138759;ENSG00000142156;ENSG00000147257;ENSG00000157227;ENSG00000157890;ENSG00000163697;ENSG00000166147;ENSG00000168542;ENSG00000171243;ENSG00000187498","DCN;VCL;LAMC3;COL11A1;FBLN1;ADD1;GLG1;LAMB1;ABL1;BMP7;COL12A1;SPTBN1;FN1;IGFBP5;INHBA;POSTN;COL4A2;FLNB;ITGAV;FRAS1;COL6A1;GPC3;MMP14;MEGF11;APBB2;FBN1;COL3A1;SOSTDC1;COL4A1"
"60","GO:0009719","response to endogenous stimulus","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus arising within the organism.","1.17% (18/1539)",6.013773e-07,6.22,"ENSG00000084636;ENSG00000090863;ENSG00000097007;ENSG00000100234;ENSG00000101144;ENSG00000115461;ENSG00000122641;ENSG00000133110;ENSG00000134871;ENSG00000142156;ENSG00000147257;ENSG00000157227;ENSG00000163430;ENSG00000166147;ENSG00000168542;ENSG00000171243;ENSG00000183023;ENSG00000187498","COL16A1;GLG1;ABL1;TIMP3;BMP7;IGFBP5;INHBA;POSTN;COL4A2;COL6A1;GPC3;MMP14;FSTL1;FBN1;COL3A1;SOSTDC1;SLC8A1;COL4A1"
"61","GO:0009790","embryo development","The process whose specific outcome is the progression of an embryo from its formation until the end of its embryonic life stage. The end of the embryonic stage is organism-specific. For example, for mammals, the process would begin with zygote formation and end with birth. For insects, the process would begin at zygote formation and end with larval hatching. For plant zygotic embryos, this would be from zygote formation to the end of seed dormancy. For plant vegetative embryos, this would be from the initial determination of the cell or group of cells to form an embryo until the point when the embryo becomes independent of the parent plant.","1.461% (15/1027)",4.453107e-07,6.35,"ENSG00000060718;ENSG00000087274;ENSG00000091136;ENSG00000097007;ENSG00000101144;ENSG00000111799;ENSG00000115414;ENSG00000122641;ENSG00000134871;ENSG00000138448;ENSG00000138759;ENSG00000142156;ENSG00000147257;ENSG00000157227;ENSG00000166147","COL11A1;ADD1;LAMB1;ABL1;BMP7;COL12A1;FN1;INHBA;COL4A2;ITGAV;FRAS1;COL6A1;GPC3;MMP14;FBN1"
"62","GO:0009887","animal organ morphogenesis","Morphogenesis of an animal organ. An organ is defined as a tissue or set of tissues that work together to perform a specific function or functions. Morphogenesis is the process in which anatomical structures are generated and organized. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions.","1.533% (16/1044)",8.372133e-08,7.08,"ENSG00000011465;ENSG00000050555;ENSG00000060718;ENSG00000090863;ENSG00000091136;ENSG00000097007;ENSG00000101144;ENSG00000115461;ENSG00000122641;ENSG00000138759;ENSG00000147257;ENSG00000157227;ENSG00000157890;ENSG00000166147;ENSG00000168542;ENSG00000171243","DCN;LAMC3;COL11A1;GLG1;LAMB1;ABL1;BMP7;IGFBP5;INHBA;FRAS1;GPC3;MMP14;MEGF11;FBN1;COL3A1;SOSTDC1"
"63","GO:0009888","tissue development","The process whose specific outcome is the progression of a tissue over time, from its formation to the mature structure.","1.438% (27/1877)",7.897472e-13,12.1,"ENSG00000011465;ENSG00000035403;ENSG00000050555;ENSG00000060718;ENSG00000087274;ENSG00000090863;ENSG00000091136;ENSG00000097007;ENSG00000101144;ENSG00000111799;ENSG00000115414;ENSG00000115461;ENSG00000122641;ENSG00000133110;ENSG00000134871;ENSG00000136068;ENSG00000138448;ENSG00000138759;ENSG00000142156;ENSG00000147257;ENSG00000157227;ENSG00000160789;ENSG00000163430;ENSG00000168542;ENSG00000171243;ENSG00000183023;ENSG00000187498","DCN;VCL;LAMC3;COL11A1;ADD1;GLG1;LAMB1;ABL1;BMP7;COL12A1;FN1;IGFBP5;INHBA;POSTN;COL4A2;FLNB;ITGAV;FRAS1;COL6A1;GPC3;MMP14;LMNA;FSTL1;COL3A1;SOSTDC1;SLC8A1;COL4A1"
"64","GO:0009966","regulation of signal transduction","Any process that modulates the frequency, rate or extent of signal transduction.","0.821% (24/2922)",2.4279e-06,5.61,"ENSG00000011465;ENSG00000077942;ENSG00000090863;ENSG00000097007;ENSG00000100234;ENSG00000101144;ENSG00000115306;ENSG00000115414;ENSG00000115461;ENSG00000122641;ENSG00000131016;ENSG00000133110;ENSG00000138448;ENSG00000146197;ENSG00000147257;ENSG00000155011;ENSG00000157227;ENSG00000159788;ENSG00000160789;ENSG00000163430;ENSG00000166147;ENSG00000168542;ENSG00000171243;ENSG00000171444","DCN;FBLN1;GLG1;ABL1;TIMP3;BMP7;SPTBN1;FN1;IGFBP5;INHBA;AKAP12;POSTN;ITGAV;SCUBE3;GPC3;DKK2;MMP14;RGS12;LMNA;FSTL1;FBN1;COL3A1;SOSTDC1;MCC"
"65","GO:0009967","positive regulation of signal transduction","Any process that activates or increases the frequency, rate or extent of signal transduction.","0.736% (11/1494)",0.006924091,2.16,"ENSG00000011465;ENSG00000097007;ENSG00000100234;ENSG00000101144;ENSG00000115461;ENSG00000122641;ENSG00000131016;ENSG00000146197;ENSG00000147257;ENSG00000155011;ENSG00000168542","DCN;ABL1;TIMP3;BMP7;IGFBP5;INHBA;AKAP12;SCUBE3;GPC3;DKK2;COL3A1"
"66","GO:0009968","negative regulation of signal transduction","Any process that stops, prevents, or reduces the frequency, rate or extent of signal transduction.","1.283% (16/1247)",9.412281e-07,6.03,"ENSG00000011465;ENSG00000077942;ENSG00000090863;ENSG00000097007;ENSG00000100234;ENSG00000101144;ENSG00000115461;ENSG00000138448;ENSG00000147257;ENSG00000155011;ENSG00000157227;ENSG00000159788;ENSG00000160789;ENSG00000166147;ENSG00000171243;ENSG00000171444","DCN;FBLN1;GLG1;ABL1;TIMP3;BMP7;IGFBP5;ITGAV;GPC3;DKK2;MMP14;RGS12;LMNA;FBN1;SOSTDC1;MCC"
"67","GO:0010033","response to organic substance","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organic substance stimulus.","0.811% (25/3084)",1.609931e-06,5.79,"ENSG00000011465;ENSG00000084636;ENSG00000087274;ENSG00000090863;ENSG00000097007;ENSG00000100234;ENSG00000101144;ENSG00000115414;ENSG00000115461;ENSG00000122641;ENSG00000131016;ENSG00000133110;ENSG00000134871;ENSG00000136068;ENSG00000142156;ENSG00000142173;ENSG00000147257;ENSG00000157227;ENSG00000160789;ENSG00000163430;ENSG00000166147;ENSG00000168542;ENSG00000171243;ENSG00000183023;ENSG00000187498","DCN;COL16A1;ADD1;GLG1;ABL1;TIMP3;BMP7;FN1;IGFBP5;INHBA;AKAP12;POSTN;COL4A2;FLNB;COL6A1;COL6A2;GPC3;MMP14;LMNA;FSTL1;FBN1;COL3A1;SOSTDC1;SLC8A1;COL4A1"
"68","GO:0010243","response to organonitrogen compound","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organonitrogen stimulus. An organonitrogen compound is formally a compound containing at least one carbon-nitrogen bond.","0.9% (9/1000)",0.004188908,2.38,"ENSG00000084636;ENSG00000097007;ENSG00000101144;ENSG00000115461;ENSG00000142156;ENSG00000166147;ENSG00000168542;ENSG00000183023;ENSG00000187498","COL16A1;ABL1;BMP7;IGFBP5;COL6A1;FBN1;COL3A1;SLC8A1;COL4A1"
"69","GO:0010463","mesenchymal cell proliferation","The multiplication or reproduction of cells, resulting in the expansion of a mesenchymal cell population. A mesenchymal cell is a cell that normally gives rise to other cells that are organized as three-dimensional masses, rather than sheets.","6.667% (3/45)",0.0004053119,3.39,"ENSG00000101144;ENSG00000147257;ENSG00000160789","BMP7;GPC3;LMNA"
"70","GO:0010628","positive regulation of gene expression","Any process that increases the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product or products (proteins or RNA). This includes the production of an RNA transcript as well as any processing to produce a mature RNA product or an mRNA or circRNA (for protein-coding genes) and the translation of that mRNA or circRNA into protein. Protein maturation is included when required to form an active form of a product from an inactive precursor form.","0.878% (9/1025)",0.00492608,2.31,"ENSG00000077942;ENSG00000097007;ENSG00000101144;ENSG00000115306;ENSG00000115414;ENSG00000122641;ENSG00000133110;ENSG00000157227;ENSG00000160789","FBLN1;ABL1;BMP7;SPTBN1;FN1;INHBA;POSTN;MMP14;LMNA"
"71","GO:0010646","regulation of cell communication","Any process that modulates the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment.","0.761% (25/3285)",5.384118e-06,5.27,"ENSG00000011465;ENSG00000077942;ENSG00000090863;ENSG00000097007;ENSG00000100234;ENSG00000101144;ENSG00000115306;ENSG00000115414;ENSG00000115461;ENSG00000122641;ENSG00000131016;ENSG00000133110;ENSG00000138448;ENSG00000146197;ENSG00000147257;ENSG00000155011;ENSG00000157227;ENSG00000159788;ENSG00000160789;ENSG00000163430;ENSG00000166147;ENSG00000168542;ENSG00000171243;ENSG00000171444;ENSG00000183023","DCN;FBLN1;GLG1;ABL1;TIMP3;BMP7;SPTBN1;FN1;IGFBP5;INHBA;AKAP12;POSTN;ITGAV;SCUBE3;GPC3;DKK2;MMP14;RGS12;LMNA;FSTL1;FBN1;COL3A1;SOSTDC1;MCC;SLC8A1"
"72","GO:0010648","negative regulation of cell communication","Any process that decreases the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment.","1.267% (17/1342)",4.548345e-07,6.34,"ENSG00000011465;ENSG00000077942;ENSG00000090863;ENSG00000097007;ENSG00000100234;ENSG00000101144;ENSG00000115461;ENSG00000122641;ENSG00000138448;ENSG00000147257;ENSG00000155011;ENSG00000157227;ENSG00000159788;ENSG00000160789;ENSG00000166147;ENSG00000171243;ENSG00000171444","DCN;FBLN1;GLG1;ABL1;TIMP3;BMP7;IGFBP5;INHBA;ITGAV;GPC3;DKK2;MMP14;RGS12;LMNA;FBN1;SOSTDC1;MCC"
"73","GO:0010721","negative regulation of cell development","Any process that decreases the rate, frequency or extent of the progression of the cell over time, from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to a specific fate.","2.21% (4/181)",0.002706641,2.57,"ENSG00000077942;ENSG00000101144;ENSG00000133110;ENSG00000166147","FBLN1;BMP7;POSTN;FBN1"
"74","GO:0010762","regulation of fibroblast migration","Any process that modulates the rate, frequency or extent of fibroblast cell migration. Fibroblast cell migration is accomplished by extension and retraction of a pseudopodium.","5.405% (2/37)",0.006300705,2.2,"ENSG00000131016;ENSG00000183023","AKAP12;SLC8A1"
"75","GO:0010763","positive regulation of fibroblast migration","Any process that increases the rate, frequency or extent of fibroblast cell migration. Fibroblast cell migration is accomplished by extension and retraction of a pseudopodium.","13.333% (2/15)",0.001039228,2.98,"ENSG00000131016;ENSG00000183023","AKAP12;SLC8A1"
"76","GO:0010769","regulation of cell morphogenesis involved in differentiation","Any process that modulates the frequency, rate or extent of cell morphogenesis contributing to cell differentiation. Cell morphogenesis involved in differentiation is the change in form (cell shape and size) that occurs when relatively unspecialized cells acquire specialized structural and/or functional features that characterize the cells, tissues, or organs of the mature organism or some other relatively stable phase of the organism's life history.","3.226% (3/93)",0.003326158,2.48,"ENSG00000077942;ENSG00000097007;ENSG00000133110","FBLN1;ABL1;POSTN"
"77","GO:0010771","negative regulation of cell morphogenesis involved in differentiation","Any process that decreases the frequency, rate or extent of cell morphogenesis contributing to cell differentiation. Cell morphogenesis involved in differentiation is the change in form (cell shape and size) that occurs when relatively unspecialized cells acquire specialized structural and/or functional features that characterize the cells, tissues, or organs of the mature organism or some other relatively stable phase of the organism's life history.","14.286% (2/14)",0.0009025189,3.04,"ENSG00000077942;ENSG00000133110","FBLN1;POSTN"
"78","GO:0010810","regulation of cell-substrate adhesion","Any process that modulates the frequency, rate or extent of cell-substrate adhesion. Cell-substrate adhesion is the attachment of a cell to the underlying substrate via adhesion molecules.","3.365% (7/208)",4.265579e-06,5.37,"ENSG00000035403;ENSG00000077942;ENSG00000084636;ENSG00000097007;ENSG00000115414;ENSG00000133110;ENSG00000157227","VCL;FBLN1;COL16A1;ABL1;FN1;POSTN;MMP14"
"79","GO:0010811","positive regulation of cell-substrate adhesion","Any process that increases the frequency, rate or extent of cell-substrate adhesion. Cell-substrate adhesion is the attachment of a cell to the underlying substrate via adhesion molecules.","3.419% (4/117)",0.0005393351,3.27,"ENSG00000077942;ENSG00000084636;ENSG00000097007;ENSG00000115414","FBLN1;COL16A1;ABL1;FN1"
"80","GO:0010812","negative regulation of cell-substrate adhesion","Any process that decreases the frequency, rate or extent of cell-substrate adhesion. Cell-substrate adhesion is the attachment of a cell to the underlying substrate via adhesion molecules.","4.688% (3/64)",0.001140053,2.94,"ENSG00000077942;ENSG00000133110;ENSG00000157227","FBLN1;POSTN;MMP14"
"81","GO:0010862","positive regulation of pathway-restricted SMAD protein phosphorylation","Any process that increases the rate, frequency or extent of pathway-restricted SMAD protein phosphorylation. Pathway-restricted SMAD proteins and common-partner SMAD proteins are involved in the transforming growth factor beta receptor signaling pathways.","4.878% (2/41)",0.007694385,2.11,"ENSG00000101144;ENSG00000122641","BMP7;INHBA"
"82","GO:0014706","striated muscle tissue development","The process whose specific outcome is the progression of a striated muscle over time, from its formation to the mature structure. Striated muscle contain fibers that are divided by transverse bands into striations, and cardiac and skeletal muscle are types of striated muscle. Skeletal muscle myoblasts fuse to form myotubes and eventually multinucleated muscle fibers. The fusion of cardiac cells is very rare and can only form binucleate cells.","1.671% (6/359)",0.0009844093,3.01,"ENSG00000011465;ENSG00000060718;ENSG00000101144;ENSG00000136068;ENSG00000160789;ENSG00000183023","DCN;COL11A1;BMP7;FLNB;LMNA;SLC8A1"
"83","GO:0014741","negative regulation of muscle hypertrophy","Any process that stops, prevents, or reduces the frequency, rate, or extent of muscle hypertrophy.","6.25% (2/32)",0.004740723,2.32,"ENSG00000115461;ENSG00000160789","IGFBP5;LMNA"
"84","GO:0014745","negative regulation of muscle adaptation","Any process that stops, prevents, or reduces the frequency, rate, or extent of muscle adaptation.","16.667% (2/12)",0.0006572736,3.18,"ENSG00000115461;ENSG00000160789","IGFBP5;LMNA"
"85","GO:0014888","striated muscle adaptation","Any process in which striated muscle adapts, with consequent modifications to structural and/or functional phenotypes, in response to a stimulus. Stimuli include contractile activity, loading conditions, substrate supply, and environmental factors. These adaptive events occur in both muscle fibers and associated structures (motoneurons and capillaries), and they involve alterations in regulatory mechanisms, contractile properties and metabolic capacities.","4.444% (2/45)",0.009213899,2.04,"ENSG00000115461;ENSG00000160789","IGFBP5;LMNA"
"86","GO:0014911","positive regulation of smooth muscle cell migration","Any process that activates, maintains or increases the frequency, rate or extent of smooth muscle cell migration.","4.651% (2/43)",0.008438622,2.07,"ENSG00000115461;ENSG00000133110","IGFBP5;POSTN"
"87","GO:0016043","cellular component organization","A process that results in the assembly, arrangement of constituent parts, or disassembly of a cellular component.","0.56% (34/6070)",2.770415e-05,4.56,"ENSG00000011465;ENSG00000035403;ENSG00000050555;ENSG00000060718;ENSG00000077942;ENSG00000084636;ENSG00000087274;ENSG00000091136;ENSG00000097007;ENSG00000101144;ENSG00000111799;ENSG00000115306;ENSG00000115414;ENSG00000115461;ENSG00000122641;ENSG00000133110;ENSG00000134871;ENSG00000136068;ENSG00000138448;ENSG00000142156;ENSG00000142173;ENSG00000146197;ENSG00000147257;ENSG00000157227;ENSG00000160789;ENSG00000163359;ENSG00000163697;ENSG00000166147;ENSG00000166482;ENSG00000167460;ENSG00000168079;ENSG00000168542;ENSG00000187498;ENSG00000187720","DCN;VCL;LAMC3;COL11A1;FBLN1;COL16A1;ADD1;LAMB1;ABL1;BMP7;COL12A1;SPTBN1;FN1;IGFBP5;INHBA;POSTN;COL4A2;FLNB;ITGAV;COL6A1;COL6A2;SCUBE3;GPC3;MMP14;LMNA;COL6A3;APBB2;FBN1;MFAP4;TPM4;SCARA5;COL3A1;COL4A1;THSD4"
"88","GO:0016049","cell growth","The process in which a cell irreversibly increases in size over time by accretion and biosynthetic production of matter similar to that already present.","1.688% (8/474)",0.0001228517,3.91,"ENSG00000035403;ENSG00000097007;ENSG00000115414;ENSG00000115461;ENSG00000122641;ENSG00000133110;ENSG00000157227;ENSG00000163697","VCL;ABL1;FN1;IGFBP5;INHBA;POSTN;MMP14;APBB2"
"89","GO:0016477","cell migration","The controlled self-propelled movement of a cell from one site to a destination guided by molecular cues. Cell migration is a central process in the development and maintenance of multicellular organisms.","1.553% (22/1417)",7.554255e-11,10.12,"ENSG00000011465;ENSG00000035403;ENSG00000050555;ENSG00000077942;ENSG00000090863;ENSG00000091136;ENSG00000097007;ENSG00000101144;ENSG00000115414;ENSG00000115461;ENSG00000131016;ENSG00000133110;ENSG00000138448;ENSG00000145824;ENSG00000147257;ENSG00000157227;ENSG00000160789;ENSG00000163430;ENSG00000163697;ENSG00000168542;ENSG00000171444;ENSG00000183023","DCN;VCL;LAMC3;FBLN1;GLG1;LAMB1;ABL1;BMP7;FN1;IGFBP5;AKAP12;POSTN;ITGAV;CXCL14;GPC3;MMP14;LMNA;FSTL1;APBB2;COL3A1;MCC;SLC8A1"
"90","GO:0018149","peptide cross-linking","The formation of a covalent cross-link between or within protein chains.","10.345% (3/29)",0.000108219,3.97,"ENSG00000011465;ENSG00000115414;ENSG00000168542","DCN;FN1;COL3A1"
"91","GO:0020027","hemoglobin metabolic process","The chemical reactions and pathways involving hemoglobin, including its uptake and utilization.","12.5% (2/16)",0.001185249,2.93,"ENSG00000087274;ENSG00000122641","ADD1;INHBA"
"92","GO:0021537","telencephalon development","The process whose specific outcome is the progression of the telencephalon over time, from its formation to the mature structure. The telencephalon is the paired anteriolateral division of the prosencephalon plus the lamina terminalis from which the olfactory lobes, cerebral cortex, and subcortical nuclei are derived.","1.556% (4/257)",0.00929825,2.03,"ENSG00000091136;ENSG00000122641;ENSG00000168542;ENSG00000183023","LAMB1;INHBA;COL3A1;SLC8A1"
"93","GO:0022008","neurogenesis","Generation of cells within the nervous system.","0.8% (13/1625)",0.001480125,2.83,"ENSG00000035403;ENSG00000050555;ENSG00000091136;ENSG00000097007;ENSG00000101144;ENSG00000115306;ENSG00000115414;ENSG00000122641;ENSG00000133110;ENSG00000157227;ENSG00000162576;ENSG00000163697;ENSG00000168542","VCL;LAMC3;LAMB1;ABL1;BMP7;SPTBN1;FN1;INHBA;POSTN;MMP14;MXRA8;APBB2;COL3A1"
"94","GO:0022404","molting cycle process","A multicellular organismal process involved in the periodic casting off and regeneration of an outer covering of cuticle, feathers, hair, horns, skin.","3.333% (3/90)",0.003031641,2.52,"ENSG00000115461;ENSG00000122641;ENSG00000171243","IGFBP5;INHBA;SOSTDC1"
"95","GO:0022405","hair cycle process","A multicellular organismal process involved in the cyclical phases of growth (anagen), regression (catagen), quiescence (telogen), and shedding (exogen) in the life of a hair; one of the collection or mass of filaments growing from the skin of an animal, and forming a covering for a part of the head or for any part or the whole of the body.","3.333% (3/90)",0.003031641,2.52,"ENSG00000115461;ENSG00000122641;ENSG00000171243","IGFBP5;INHBA;SOSTDC1"
"96","GO:0022610","biological adhesion","The attachment of a cell or organism to a substrate, another cell, or other organism. Biological adhesion includes intracellular attachment between membrane regions.","1.477% (20/1354)",1.938386e-09,8.71,"ENSG00000035403;ENSG00000050555;ENSG00000077942;ENSG00000084636;ENSG00000091136;ENSG00000097007;ENSG00000101144;ENSG00000111799;ENSG00000115414;ENSG00000133110;ENSG00000138448;ENSG00000142156;ENSG00000142173;ENSG00000157227;ENSG00000157890;ENSG00000162576;ENSG00000163359;ENSG00000166147;ENSG00000166482;ENSG00000168542","VCL;LAMC3;FBLN1;COL16A1;LAMB1;ABL1;BMP7;COL12A1;FN1;POSTN;ITGAV;COL6A1;COL6A2;MMP14;MEGF11;MXRA8;COL6A3;FBN1;MFAP4;COL3A1"
"97","GO:0022612","gland morphogenesis","The process in which the anatomical structures of a gland are generated and organized.","2.459% (3/122)",0.007090316,2.15,"ENSG00000101144;ENSG00000115461;ENSG00000171243","BMP7;IGFBP5;SOSTDC1"
"98","GO:0023051","regulation of signaling","Any process that modulates the frequency, rate or extent of a signaling process.","0.753% (25/3318)",6.500004e-06,5.19,"ENSG00000011465;ENSG00000077942;ENSG00000090863;ENSG00000097007;ENSG00000100234;ENSG00000101144;ENSG00000115306;ENSG00000115414;ENSG00000115461;ENSG00000122641;ENSG00000131016;ENSG00000133110;ENSG00000138448;ENSG00000146197;ENSG00000147257;ENSG00000155011;ENSG00000157227;ENSG00000159788;ENSG00000160789;ENSG00000163430;ENSG00000166147;ENSG00000168542;ENSG00000171243;ENSG00000171444;ENSG00000183023","DCN;FBLN1;GLG1;ABL1;TIMP3;BMP7;SPTBN1;FN1;IGFBP5;INHBA;AKAP12;POSTN;ITGAV;SCUBE3;GPC3;DKK2;MMP14;RGS12;LMNA;FSTL1;FBN1;COL3A1;SOSTDC1;MCC;SLC8A1"
"99","GO:0023052","signaling","The entirety of a process in which information is transmitted within a biological system. This process begins with an active signal and ends when a cellular response has been triggered.","0.561% (32/5709)",7.294042e-05,4.14,"ENSG00000011465;ENSG00000077942;ENSG00000084636;ENSG00000087274;ENSG00000090863;ENSG00000097007;ENSG00000100234;ENSG00000101144;ENSG00000115306;ENSG00000115414;ENSG00000115461;ENSG00000122641;ENSG00000131016;ENSG00000133110;ENSG00000134871;ENSG00000136068;ENSG00000138448;ENSG00000145824;ENSG00000146197;ENSG00000147257;ENSG00000155011;ENSG00000157227;ENSG00000159788;ENSG00000160789;ENSG00000163430;ENSG00000163697;ENSG00000166147;ENSG00000168542;ENSG00000171243;ENSG00000171444;ENSG00000183023;ENSG00000187498","DCN;FBLN1;COL16A1;ADD1;GLG1;ABL1;TIMP3;BMP7;SPTBN1;FN1;IGFBP5;INHBA;AKAP12;POSTN;COL4A2;FLNB;ITGAV;CXCL14;SCUBE3;GPC3;DKK2;MMP14;RGS12;LMNA;FSTL1;APBB2;FBN1;COL3A1;SOSTDC1;MCC;SLC8A1;COL4A1"
"100","GO:0023057","negative regulation of signaling","Any process that stops, prevents, or reduces the frequency, rate or extent of a signaling process.","1.264% (17/1345)",4.695063e-07,6.33,"ENSG00000011465;ENSG00000077942;ENSG00000090863;ENSG00000097007;ENSG00000100234;ENSG00000101144;ENSG00000115461;ENSG00000122641;ENSG00000138448;ENSG00000147257;ENSG00000155011;ENSG00000157227;ENSG00000159788;ENSG00000160789;ENSG00000166147;ENSG00000171243;ENSG00000171444","DCN;FBLN1;GLG1;ABL1;TIMP3;BMP7;IGFBP5;INHBA;ITGAV;GPC3;DKK2;MMP14;RGS12;LMNA;FBN1;SOSTDC1;MCC"
"101","GO:0030111","regulation of Wnt signaling pathway","Any process that modulates the frequency, rate or extent of the activity of the Wnt signal transduction pathway.","1.362% (5/367)",0.006353372,2.2,"ENSG00000097007;ENSG00000147257;ENSG00000155011;ENSG00000171243;ENSG00000171444","ABL1;GPC3;DKK2;SOSTDC1;MCC"
"102","GO:0030154","cell differentiation","The process in which relatively unspecialized cells, e.g. embryonic or regenerative cells, acquire specialized structural and/or functional features that characterize the cells, tissues, or organs of the mature organism or some other relatively stable phase of the organism's life history. Differentiation includes the processes involved in commitment of a cell to a specific fate and its subsequent development to the mature state.","0.826% (32/3874)",4.88884e-09,8.31,"ENSG00000035403;ENSG00000050555;ENSG00000060718;ENSG00000077942;ENSG00000087274;ENSG00000090863;ENSG00000091136;ENSG00000097007;ENSG00000101144;ENSG00000111799;ENSG00000115306;ENSG00000115414;ENSG00000115461;ENSG00000122641;ENSG00000133110;ENSG00000134871;ENSG00000136068;ENSG00000138448;ENSG00000142156;ENSG00000145824;ENSG00000147257;ENSG00000157227;ENSG00000160789;ENSG00000162576;ENSG00000163430;ENSG00000163697;ENSG00000166147;ENSG00000167460;ENSG00000168542;ENSG00000171243;ENSG00000183023;ENSG00000187498","VCL;LAMC3;COL11A1;FBLN1;ADD1;GLG1;LAMB1;ABL1;BMP7;COL12A1;SPTBN1;FN1;IGFBP5;INHBA;POSTN;COL4A2;FLNB;ITGAV;COL6A1;CXCL14;GPC3;MMP14;LMNA;MXRA8;FSTL1;APBB2;FBN1;TPM4;COL3A1;SOSTDC1;SLC8A1;COL4A1"
"103","GO:0030155","regulation of cell adhesion","Any process that modulates the frequency, rate or extent of attachment of a cell to another cell or to the extracellular matrix.","1.341% (9/671)",0.0002524798,3.6,"ENSG00000035403;ENSG00000077942;ENSG00000084636;ENSG00000097007;ENSG00000101144;ENSG00000115414;ENSG00000133110;ENSG00000138448;ENSG00000157227","VCL;FBLN1;COL16A1;ABL1;BMP7;FN1;POSTN;ITGAV;MMP14"
"104","GO:0030162","regulation of proteolysis","Any process that modulates the frequency, rate or extent of the hydrolysis of a peptide bond or bonds within a protein.","1.057% (7/662)",0.005011407,2.3,"ENSG00000077942;ENSG00000090863;ENSG00000100234;ENSG00000115414;ENSG00000147257;ENSG00000157227;ENSG00000163359","FBLN1;GLG1;TIMP3;FN1;GPC3;MMP14;COL6A3"
"105","GO:0030178","negative regulation of Wnt signaling pathway","Any process that stops, prevents, or reduces the frequency, rate or extent of the Wnt signaling pathway.","1.905% (4/210)",0.004603068,2.34,"ENSG00000147257;ENSG00000155011;ENSG00000171243;ENSG00000171444","GPC3;DKK2;SOSTDC1;MCC"
"106","GO:0030183","B cell differentiation","The process in which a precursor cell type acquires the specialized features of a B cell. A B cell is a lymphocyte of B lineage with the phenotype CD19-positive and capable of B cell mediated immunity.","2.586% (3/116)",0.006169439,2.21,"ENSG00000097007;ENSG00000122641;ENSG00000157227","ABL1;INHBA;MMP14"
