"","GO.ID","term","definition","condition.genes_frequency","condition.pvalue","condition.-log10_pvalue","condition.Significant_genes","condition.Significant_genes_symbol"
"49","GO:0010646","regulation of cell communication","Any process that modulates the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment.","0.63% (21/3321)",0.0008655548,3.06,"ENSG00000049323;ENSG00000069275;ENSG00000087460;ENSG00000092421;ENSG00000102908;ENSG00000108821;ENSG00000114353;ENSG00000115461;ENSG00000116560;ENSG00000122870;ENSG00000124151;ENSG00000133110;ENSG00000142192;ENSG00000146938;ENSG00000150938;ENSG00000156052;ENSG00000166068;ENSG00000166326;ENSG00000170242;ENSG00000175387;ENSG00000196950","LTBP1;NUCKS1;GNAS;SEMA6A;NFAT5;COL1A1;GNAI2;IGFBP5;SFPQ;BICC1;NCOA3;POSTN;APP;NLGN4X;CRIM1;GNAQ;SPRED1;TRIM44;USP47;SMAD2;SLC39A10"
"50","GO:0010647","positive regulation of cell communication","Any process that increases the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment.","0.76% (13/1715)",0.002585889,2.59,"ENSG00000069275;ENSG00000087460;ENSG00000102908;ENSG00000108821;ENSG00000114353;ENSG00000115461;ENSG00000116560;ENSG00000142192;ENSG00000166068;ENSG00000166326;ENSG00000170242;ENSG00000175387;ENSG00000196950","NUCKS1;GNAS;NFAT5;COL1A1;GNAI2;IGFBP5;SFPQ;APP;SPRED1;TRIM44;USP47;SMAD2;SLC39A10"
"51","GO:0010648","negative regulation of cell communication","Any process that decreases the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment.","0.75% (10/1337)",0.009657943,2.02,"ENSG00000049323;ENSG00000092421;ENSG00000114353;ENSG00000115461;ENSG00000122870;ENSG00000146938;ENSG00000150938;ENSG00000166068;ENSG00000170242;ENSG00000175387","LTBP1;SEMA6A;GNAI2;IGFBP5;BICC1;NLGN4X;CRIM1;SPRED1;USP47;SMAD2"
"52","GO:0010717","regulation of epithelial to mesenchymal transition","Any process that modulates the rate, frequency, or extent of epithelial to mesenchymal transition. Epithelial to mesenchymal transition where an epithelial cell loses apical/basolateral polarity, severs intercellular adhesive junctions, degrades basement membrane components and becomes a migratory mesenchymal cell.","3.26% (3/92)",0.003296594,2.48,"ENSG00000108821;ENSG00000166068;ENSG00000175387","COL1A1;SPRED1;SMAD2"
"53","GO:0010799","regulation of peptidyl-threonine phosphorylation","Any process that modulates the frequency, rate or extent of peptidyl-threonine phosphorylation. Peptidyl-threonine phosphorylation is the phosphorylation of peptidyl-threonine to form peptidyl-O-phospho-L-threonine.","4.76% (2/42)",0.008182882,2.09,"ENSG00000142192;ENSG00000166068","APP;SPRED1"
"54","GO:0010810","regulation of cell-substrate adhesion","Any process that modulates the frequency, rate or extent of cell-substrate adhesion. Cell-substrate adhesion is the attachment of a cell to the underlying substrate via adhesion molecules.","1.92% (4/208)",0.004572376,2.34,"ENSG00000105810;ENSG00000108821;ENSG00000133110;ENSG00000173517","CDK6;COL1A1;POSTN;PEAK1"
"55","GO:0014002","astrocyte development","The process aimed at the progression of an astrocyte over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell. An astrocyte is the most abundant type of glial cell. Astrocytes provide support for neurons and regulate the environment in which they function.","7.89% (3/38)",0.000250389,3.6,"ENSG00000026025;ENSG00000105810;ENSG00000142192","VIM;CDK6;APP"
"56","GO:0014070","response to organic cyclic compound","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organic cyclic compound stimulus.","0.96% (8/833)",0.00500798,2.3,"ENSG00000087460;ENSG00000108821;ENSG00000115461;ENSG00000124151;ENSG00000133110;ENSG00000138668;ENSG00000142192;ENSG00000175387","GNAS;COL1A1;IGFBP5;NCOA3;POSTN;HNRNPD;APP;SMAD2"
"57","GO:0014911","positive regulation of smooth muscle cell migration","Any process that activates, maintains or increases the frequency, rate or extent of smooth muscle cell migration.","4.65% (2/43)",0.008564382,2.07,"ENSG00000115461;ENSG00000133110","IGFBP5;POSTN"
"58","GO:0016043","cellular component organization","A process that results in the assembly, arrangement of constituent parts, or disassembly of a cellular component.","0.54% (33/6134)",0.0001402748,3.85,"ENSG00000026025;ENSG00000069275;ENSG00000079819;ENSG00000083312;ENSG00000092421;ENSG00000107518;ENSG00000108821;ENSG00000110066;ENSG00000115461;ENSG00000116560;ENSG00000119596;ENSG00000124151;ENSG00000130635;ENSG00000133110;ENSG00000134871;ENSG00000138668;ENSG00000138688;ENSG00000142192;ENSG00000146463;ENSG00000146938;ENSG00000150938;ENSG00000157827;ENSG00000164692;ENSG00000169604;ENSG00000170242;ENSG00000172757;ENSG00000173482;ENSG00000173517;ENSG00000175387;ENSG00000187498;ENSG00000189079;ENSG00000196367;ENSG00000213079","VIM;NUCKS1;EPB41L2;TNPO1;SEMA6A;ATRNL1;COL1A1;KMT5B;IGFBP5;SFPQ;YLPM1;NCOA3;COL5A1;POSTN;COL4A2;HNRNPD;KIAA1109;APP;ZMYM4;NLGN4X;CRIM1;FMNL2;COL1A2;ANTXR1;USP47;CFL1;PTPRM;PEAK1;SMAD2;COL4A1;ARID2;TRRAP;SCAF8"
"59","GO:0016049","cell growth","The process in which a cell irreversibly increases in size over time by accretion and biosynthetic production of matter similar to that already present.","1.49% (7/470)",0.0007514389,3.12,"ENSG00000092421;ENSG00000115461;ENSG00000133110;ENSG00000138688;ENSG00000142192;ENSG00000150938;ENSG00000170242","SEMA6A;IGFBP5;POSTN;KIAA1109;APP;CRIM1;USP47"
"60","GO:0016477","cell migration","The controlled self-propelled movement of a cell from one site to a destination guided by molecular cues. Cell migration is a central process in the development and maintenance of multicellular organisms.","1.07% (15/1406)",2.388721e-05,4.62,"ENSG00000092421;ENSG00000107518;ENSG00000108821;ENSG00000114353;ENSG00000115461;ENSG00000130635;ENSG00000133110;ENSG00000142192;ENSG00000157827;ENSG00000164692;ENSG00000166068;ENSG00000172757;ENSG00000173482;ENSG00000173517;ENSG00000189079","SEMA6A;ATRNL1;COL1A1;GNAI2;IGFBP5;COL5A1;POSTN;APP;FMNL2;COL1A2;SPRED1;CFL1;PTPRM;PEAK1;ARID2"
"61","GO:0016525","negative regulation of angiogenesis","Any process that stops, prevents, or reduces the frequency, rate or extent of angiogenesis.","3.15% (4/127)",0.0007556512,3.12,"ENSG00000092421;ENSG00000134871;ENSG00000166068;ENSG00000173482","SEMA6A;COL4A2;SPRED1;PTPRM"
"62","GO:0017015","regulation of transforming growth factor beta receptor signaling pathway","Any process that modulates the frequency, rate or extent of activity of any TGF-beta receptor signaling pathway.","2.44% (3/123)",0.007405756,2.13,"ENSG00000049323;ENSG00000166068;ENSG00000175387","LTBP1;SPRED1;SMAD2"
"63","GO:0019222","regulation of metabolic process","Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism.","0.46% (29/6279)",0.009695378,2.01,"ENSG00000026025;ENSG00000069275;ENSG00000083312;ENSG00000087460;ENSG00000092421;ENSG00000102908;ENSG00000105810;ENSG00000108821;ENSG00000110066;ENSG00000114353;ENSG00000115461;ENSG00000116001;ENSG00000116560;ENSG00000119596;ENSG00000124151;ENSG00000138668;ENSG00000142192;ENSG00000150938;ENSG00000156052;ENSG00000164830;ENSG00000166068;ENSG00000166326;ENSG00000169604;ENSG00000170242;ENSG00000175387;ENSG00000189079;ENSG00000196367;ENSG00000196950;ENSG00000213079","VIM;NUCKS1;TNPO1;GNAS;SEMA6A;NFAT5;CDK6;COL1A1;KMT5B;GNAI2;IGFBP5;TIA1;SFPQ;YLPM1;NCOA3;HNRNPD;APP;CRIM1;GNAQ;OXR1;SPRED1;TRIM44;ANTXR1;USP47;SMAD2;ARID2;TRRAP;SLC39A10;SCAF8"
"64","GO:0019538","protein metabolic process","The chemical reactions and pathways involving a protein. Includes protein modification.","0.48% (26/5386)",0.009415469,2.03,"ENSG00000026025;ENSG00000049323;ENSG00000088179;ENSG00000092421;ENSG00000105810;ENSG00000110066;ENSG00000114353;ENSG00000115461;ENSG00000116001;ENSG00000116560;ENSG00000124151;ENSG00000138668;ENSG00000142192;ENSG00000150938;ENSG00000156052;ENSG00000164830;ENSG00000166068;ENSG00000166326;ENSG00000169604;ENSG00000170242;ENSG00000172757;ENSG00000173482;ENSG00000173517;ENSG00000175387;ENSG00000196367;ENSG00000196950","VIM;LTBP1;PTPN4;SEMA6A;CDK6;KMT5B;GNAI2;IGFBP5;TIA1;SFPQ;NCOA3;HNRNPD;APP;CRIM1;GNAQ;OXR1;SPRED1;TRIM44;ANTXR1;USP47;CFL1;PTPRM;PEAK1;SMAD2;TRRAP;SLC39A10"
"65","GO:0021782","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell.","2.65% (3/113)",0.005860806,2.23,"ENSG00000026025;ENSG00000105810;ENSG00000142192","VIM;CDK6;APP"
"66","GO:0022603","regulation of anatomical structure morphogenesis","Any process that modulates the frequency, rate or extent of anatomical structure morphogenesis.","0.84% (9/1075)",0.00704283,2.15,"ENSG00000092421;ENSG00000130635;ENSG00000133110;ENSG00000134871;ENSG00000146463;ENSG00000157827;ENSG00000166068;ENSG00000172757;ENSG00000173482","SEMA6A;COL5A1;POSTN;COL4A2;ZMYM4;FMNL2;SPRED1;CFL1;PTPRM"
"67","GO:0022610","biological adhesion","The attachment of a cell or organism to a substrate, another cell, or other organism. Biological adhesion includes intracellular attachment between membrane regions.","1.03% (14/1353)",6.789668e-05,4.17,"ENSG00000087460;ENSG00000092421;ENSG00000102908;ENSG00000105810;ENSG00000107518;ENSG00000108821;ENSG00000130635;ENSG00000133110;ENSG00000142192;ENSG00000143341;ENSG00000146938;ENSG00000169604;ENSG00000173482;ENSG00000173517","GNAS;SEMA6A;NFAT5;CDK6;ATRNL1;COL1A1;COL5A1;POSTN;APP;HMCN1;NLGN4X;ANTXR1;PTPRM;PEAK1"
"68","GO:0023051","regulation of signaling","Any process that modulates the frequency, rate or extent of a signaling process.","0.62% (21/3366)",0.001041343,2.98,"ENSG00000049323;ENSG00000069275;ENSG00000087460;ENSG00000092421;ENSG00000102908;ENSG00000108821;ENSG00000114353;ENSG00000115461;ENSG00000116560;ENSG00000122870;ENSG00000124151;ENSG00000133110;ENSG00000142192;ENSG00000146938;ENSG00000150938;ENSG00000156052;ENSG00000166068;ENSG00000166326;ENSG00000170242;ENSG00000175387;ENSG00000196950","LTBP1;NUCKS1;GNAS;SEMA6A;NFAT5;COL1A1;GNAI2;IGFBP5;SFPQ;BICC1;NCOA3;POSTN;APP;NLGN4X;CRIM1;GNAQ;SPRED1;TRIM44;USP47;SMAD2;SLC39A10"
"69","GO:0023052","signaling","The entirety of a process in which information is transmitted within a biological system. This process begins with an active signal and ends when a cellular response has been triggered.","0.53% (30/5639)",0.0005844309,3.23,"ENSG00000026025;ENSG00000049323;ENSG00000069275;ENSG00000087460;ENSG00000092421;ENSG00000102908;ENSG00000105810;ENSG00000107518;ENSG00000108821;ENSG00000114353;ENSG00000115461;ENSG00000116001;ENSG00000116560;ENSG00000122870;ENSG00000124151;ENSG00000133110;ENSG00000134871;ENSG00000142192;ENSG00000146938;ENSG00000150938;ENSG00000156052;ENSG00000164692;ENSG00000166068;ENSG00000166326;ENSG00000170242;ENSG00000172757;ENSG00000173482;ENSG00000175387;ENSG00000187498;ENSG00000196950","VIM;LTBP1;NUCKS1;GNAS;SEMA6A;NFAT5;CDK6;ATRNL1;COL1A1;GNAI2;IGFBP5;TIA1;SFPQ;BICC1;NCOA3;POSTN;COL4A2;APP;NLGN4X;CRIM1;GNAQ;COL1A2;SPRED1;TRIM44;USP47;CFL1;PTPRM;SMAD2;COL4A1;SLC39A10"
"70","GO:0023056","positive regulation of signaling","Any process that activates, maintains or increases the frequency, rate or extent of a signaling process.","0.76% (13/1721)",0.002667656,2.57,"ENSG00000069275;ENSG00000087460;ENSG00000102908;ENSG00000108821;ENSG00000114353;ENSG00000115461;ENSG00000116560;ENSG00000142192;ENSG00000166068;ENSG00000166326;ENSG00000170242;ENSG00000175387;ENSG00000196950","NUCKS1;GNAS;NFAT5;COL1A1;GNAI2;IGFBP5;SFPQ;APP;SPRED1;TRIM44;USP47;SMAD2;SLC39A10"
"71","GO:0023057","negative regulation of signaling","Any process that stops, prevents, or reduces the frequency, rate or extent of a signaling process.","0.75% (10/1339)",0.009755743,2.01,"ENSG00000049323;ENSG00000092421;ENSG00000114353;ENSG00000115461;ENSG00000122870;ENSG00000146938;ENSG00000150938;ENSG00000166068;ENSG00000170242;ENSG00000175387","LTBP1;SEMA6A;GNAI2;IGFBP5;BICC1;NLGN4X;CRIM1;SPRED1;USP47;SMAD2"
"72","GO:0030111","regulation of Wnt signaling pathway","Any process that modulates the frequency, rate or extent of the activity of the Wnt signal transduction pathway.","1.39% (5/359)",0.005985668,2.22,"ENSG00000108821;ENSG00000122870;ENSG00000142192;ENSG00000156052;ENSG00000170242","COL1A1;BICC1;APP;GNAQ;USP47"
"73","GO:0030154","cell differentiation","The process in which relatively unspecialized cells, e.g. embryonic or regenerative cells, acquire specialized structural and/or functional features that characterize the cells, tissues, or organs of the mature organism or some other relatively stable phase of the organism's life history. Differentiation includes the processes involved in commitment of a cell to a specific fate and its subsequent development to the mature state.","0.57% (22/3846)",0.002442543,2.61,"ENSG00000026025;ENSG00000087460;ENSG00000092421;ENSG00000105810;ENSG00000107518;ENSG00000108821;ENSG00000115461;ENSG00000124151;ENSG00000130635;ENSG00000133110;ENSG00000134871;ENSG00000138688;ENSG00000142192;ENSG00000146938;ENSG00000150938;ENSG00000166068;ENSG00000169604;ENSG00000172757;ENSG00000173482;ENSG00000173517;ENSG00000175387;ENSG00000187498","VIM;GNAS;SEMA6A;CDK6;ATRNL1;COL1A1;IGFBP5;NCOA3;COL5A1;POSTN;COL4A2;KIAA1109;APP;NLGN4X;CRIM1;SPRED1;ANTXR1;CFL1;PTPRM;PEAK1;SMAD2;COL4A1"
"74","GO:0030168","platelet activation","A series of progressive, overlapping events triggered by exposure of the platelets to subendothelial tissue. These events include shape change, adhesiveness, aggregation, and release reactions. When carried through to completion, these events lead to the formation of a stable hemostatic plug.","2.78% (4/144)",0.001206427,2.92,"ENSG00000087460;ENSG00000108821;ENSG00000156052;ENSG00000164692","GNAS;COL1A1;GNAQ;COL1A2"
"75","GO:0030198","extracellular matrix organization","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of an extracellular matrix.","2.13% (8/375)",2.492777e-05,4.6,"ENSG00000108821;ENSG00000130635;ENSG00000133110;ENSG00000134871;ENSG00000142192;ENSG00000164692;ENSG00000169604;ENSG00000187498","COL1A1;COL5A1;POSTN;COL4A2;APP;COL1A2;ANTXR1;COL4A1"
"76","GO:0030199","collagen fibril organization","Any process that determines the size and arrangement of collagen fibrils within an extracellular matrix.","5.77% (3/52)",0.0006353515,3.2,"ENSG00000108821;ENSG00000130635;ENSG00000164692","COL1A1;COL5A1;COL1A2"
"77","GO:0030278","regulation of ossification","Any process that modulates the frequency, rate or extent of ossification, the formation of bone or of a bony substance or the conversion of fibrous tissue or of cartilage into bone or a bony substance.","2.01% (4/199)",0.003908112,2.41,"ENSG00000087460;ENSG00000105810;ENSG00000115461;ENSG00000150938","GNAS;CDK6;IGFBP5;CRIM1"
"78","GO:0030279","negative regulation of ossification","Any process that stops, prevents, or reduces the frequency, rate or extent of ossification, the formation of bone or of a bony substance or the conversion of fibrous tissue or of cartilage into bone or a bony substance.","4% (3/75)",0.001842325,2.73,"ENSG00000105810;ENSG00000115461;ENSG00000150938","CDK6;IGFBP5;CRIM1"
"79","GO:0030334","regulation of cell migration","Any process that modulates the frequency, rate or extent of cell migration.","1.03% (9/870)",0.001722318,2.76,"ENSG00000092421;ENSG00000108821;ENSG00000114353;ENSG00000115461;ENSG00000133110;ENSG00000142192;ENSG00000166068;ENSG00000173482;ENSG00000189079","SEMA6A;COL1A1;GNAI2;IGFBP5;POSTN;APP;SPRED1;PTPRM;ARID2"
"80","GO:0030335","positive regulation of cell migration","Any process that activates or increases the frequency, rate or extent of cell migration.","1.16% (6/518)",0.006347756,2.2,"ENSG00000092421;ENSG00000108821;ENSG00000114353;ENSG00000115461;ENSG00000133110;ENSG00000142192","SEMA6A;COL1A1;GNAI2;IGFBP5;POSTN;APP"
"81","GO:0030512","negative regulation of transforming growth factor beta receptor signaling pathway","Any process that stops, prevents, or reduces the frequency, rate or extent of any TGF-beta receptor signaling pathway.","3.7% (3/81)",0.002296333,2.64,"ENSG00000049323;ENSG00000166068;ENSG00000175387","LTBP1;SPRED1;SMAD2"
"82","GO:0030534","adult behavior","Behavior in a fully developed and mature organism.","2.26% (3/133)",0.009170825,2.04,"ENSG00000142192;ENSG00000146938;ENSG00000164830","APP;NLGN4X;OXR1"
"83","GO:0030866","cortical actin cytoskeleton organization","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of actin-based cytoskeletal structures in the cell cortex, i.e. just beneath the plasma membrane.","5.13% (2/39)",0.007086098,2.15,"ENSG00000079819;ENSG00000157827","EPB41L2;FMNL2"
"84","GO:0031323","regulation of cellular metabolic process","Any process that modulates the frequency, rate or extent of the chemical reactions and pathways by which individual cells transform chemical substances.","0.48% (28/5779)",0.005630963,2.25,"ENSG00000026025;ENSG00000069275;ENSG00000083312;ENSG00000092421;ENSG00000102908;ENSG00000105810;ENSG00000108821;ENSG00000110066;ENSG00000114353;ENSG00000115461;ENSG00000116001;ENSG00000116560;ENSG00000119596;ENSG00000124151;ENSG00000138668;ENSG00000142192;ENSG00000150938;ENSG00000156052;ENSG00000164830;ENSG00000166068;ENSG00000166326;ENSG00000169604;ENSG00000170242;ENSG00000175387;ENSG00000189079;ENSG00000196367;ENSG00000196950;ENSG00000213079","VIM;NUCKS1;TNPO1;SEMA6A;NFAT5;CDK6;COL1A1;KMT5B;GNAI2;IGFBP5;TIA1;SFPQ;YLPM1;NCOA3;HNRNPD;APP;CRIM1;GNAQ;OXR1;SPRED1;TRIM44;ANTXR1;USP47;SMAD2;ARID2;TRRAP;SLC39A10;SCAF8"
"85","GO:0031324","negative regulation of cellular metabolic process","Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways by which individual cells transform chemical substances.","0.64% (16/2509)",0.004415518,2.36,"ENSG00000092421;ENSG00000105810;ENSG00000114353;ENSG00000115461;ENSG00000116001;ENSG00000116560;ENSG00000138668;ENSG00000142192;ENSG00000150938;ENSG00000156052;ENSG00000164830;ENSG00000166068;ENSG00000166326;ENSG00000170242;ENSG00000175387;ENSG00000213079","SEMA6A;CDK6;GNAI2;IGFBP5;TIA1;SFPQ;HNRNPD;APP;CRIM1;GNAQ;OXR1;SPRED1;TRIM44;USP47;SMAD2;SCAF8"
"86","GO:0031589","cell-substrate adhesion","The attachment of a cell to the underlying substrate via adhesion molecules.","1.73% (6/347)",0.0008588875,3.07,"ENSG00000105810;ENSG00000107518;ENSG00000108821;ENSG00000133110;ENSG00000169604;ENSG00000173517","CDK6;ATRNL1;COL1A1;POSTN;ANTXR1;PEAK1"
"87","GO:0032268","regulation of cellular protein metabolic process","Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving a protein, occurring at the level of an individual cell.","0.61% (15/2474)",0.009704313,2.01,"ENSG00000026025;ENSG00000092421;ENSG00000114353;ENSG00000115461;ENSG00000116001;ENSG00000138668;ENSG00000142192;ENSG00000150938;ENSG00000156052;ENSG00000164830;ENSG00000166068;ENSG00000166326;ENSG00000169604;ENSG00000170242;ENSG00000196950","VIM;SEMA6A;GNAI2;IGFBP5;TIA1;HNRNPD;APP;CRIM1;GNAQ;OXR1;SPRED1;TRIM44;ANTXR1;USP47;SLC39A10"
"88","GO:0032269","negative regulation of cellular protein metabolic process","Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving a protein, occurring at the level of an individual cell.","1.2% (12/996)",6.026356e-05,4.22,"ENSG00000092421;ENSG00000114353;ENSG00000115461;ENSG00000116001;ENSG00000138668;ENSG00000142192;ENSG00000150938;ENSG00000156052;ENSG00000164830;ENSG00000166068;ENSG00000166326;ENSG00000170242","SEMA6A;GNAI2;IGFBP5;TIA1;HNRNPD;APP;CRIM1;GNAQ;OXR1;SPRED1;TRIM44;USP47"
"89","GO:0032355","response to estradiol","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of stimulus by estradiol, a C18 steroid hormone hydroxylated at C3 and C17 that acts as a potent estrogen.","2.94% (4/136)",0.0009758139,3.01,"ENSG00000108821;ENSG00000124151;ENSG00000133110;ENSG00000138668","COL1A1;NCOA3;POSTN;HNRNPD"
"90","GO:0032501","multicellular organismal process","Any biological process, occurring at the level of a multicellular organism, pertinent to its function.","0.53% (35/6648)",9.473113e-05,4.02,"ENSG00000026025;ENSG00000049323;ENSG00000087460;ENSG00000092421;ENSG00000102908;ENSG00000105810;ENSG00000107518;ENSG00000108821;ENSG00000110066;ENSG00000114353;ENSG00000115461;ENSG00000115677;ENSG00000116001;ENSG00000122870;ENSG00000124151;ENSG00000130635;ENSG00000133110;ENSG00000134871;ENSG00000138668;ENSG00000138688;ENSG00000142192;ENSG00000143341;ENSG00000146463;ENSG00000146938;ENSG00000150938;ENSG00000156052;ENSG00000164692;ENSG00000164830;ENSG00000166068;ENSG00000169604;ENSG00000172757;ENSG00000173482;ENSG00000175387;ENSG00000187498;ENSG00000189079","VIM;LTBP1;GNAS;SEMA6A;NFAT5;CDK6;ATRNL1;COL1A1;KMT5B;GNAI2;IGFBP5;HDLBP;TIA1;BICC1;NCOA3;COL5A1;POSTN;COL4A2;HNRNPD;KIAA1109;APP;HMCN1;ZMYM4;NLGN4X;CRIM1;GNAQ;COL1A2;OXR1;SPRED1;ANTXR1;CFL1;PTPRM;SMAD2;COL4A1;ARID2"
"91","GO:0032502","developmental process","A biological process whose specific outcome is the progression of an integrated living unit: an anatomical structure (which may be a subcellular structure, cell, tissue, or organ), or organism over time from an initial condition to a later condition.","0.52% (30/5818)",0.001068007,2.97,"ENSG00000026025;ENSG00000049323;ENSG00000087460;ENSG00000092421;ENSG00000105810;ENSG00000107518;ENSG00000108821;ENSG00000110066;ENSG00000115461;ENSG00000122870;ENSG00000124151;ENSG00000130635;ENSG00000133110;ENSG00000134871;ENSG00000138668;ENSG00000138688;ENSG00000142192;ENSG00000146463;ENSG00000146938;ENSG00000150938;ENSG00000157827;ENSG00000164692;ENSG00000166068;ENSG00000169604;ENSG00000172757;ENSG00000173482;ENSG00000173517;ENSG00000175387;ENSG00000187498;ENSG00000189079","VIM;LTBP1;GNAS;SEMA6A;CDK6;ATRNL1;COL1A1;KMT5B;IGFBP5;BICC1;NCOA3;COL5A1;POSTN;COL4A2;HNRNPD;KIAA1109;APP;ZMYM4;NLGN4X;CRIM1;FMNL2;COL1A2;SPRED1;ANTXR1;CFL1;PTPRM;PEAK1;SMAD2;COL4A1;ARID2"
"92","GO:0032963","collagen metabolic process","The chemical reactions and pathways involving collagen, any of a group of fibrous proteins of very high tensile strength that form the main component of connective tissue in animals. Collagen is highly enriched in glycine (some regions are 33% glycine) and proline, occurring predominantly as 3-hydroxyproline (about 20%).","3.96% (4/101)",0.0003175595,3.5,"ENSG00000026025;ENSG00000108821;ENSG00000130635;ENSG00000164692","VIM;COL1A1;COL5A1;COL1A2"
"93","GO:0032964","collagen biosynthetic process","The chemical reactions and pathways resulting in the formation of collagen, any of a group of fibrous proteins of very high tensile strength that form the main component of connective tissue in animals. Collagen is highly enriched in glycine (some regions are 33% glycine) and proline, occurring predominantly as 3-hydroxyproline (about 20%).","6.67% (3/45)",0.0004145052,3.38,"ENSG00000026025;ENSG00000108821;ENSG00000130635","VIM;COL1A1;COL5A1"
"94","GO:0032989","cellular component morphogenesis","The process in which cellular structures, including whole cells or cell parts, are generated and organized.","0.9% (10/1107)",0.002553556,2.59,"ENSG00000092421;ENSG00000107518;ENSG00000133110;ENSG00000142192;ENSG00000146463;ENSG00000157827;ENSG00000169604;ENSG00000172757;ENSG00000173482;ENSG00000173517","SEMA6A;ATRNL1;POSTN;APP;ZMYM4;FMNL2;ANTXR1;CFL1;PTPRM;PEAK1"
"95","GO:0034097","response to cytokine","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cytokine stimulus.","0.85% (9/1065)",0.00663399,2.18,"ENSG00000026025;ENSG00000088179;ENSG00000102908;ENSG00000108821;ENSG00000133110;ENSG00000142192;ENSG00000164692;ENSG00000166326;ENSG00000172757","VIM;PTPN4;NFAT5;COL1A1;POSTN;APP;COL1A2;TRIM44;CFL1"
"96","GO:0034446","substrate adhesion-dependent cell spreading","The morphogenetic process that results in flattening of a cell as a consequence of its adhesion to a substrate.","3.81% (4/105)",0.0003682756,3.43,"ENSG00000107518;ENSG00000133110;ENSG00000169604;ENSG00000173517","ATRNL1;POSTN;ANTXR1;PEAK1"
"97","GO:0035239","tube morphogenesis","The process in which the anatomical structures of a tube are generated and organized. Epithelial and endothelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues, with tube shape and organization varying from the single-celled excretory organ in Caenorhabditis elegans to the branching trees of the mammalian kidney and insect tracheal system.","0.94% (8/851)",0.005688558,2.24,"ENSG00000092421;ENSG00000134871;ENSG00000166068;ENSG00000172757;ENSG00000173482;ENSG00000175387;ENSG00000187498;ENSG00000189079","SEMA6A;COL4A2;SPRED1;CFL1;PTPRM;SMAD2;COL4A1;ARID2"
"98","GO:0035295","tube development","The process whose specific outcome is the progression of a tube over time, from its initial formation to a mature structure. Epithelial and endothelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues including lung and trachea, kidney, the mammary gland, the vascular system and the gastrointestinal and urinary-genital tracts.","0.87% (9/1035)",0.005517416,2.26,"ENSG00000092421;ENSG00000115461;ENSG00000134871;ENSG00000166068;ENSG00000172757;ENSG00000173482;ENSG00000175387;ENSG00000187498;ENSG00000189079","SEMA6A;IGFBP5;COL4A2;SPRED1;CFL1;PTPRM;SMAD2;COL4A1;ARID2"
"99","GO:0035987","endodermal cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of an endoderm cell, a cell of the inner of the three germ layers of the embryo.","4.88% (2/41)",0.0078093,2.11,"ENSG00000130635;ENSG00000134871","COL5A1;COL4A2"
"100","GO:0036075","replacement ossification","Ossification that requires the replacement of a preexisting tissue prior to bone tissue formation.","6.67% (2/30)",0.004237856,2.37,"ENSG00000087460;ENSG00000108821","GNAS;COL1A1"
