"","GO.ID","term","definition","condition.genes_frequency","condition.pvalue","condition.-log10_pvalue","condition.Significant_genes","condition.Significant_genes_symbol"
"58","GO:0030104","water homeostasis","Any process involved in the maintenance of an internal steady state of water within an organism or cell.","4.11% (3/73)",0.001605832,2.79,"ENSG00000073282;ENSG00000175793;ENSG00000182197","TP63;SFN;EXT1"
"59","GO:0030154","cell differentiation","The process in which relatively unspecialized cells, e.g. embryonic or regenerative cells, acquire specialized structural and/or functional features that characterize the cells, tissues, or organs of the mature organism or some other relatively stable phase of the organism's life history. Differentiation includes the processes involved in commitment of a cell to a specific fate and its subsequent development to the mature state.","0.75% (29/3846)",3.147933e-07,6.5,"ENSG00000039560;ENSG00000054267;ENSG00000055609;ENSG00000073282;ENSG00000091136;ENSG00000111962;ENSG00000115306;ENSG00000115461;ENSG00000115904;ENSG00000127152;ENSG00000130939;ENSG00000134762;ENSG00000138814;ENSG00000139083;ENSG00000151150;ENSG00000152767;ENSG00000154380;ENSG00000154556;ENSG00000165973;ENSG00000169760;ENSG00000170421;ENSG00000175793;ENSG00000178568;ENSG00000178573;ENSG00000182197;ENSG00000182871;ENSG00000182985;ENSG00000184304;ENSG00000196924","RAI14;ARID4B;KMT2C;TP63;LAMB1;UST;SPTBN1;IGFBP5;SOS1;BCL11B;UBE4B;DSC3;PPP3CA;ETV6;ANK3;FARP1;ENAH;SORBS2;NELL1;NLGN1;KRT8;SFN;ERBB4;MAF;EXT1;COL18A1;CADM1;PRKD1;FLNA"
"60","GO:0030182","neuron differentiation","The process in which a relatively unspecialized cell acquires specialized features of a neuron.","1.03% (14/1355)",5.367787e-05,4.27,"ENSG00000091136;ENSG00000111962;ENSG00000115306;ENSG00000115904;ENSG00000127152;ENSG00000130939;ENSG00000138814;ENSG00000151150;ENSG00000152767;ENSG00000154380;ENSG00000169760;ENSG00000178568;ENSG00000182197;ENSG00000184304","LAMB1;UST;SPTBN1;SOS1;BCL11B;UBE4B;PPP3CA;ANK3;FARP1;ENAH;NLGN1;ERBB4;EXT1;PRKD1"
"61","GO:0030216","keratinocyte differentiation","The process in which a relatively unspecialized cell acquires specialized features of a keratinocyte.","2.62% (5/191)",0.000339067,3.47,"ENSG00000073282;ENSG00000127152;ENSG00000134762;ENSG00000170421;ENSG00000175793","TP63;BCL11B;DSC3;KRT8;SFN"
"62","GO:0030278","regulation of ossification","Any process that modulates the frequency, rate or extent of ossification, the formation of bone or of a bony substance or the conversion of fibrous tissue or of cartilage into bone or a bony substance.","2.01% (4/199)",0.0036259,2.44,"ENSG00000073282;ENSG00000115461;ENSG00000165973;ENSG00000184304","TP63;IGFBP5;NELL1;PRKD1"
"63","GO:0030334","regulation of cell migration","Any process that modulates the frequency, rate or extent of cell migration.","0.92% (8/870)",0.005704954,2.24,"ENSG00000091136;ENSG00000115461;ENSG00000138814;ENSG00000172403;ENSG00000178568;ENSG00000182871;ENSG00000184304;ENSG00000196924","LAMB1;IGFBP5;PPP3CA;SYNPO2;ERBB4;COL18A1;PRKD1;FLNA"
"64","GO:0030335","positive regulation of cell migration","Any process that activates or increases the frequency, rate or extent of cell migration.","1.35% (7/518)",0.001169493,2.93,"ENSG00000091136;ENSG00000115461;ENSG00000138814;ENSG00000172403;ENSG00000182871;ENSG00000184304;ENSG00000196924","LAMB1;IGFBP5;PPP3CA;SYNPO2;COL18A1;PRKD1;FLNA"
"65","GO:0030855","epithelial cell differentiation","The process in which a relatively unspecialized cell acquires specialized features of an epithelial cell, any of the cells making up an epithelium.","1.7% (11/647)",4.374536e-06,5.36,"ENSG00000054267;ENSG00000073282;ENSG00000127152;ENSG00000134762;ENSG00000170421;ENSG00000175793;ENSG00000178568;ENSG00000178573;ENSG00000182197;ENSG00000182871;ENSG00000196924","ARID4B;TP63;BCL11B;DSC3;KRT8;SFN;ERBB4;MAF;EXT1;COL18A1;FLNA"
"66","GO:0030900","forebrain development","The process whose specific outcome is the progression of the forebrain over time, from its formation to the mature structure. The forebrain is the anterior of the three primary divisions of the developing chordate brain or the corresponding part of the adult brain (in vertebrates, includes especially the cerebral hemispheres, the thalamus, and the hypothalamus and especially in higher vertebrates is the main control center for sensory and associative information processing, visceral functions, and voluntary motor functions).","1.32% (5/380)",0.006939523,2.16,"ENSG00000091136;ENSG00000127152;ENSG00000178568;ENSG00000182197;ENSG00000196924","LAMB1;BCL11B;ERBB4;EXT1;FLNA"
"67","GO:0031069","hair follicle morphogenesis","The process in which the anatomical structures of the hair follicle are generated and organized.","6.9% (2/29)",0.003806256,2.42,"ENSG00000073282;ENSG00000115461","TP63;IGFBP5"
"68","GO:0031175","neuron projection development","The process whose specific outcome is the progression of a neuron projection over time, from its formation to the mature structure. A neuron projection is any process extending from a neural cell, such as axons or dendrites (collectively called neurites).","1.32% (13/986)",8.219987e-06,5.09,"ENSG00000091136;ENSG00000111962;ENSG00000115306;ENSG00000115904;ENSG00000127152;ENSG00000130939;ENSG00000138814;ENSG00000151150;ENSG00000152767;ENSG00000154380;ENSG00000169760;ENSG00000182197;ENSG00000184304","LAMB1;UST;SPTBN1;SOS1;BCL11B;UBE4B;PPP3CA;ANK3;FARP1;ENAH;NLGN1;EXT1;PRKD1"
"69","GO:0031343","positive regulation of cell killing","Any process that activates or increases the frequency, rate or extent of cell killing.","4.55% (2/44)",0.008604113,2.07,"ENSG00000111640;ENSG00000182985","GAPDH;CADM1"
"70","GO:0031424","keratinization","The process in which the cytoplasm of the outermost cells of the vertebrate epidermis is replaced by keratin. Keratinization occurs in the stratum corneum, feathers, hair, claws, nails, hooves, and horns.","2.68% (3/112)",0.005396853,2.27,"ENSG00000134762;ENSG00000170421;ENSG00000175793","DSC3;KRT8;SFN"
"71","GO:0032386","regulation of intracellular transport","Any process that modulates the frequency, rate or extent of the directed movement of substances within cells.","1.38% (6/436)",0.002465955,2.61,"ENSG00000147044;ENSG00000151150;ENSG00000169760;ENSG00000175793;ENSG00000184304;ENSG00000196924","CASK;ANK3;NLGN1;SFN;PRKD1;FLNA"
"72","GO:0032388","positive regulation of intracellular transport","Any process that activates or increases the frequency, rate or extent of the directed movement of substances within cells.","2.26% (5/221)",0.0006596823,3.18,"ENSG00000151150;ENSG00000169760;ENSG00000175793;ENSG00000184304;ENSG00000196924","ANK3;NLGN1;SFN;PRKD1;FLNA"
"73","GO:0032501","multicellular organismal process","Any biological process, occurring at the level of a multicellular organism, pertinent to its function.","0.53% (35/6648)",4.692567e-05,4.33,"ENSG00000039560;ENSG00000054267;ENSG00000055609;ENSG00000073282;ENSG00000091136;ENSG00000111640;ENSG00000111962;ENSG00000115306;ENSG00000115461;ENSG00000115904;ENSG00000127152;ENSG00000130939;ENSG00000134762;ENSG00000138814;ENSG00000139083;ENSG00000144596;ENSG00000145681;ENSG00000145819;ENSG00000151150;ENSG00000152767;ENSG00000154380;ENSG00000154556;ENSG00000165379;ENSG00000165973;ENSG00000169760;ENSG00000170421;ENSG00000175793;ENSG00000178568;ENSG00000178573;ENSG00000182197;ENSG00000182674;ENSG00000182871;ENSG00000182985;ENSG00000184304;ENSG00000196924","RAI14;ARID4B;KMT2C;TP63;LAMB1;GAPDH;UST;SPTBN1;IGFBP5;SOS1;BCL11B;UBE4B;DSC3;PPP3CA;ETV6;GRIP2;HAPLN1;ARHGAP26;ANK3;FARP1;ENAH;SORBS2;LRFN5;NELL1;NLGN1;KRT8;SFN;ERBB4;MAF;EXT1;KCNB2;COL18A1;CADM1;PRKD1;FLNA"
"74","GO:0032502","developmental process","A biological process whose specific outcome is the progression of an integrated living unit: an anatomical structure (which may be a subcellular structure, cell, tissue, or organ), or organism over time from an initial condition to a later condition.","0.57% (33/5818)",2.122582e-05,4.67,"ENSG00000039560;ENSG00000054267;ENSG00000055609;ENSG00000073282;ENSG00000091136;ENSG00000111962;ENSG00000115306;ENSG00000115461;ENSG00000115904;ENSG00000127152;ENSG00000128585;ENSG00000130939;ENSG00000134762;ENSG00000138814;ENSG00000139083;ENSG00000145681;ENSG00000145819;ENSG00000151150;ENSG00000152767;ENSG00000154380;ENSG00000154556;ENSG00000165379;ENSG00000165973;ENSG00000169760;ENSG00000170421;ENSG00000175793;ENSG00000178568;ENSG00000178573;ENSG00000182197;ENSG00000182871;ENSG00000182985;ENSG00000184304;ENSG00000196924","RAI14;ARID4B;KMT2C;TP63;LAMB1;UST;SPTBN1;IGFBP5;SOS1;BCL11B;MKLN1;UBE4B;DSC3;PPP3CA;ETV6;HAPLN1;ARHGAP26;ANK3;FARP1;ENAH;SORBS2;LRFN5;NELL1;NLGN1;KRT8;SFN;ERBB4;MAF;EXT1;COL18A1;CADM1;PRKD1;FLNA"
"75","GO:0032879","regulation of localization","Any process that modulates the frequency, rate or extent of any process in which a cell, a substance, or a cellular entity is transported to, or maintained in, a specific location.","0.73% (19/2615)",0.0002194027,3.66,"ENSG00000073282;ENSG00000091136;ENSG00000111640;ENSG00000115306;ENSG00000115461;ENSG00000128585;ENSG00000138814;ENSG00000147044;ENSG00000151150;ENSG00000151474;ENSG00000169760;ENSG00000172403;ENSG00000175793;ENSG00000178568;ENSG00000182674;ENSG00000182871;ENSG00000182985;ENSG00000184304;ENSG00000196924","TP63;LAMB1;GAPDH;SPTBN1;IGFBP5;MKLN1;PPP3CA;CASK;ANK3;FRMD4A;NLGN1;SYNPO2;SFN;ERBB4;KCNB2;COL18A1;CADM1;PRKD1;FLNA"
"76","GO:0032880","regulation of protein localization","Any process that modulates the frequency, rate or extent of any process in which a protein is transported to, or maintained in, a specific location.","1.32% (12/907)",1.918895e-05,4.72,"ENSG00000073282;ENSG00000111640;ENSG00000115306;ENSG00000138814;ENSG00000151150;ENSG00000151474;ENSG00000169760;ENSG00000175793;ENSG00000178568;ENSG00000182985;ENSG00000184304;ENSG00000196924","TP63;GAPDH;SPTBN1;PPP3CA;ANK3;FRMD4A;NLGN1;SFN;ERBB4;CADM1;PRKD1;FLNA"
"77","GO:0032989","cellular component morphogenesis","The process in which cellular structures, including whole cells or cell parts, are generated and organized.","1.36% (15/1107)",9.48528e-07,6.02,"ENSG00000091136;ENSG00000111962;ENSG00000115306;ENSG00000115904;ENSG00000127152;ENSG00000128585;ENSG00000138814;ENSG00000151150;ENSG00000152767;ENSG00000154380;ENSG00000169760;ENSG00000170421;ENSG00000182197;ENSG00000182871;ENSG00000196924","LAMB1;UST;SPTBN1;SOS1;BCL11B;MKLN1;PPP3CA;ANK3;FARP1;ENAH;NLGN1;KRT8;EXT1;COL18A1;FLNA"
"78","GO:0032990","cell part morphogenesis","The process in which the anatomical structures of a cell part are generated and organized.","1.45% (10/691)",5.103328e-05,4.29,"ENSG00000111962;ENSG00000115306;ENSG00000115904;ENSG00000127152;ENSG00000138814;ENSG00000151150;ENSG00000152767;ENSG00000154380;ENSG00000169760;ENSG00000182197","UST;SPTBN1;SOS1;BCL11B;PPP3CA;ANK3;FARP1;ENAH;NLGN1;EXT1"
"79","GO:0033036","macromolecule localization","Any process in which a macromolecule is transported to, or maintained in, a specific location.","0.57% (17/2975)",0.007946261,2.1,"ENSG00000073282;ENSG00000111640;ENSG00000115306;ENSG00000132549;ENSG00000138814;ENSG00000144596;ENSG00000151150;ENSG00000151474;ENSG00000152520;ENSG00000169760;ENSG00000175115;ENSG00000175793;ENSG00000178568;ENSG00000182674;ENSG00000182985;ENSG00000184304;ENSG00000196924","TP63;GAPDH;SPTBN1;VPS13B;PPP3CA;GRIP2;ANK3;FRMD4A;PAN3;NLGN1;PACS1;SFN;ERBB4;KCNB2;CADM1;PRKD1;FLNA"
"80","GO:0033157","regulation of intracellular protein transport","Any process that modulates the frequency, rate or extent of the directed movement of proteins within cells.","1.67% (4/239)",0.006913165,2.16,"ENSG00000151150;ENSG00000175793;ENSG00000184304;ENSG00000196924","ANK3;SFN;PRKD1;FLNA"
"81","GO:0033561","regulation of water loss via skin","A process that modulates the rate or extent of water loss from an organism via the skin.","7.14% (2/28)",0.003550933,2.45,"ENSG00000073282;ENSG00000175793","TP63;SFN"
"82","GO:0034613","cellular protein localization","Any process in which a protein is transported to, and/or maintained in, a specific location at the level of a cell. Localization at the cellular level encompasses movement within the cell, from within the cell to the cell surface, or from one location to another at the surface of a cell.","0.69% (13/1897)",0.005142511,2.29,"ENSG00000073282;ENSG00000115306;ENSG00000138814;ENSG00000144596;ENSG00000151150;ENSG00000152520;ENSG00000169760;ENSG00000175115;ENSG00000175793;ENSG00000178568;ENSG00000182674;ENSG00000184304;ENSG00000196924","TP63;SPTBN1;PPP3CA;GRIP2;ANK3;PAN3;NLGN1;PACS1;SFN;ERBB4;KCNB2;PRKD1;FLNA"
"83","GO:0038128","ERBB2 signaling pathway","A series of molecular signals initiated by binding of a ligand to a member of the ERBB family of receptors on the surface of a cell, where the signal is transmitted by ERBB2. The pathway ends with regulation of a downstream cellular process, e.g. transcription. ERBB2 receptors are themselves unable to bind to ligands, but act as a signal-amplifying tyrosine kinase within a heterodimeric pair.","6.45% (2/31)",0.004341785,2.36,"ENSG00000115904;ENSG00000178568","SOS1;ERBB4"
"84","GO:0040011","locomotion","Self-propelled movement of a cell or organism from one location to another.","0.74% (13/1759)",0.002656358,2.58,"ENSG00000091136;ENSG00000115306;ENSG00000115461;ENSG00000115904;ENSG00000127152;ENSG00000138814;ENSG00000154380;ENSG00000172403;ENSG00000178568;ENSG00000182197;ENSG00000182871;ENSG00000184304;ENSG00000196924","LAMB1;SPTBN1;IGFBP5;SOS1;BCL11B;PPP3CA;ENAH;SYNPO2;ERBB4;EXT1;COL18A1;PRKD1;FLNA"
"85","GO:0040017","positive regulation of locomotion","Any process that activates or increases the frequency, rate or extent of locomotion of a cell or organism.","1.24% (7/564)",0.00190615,2.72,"ENSG00000091136;ENSG00000115461;ENSG00000138814;ENSG00000172403;ENSG00000182871;ENSG00000184304;ENSG00000196924","LAMB1;IGFBP5;PPP3CA;SYNPO2;COL18A1;PRKD1;FLNA"
"86","GO:0042127","regulation of cell proliferation","Any process that modulates the frequency, rate or extent of cell proliferation.","0.78% (12/1532)",0.002484376,2.6,"ENSG00000073282;ENSG00000091136;ENSG00000115461;ENSG00000115904;ENSG00000127152;ENSG00000147044;ENSG00000165973;ENSG00000175793;ENSG00000178568;ENSG00000182871;ENSG00000184304;ENSG00000196924","TP63;LAMB1;IGFBP5;SOS1;BCL11B;CASK;NELL1;SFN;ERBB4;COL18A1;PRKD1;FLNA"
"87","GO:0042303","molting cycle","The periodic casting off and regeneration of an outer covering of cuticle, feathers, hair, horns, skin, etc.","2.75% (3/109)",0.005004101,2.3,"ENSG00000073282;ENSG00000115461;ENSG00000115904","TP63;IGFBP5;SOS1"
"88","GO:0042307","positive regulation of protein import into nucleus","Any process that activates or increases the frequency, rate or extent of movement of proteins from the cytoplasm into the nucleus.","4.88% (2/41)",0.007503379,2.12,"ENSG00000184304;ENSG00000196924","PRKD1;FLNA"
"89","GO:0042330","taxis","The directed movement of a motile cell or organism in response to an external stimulus.","1.04% (6/575)",0.009387573,2.03,"ENSG00000115306;ENSG00000115904;ENSG00000127152;ENSG00000154380;ENSG00000182197;ENSG00000184304","SPTBN1;SOS1;BCL11B;ENAH;EXT1;PRKD1"
"90","GO:0042476","odontogenesis","The process whose specific outcome is the progression of a tooth or teeth over time, from formation to the mature structure(s). A tooth is any hard bony, calcareous, or chitinous organ found in the mouth or pharynx of an animal and used in procuring or masticating food.","2.26% (3/133)",0.008664325,2.06,"ENSG00000073282;ENSG00000091136;ENSG00000127152","TP63;LAMB1;BCL11B"
"91","GO:0042633","hair cycle","The cyclical phases of growth (anagen), regression (catagen), quiescence (telogen), and shedding (exogen) in the life of a hair; one of the collection or mass of filaments growing from the skin of an animal, and forming a covering for a part of the head or for any part or the whole of the body.","2.75% (3/109)",0.005004101,2.3,"ENSG00000073282;ENSG00000115461;ENSG00000115904","TP63;IGFBP5;SOS1"
"92","GO:0042886","amide transport","The directed movement of an amide, any compound containing one, two, or three acyl groups attached to a nitrogen atom, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.","0.69% (13/1874)",0.004630521,2.33,"ENSG00000111640;ENSG00000115306;ENSG00000132549;ENSG00000138814;ENSG00000144596;ENSG00000151150;ENSG00000151474;ENSG00000152520;ENSG00000169760;ENSG00000175793;ENSG00000182985;ENSG00000184304;ENSG00000196924","GAPDH;SPTBN1;VPS13B;PPP3CA;GRIP2;ANK3;FRMD4A;PAN3;NLGN1;SFN;CADM1;PRKD1;FLNA"
"93","GO:0043001","Golgi to plasma membrane protein transport","The directed movement of proteins from the Golgi to the plasma membrane in transport vesicles that move from the trans-Golgi network to the plasma membrane.","5% (2/40)",0.007151778,2.15,"ENSG00000115306;ENSG00000151150","SPTBN1;ANK3"
"94","GO:0043501","skeletal muscle adaptation","Any process in which skeletal muscles change their phenotypic profiles in response to altered functional demands and a variety of signals.","8.7% (2/23)",0.002400861,2.62,"ENSG00000115461;ENSG00000138814","IGFBP5;PPP3CA"
"95","GO:0043552","positive regulation of phosphatidylinositol 3-kinase activity","Any process that activates or increases the frequency, rate or extent of phosphatidylinositol 3-kinase activity.","6.25% (2/32)",0.004621883,2.34,"ENSG00000178568;ENSG00000184304","ERBB4;PRKD1"
"96","GO:0043588","skin development","The process whose specific outcome is the progression of the skin over time, from its formation to the mature structure. The skin is the external membranous integument of an animal. In vertebrates the skin generally consists of two layers, an outer nonsensitive and nonvascular epidermis (cuticle or skarfskin) composed of cells which are constantly growing and multiplying in the deeper, and being thrown off in the superficial layers, as well as an inner vascular dermis (cutis, corium or true skin) composed mostly of connective tissue.","2.24% (7/313)",5.472673e-05,4.26,"ENSG00000073282;ENSG00000115461;ENSG00000115904;ENSG00000127152;ENSG00000134762;ENSG00000170421;ENSG00000175793","TP63;IGFBP5;SOS1;BCL11B;DSC3;KRT8;SFN"
"97","GO:0043616","keratinocyte proliferation","The multiplication or reproduction of keratinocytes, resulting in the expansion of a cell population. Keratinocytes are epidermal cells which synthesize keratin and undergo a characteristic change as they move upward from the basal layers of the epidermis to the cornified (horny) layer of the skin.","10.87% (5/46)",3.263334e-07,6.49,"ENSG00000073282;ENSG00000127152;ENSG00000147044;ENSG00000175793;ENSG00000184304","TP63;BCL11B;CASK;SFN;PRKD1"
"98","GO:0044091","membrane biogenesis","A cellular process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a membrane.","7.69% (3/39)",0.0002545212,3.59,"ENSG00000115306;ENSG00000151150;ENSG00000169760","SPTBN1;ANK3;NLGN1"
"99","GO:0045184","establishment of protein localization","The directed movement of a protein to a specific location.","0.73% (14/1926)",0.002035943,2.69,"ENSG00000073282;ENSG00000111640;ENSG00000115306;ENSG00000132549;ENSG00000138814;ENSG00000144596;ENSG00000151150;ENSG00000151474;ENSG00000152520;ENSG00000169760;ENSG00000175793;ENSG00000182985;ENSG00000184304;ENSG00000196924","TP63;GAPDH;SPTBN1;VPS13B;PPP3CA;GRIP2;ANK3;FRMD4A;PAN3;NLGN1;SFN;CADM1;PRKD1;FLNA"
"100","GO:0045595","regulation of cell differentiation","Any process that modulates the frequency, rate or extent of cell differentiation, the process in which relatively unspecialized cells acquire specialized structural and functional features.","0.79% (14/1763)",0.0008567723,3.07,"ENSG00000055609;ENSG00000073282;ENSG00000111962;ENSG00000115461;ENSG00000115904;ENSG00000127152;ENSG00000138814;ENSG00000165973;ENSG00000169760;ENSG00000175793;ENSG00000178568;ENSG00000178573;ENSG00000184304;ENSG00000196924","KMT2C;TP63;UST;IGFBP5;SOS1;BCL11B;PPP3CA;NELL1;NLGN1;SFN;ERBB4;MAF;PRKD1;FLNA"
"101","GO:0045667","regulation of osteoblast differentiation","Any process that modulates the frequency, rate or extent of osteoblast differentiation.","3.25% (4/123)",0.0006193131,3.21,"ENSG00000073282;ENSG00000115461;ENSG00000165973;ENSG00000184304","TP63;IGFBP5;NELL1;PRKD1"
"102","GO:0045669","positive regulation of osteoblast differentiation","Any process that activates or increases the frequency, rate or extent of osteoblast differentiation.","4.76% (3/63)",0.001048357,2.98,"ENSG00000073282;ENSG00000165973;ENSG00000184304","TP63;NELL1;PRKD1"
"103","GO:0045778","positive regulation of ossification","Any process that activates or increases the frequency, rate or extent of ossification, the formation of bone or of a bony substance or the conversion of fibrous tissue or of cartilage into bone or a bony substance.","3.3% (3/91)",0.003013675,2.52,"ENSG00000073282;ENSG00000165973;ENSG00000184304","TP63;NELL1;PRKD1"
"104","GO:0045893","positive regulation of transcription, DNA-templated","Any process that activates or increases the frequency, rate or extent of cellular DNA-templated transcription.","0.75% (11/1464)",0.005348916,2.27,"ENSG00000054267;ENSG00000055609;ENSG00000073282;ENSG00000127152;ENSG00000138814;ENSG00000139083;ENSG00000147044;ENSG00000178568;ENSG00000178573;ENSG00000184304;ENSG00000188994","ARID4B;KMT2C;TP63;BCL11B;PPP3CA;ETV6;CASK;ERBB4;MAF;PRKD1;ZNF292"
"105","GO:0045944","positive regulation of transcription by RNA polymerase II","Any process that activates or increases the frequency, rate or extent of transcription from an RNA polymerase II promoter.","0.86% (10/1168)",0.003217818,2.49,"ENSG00000054267;ENSG00000055609;ENSG00000073282;ENSG00000127152;ENSG00000138814;ENSG00000139083;ENSG00000147044;ENSG00000178573;ENSG00000184304;ENSG00000188994","ARID4B;KMT2C;TP63;BCL11B;PPP3CA;ETV6;CASK;MAF;PRKD1;ZNF292"
"106","GO:0046822","regulation of nucleocytoplasmic transport","Any process that modulates the frequency, rate or extent of the directed movement of substances between the nucleus and the cytoplasm.","2.59% (3/116)",0.005948703,2.23,"ENSG00000175793;ENSG00000184304;ENSG00000196924","SFN;PRKD1;FLNA"
"107","GO:0046824","positive regulation of nucleocytoplasmic transport","Any process that activates or increases the frequency, rate or extent of the directed movement of substances between the nucleus and the cytoplasm.","4.48% (3/67)",0.00125347,2.9,"ENSG00000175793;ENSG00000184304;ENSG00000196924","SFN;PRKD1;FLNA"
"108","GO:0048468","cell development","The process whose specific outcome is the progression of the cell over time, from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to a specific fate.","1.06% (22/2069)",6.957622e-08,7.16,"ENSG00000054267;ENSG00000073282;ENSG00000091136;ENSG00000111962;ENSG00000115306;ENSG00000115904;ENSG00000127152;ENSG00000130939;ENSG00000138814;ENSG00000151150;ENSG00000152767;ENSG00000154380;ENSG00000154556;ENSG00000169760;ENSG00000170421;ENSG00000175793;ENSG00000178568;ENSG00000178573;ENSG00000182197;ENSG00000182871;ENSG00000184304;ENSG00000196924","ARID4B;TP63;LAMB1;UST;SPTBN1;SOS1;BCL11B;UBE4B;PPP3CA;ANK3;FARP1;ENAH;SORBS2;NLGN1;KRT8;SFN;ERBB4;MAF;EXT1;COL18A1;PRKD1;FLNA"
"109","GO:0048513","animal organ development","Development of a tissue or tissues that work together to perform a specific function or functions. Development pertains to the process whose specific outcome is the progression of a structure over time, from its formation to the mature structure. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions.","0.61% (20/3300)",0.001595547,2.8,"ENSG00000054267;ENSG00000055609;ENSG00000073282;ENSG00000091136;ENSG00000115461;ENSG00000115904;ENSG00000127152;ENSG00000130939;ENSG00000134762;ENSG00000138814;ENSG00000139083;ENSG00000154556;ENSG00000165973;ENSG00000170421;ENSG00000175793;ENSG00000178568;ENSG00000178573;ENSG00000182197;ENSG00000182871;ENSG00000196924","ARID4B;KMT2C;TP63;LAMB1;IGFBP5;SOS1;BCL11B;UBE4B;DSC3;PPP3CA;ETV6;SORBS2;NELL1;KRT8;SFN;ERBB4;MAF;EXT1;COL18A1;FLNA"
"110","GO:0048522","positive regulation of cellular process","Any process that activates or increases the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level.","0.49% (25/5077)",0.006319628,2.2,"ENSG00000054267;ENSG00000055609;ENSG00000073282;ENSG00000091136;ENSG00000111640;ENSG00000115461;ENSG00000115904;ENSG00000127152;ENSG00000138814;ENSG00000139083;ENSG00000147044;ENSG00000151150;ENSG00000151474;ENSG00000152520;ENSG00000165973;ENSG00000169760;ENSG00000172403;ENSG00000175793;ENSG00000178568;ENSG00000178573;ENSG00000182871;ENSG00000182985;ENSG00000184304;ENSG00000188994;ENSG00000196924","ARID4B;KMT2C;TP63;LAMB1;GAPDH;IGFBP5;SOS1;BCL11B;PPP3CA;ETV6;CASK;ANK3;FRMD4A;PAN3;NELL1;NLGN1;SYNPO2;SFN;ERBB4;MAF;COL18A1;CADM1;PRKD1;ZNF292;FLNA"
"111","GO:0048666","neuron development","The process whose specific outcome is the progression of a neuron over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell.","1.16% (13/1116)",3.089703e-05,4.51,"ENSG00000091136;ENSG00000111962;ENSG00000115306;ENSG00000115904;ENSG00000127152;ENSG00000130939;ENSG00000138814;ENSG00000151150;ENSG00000152767;ENSG00000154380;ENSG00000169760;ENSG00000182197;ENSG00000184304","LAMB1;UST;SPTBN1;SOS1;BCL11B;UBE4B;PPP3CA;ANK3;FARP1;ENAH;NLGN1;EXT1;PRKD1"
"112","GO:0048667","cell morphogenesis involved in neuron differentiation","The process in which the structures of a neuron are generated and organized. This process occurs while the initially relatively unspecialized cell is acquiring the specialized features of a neuron.","1.69% (10/593)",1.376959e-05,4.86,"ENSG00000111962;ENSG00000115306;ENSG00000115904;ENSG00000127152;ENSG00000138814;ENSG00000151150;ENSG00000152767;ENSG00000154380;ENSG00000169760;ENSG00000182197","UST;SPTBN1;SOS1;BCL11B;PPP3CA;ANK3;FARP1;ENAH;NLGN1;EXT1"
"113","GO:0048699","generation of neurons","The process in which nerve cells are generated. This includes the production of neuroblasts and their differentiation into neurons.","0.99% (15/1509)",4.185028e-05,4.38,"ENSG00000091136;ENSG00000111962;ENSG00000115306;ENSG00000115904;ENSG00000127152;ENSG00000130939;ENSG00000138814;ENSG00000151150;ENSG00000152767;ENSG00000154380;ENSG00000169760;ENSG00000178568;ENSG00000182197;ENSG00000184304;ENSG00000196924","LAMB1;UST;SPTBN1;SOS1;BCL11B;UBE4B;PPP3CA;ANK3;FARP1;ENAH;NLGN1;ERBB4;EXT1;PRKD1;FLNA"
"114","GO:0048730","epidermis morphogenesis","The process in which the anatomical structures of the epidermis are generated and organized. The epidermis is the outer epithelial layer of an animal, it may be a single layer that produces an extracellular material (e.g. the cuticle of arthropods) or a complex stratified squamous epithelium, as in the case of many vertebrate species.","6.25% (2/32)",0.004621883,2.34,"ENSG00000073282;ENSG00000115461","TP63;IGFBP5"
"115","GO:0048731","system development","The process whose specific outcome is the progression of an organismal system over time, from its formation to the mature structure. A system is a regularly interacting or interdependent group of organs or tissues that work together to carry out a given biological process.","0.66% (30/4537)",3.256863e-06,5.49,"ENSG00000054267;ENSG00000055609;ENSG00000073282;ENSG00000091136;ENSG00000111962;ENSG00000115306;ENSG00000115461;ENSG00000115904;ENSG00000127152;ENSG00000130939;ENSG00000134762;ENSG00000138814;ENSG00000139083;ENSG00000145681;ENSG00000145819;ENSG00000151150;ENSG00000152767;ENSG00000154380;ENSG00000154556;ENSG00000165379;ENSG00000165973;ENSG00000169760;ENSG00000170421;ENSG00000175793;ENSG00000178568;ENSG00000178573;ENSG00000182197;ENSG00000182871;ENSG00000184304;ENSG00000196924","ARID4B;KMT2C;TP63;LAMB1;UST;SPTBN1;IGFBP5;SOS1;BCL11B;UBE4B;DSC3;PPP3CA;ETV6;HAPLN1;ARHGAP26;ANK3;FARP1;ENAH;SORBS2;LRFN5;NELL1;NLGN1;KRT8;SFN;ERBB4;MAF;EXT1;COL18A1;PRKD1;FLNA"
